PycityLayers Index,Civic_no,Postal_Code,Error_Code,Error_desc.
11858,4497,H2J 1W1,1.0,"b""C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\ExecutionContext.js:252\r\n        throw new Error('Evaluation failed: ' + (0, util_js_1.getExceptionMessage)(exceptionDetails));\r\n              ^\r\n\r\nError: Evaluation failed: DOMException: Failed to execute 'querySelectorAll' on 'Document': '#' is not a valid selector.\r\n    at re (pptr://__puppeteer_evaluation_script__:3:12165)\r\n    at Ie (pptr://__puppeteer_evaluation_script__:3:12473)\r\n    at pptr://__puppeteer_evaluation_script__:2:12\r\n    at ExecutionContext._ExecutionContext_evaluate (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\ExecutionContext.js:252:15)\r\n    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)\r\n    at async CDPJSHandle.evaluateHandle (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\JSHandle.js:65:16)\r\n    at async PQueryHandler.queryOne (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\QueryHandler.js:86:24)\r\n    at async CDPElementHandle.$ (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\ElementHandle.js:99:17)\r\n    at async IsolatedWorld.click (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\IsolatedWorld.js:183:24)\r\n    at async getPrice (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\parse.js:67:3)\r\n    at async C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\parse.js:26:7\r\n\r\nNode.js v18.15.0\r\n"""
13491,4531,H2J 2Z8,1.0,"b""C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\ExecutionContext.js:252\r\n        throw new Error('Evaluation failed: ' + (0, util_js_1.getExceptionMessage)(exceptionDetails));\r\n              ^\r\n\r\nError: Evaluation failed: DOMException: Failed to execute 'querySelectorAll' on 'Document': '#' is not a valid selector.\r\n    at re (pptr://__puppeteer_evaluation_script__:3:12165)\r\n    at Ie (pptr://__puppeteer_evaluation_script__:3:12473)\r\n    at pptr://__puppeteer_evaluation_script__:2:12\r\n    at ExecutionContext._ExecutionContext_evaluate (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\ExecutionContext.js:252:15)\r\n    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)\r\n    at async CDPJSHandle.evaluateHandle (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\JSHandle.js:65:16)\r\n    at async PQueryHandler.queryOne (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\QueryHandler.js:86:24)\r\n    at async CDPElementHandle.$ (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\ElementHandle.js:99:17)\r\n    at async IsolatedWorld.click (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\IsolatedWorld.js:183:24)\r\n    at async getPrice (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\parse.js:67:3)\r\n    at async C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\parse.js:26:7\r\n\r\nNode.js v18.15.0\r\n"""
12131,4487,H2J 1Y1,1.0,"b""C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\ExecutionContext.js:252\r\n        throw new Error('Evaluation failed: ' + (0, util_js_1.getExceptionMessage)(exceptionDetails));\r\n              ^\r\n\r\nError: Evaluation failed: DOMException: Failed to execute 'querySelectorAll' on 'Document': '#' is not a valid selector.\r\n    at re (pptr://__puppeteer_evaluation_script__:3:12165)\r\n    at Ie (pptr://__puppeteer_evaluation_script__:3:12473)\r\n    at pptr://__puppeteer_evaluation_script__:2:12\r\n    at ExecutionContext._ExecutionContext_evaluate (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\ExecutionContext.js:252:15)\r\n    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)\r\n    at async CDPJSHandle.evaluateHandle (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\JSHandle.js:65:16)\r\n    at async PQueryHandler.queryOne (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\QueryHandler.js:86:24)\r\n    at async CDPElementHandle.$ (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\ElementHandle.js:99:17)\r\n    at async IsolatedWorld.click (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\IsolatedWorld.js:183:24)\r\n    at async getPrice (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\parse.js:67:3)\r\n    at async C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\parse.js:26:7\r\n\r\nNode.js v18.15.0\r\n"""
10715,4210,H2J 2H9,1.0,"b""C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\ExecutionContext.js:252\r\n        throw new Error('Evaluation failed: ' + (0, util_js_1.getExceptionMessage)(exceptionDetails));\r\n              ^\r\n\r\nError: Evaluation failed: DOMException: Failed to execute 'querySelectorAll' on 'Document': '#' is not a valid selector.\r\n    at re (pptr://__puppeteer_evaluation_script__:3:12165)\r\n    at Ie (pptr://__puppeteer_evaluation_script__:3:12473)\r\n    at pptr://__puppeteer_evaluation_script__:2:12\r\n    at ExecutionContext._ExecutionContext_evaluate (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\ExecutionContext.js:252:15)\r\n    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)\r\n    at async CDPJSHandle.evaluateHandle (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\JSHandle.js:65:16)\r\n    at async PQueryHandler.queryOne (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\QueryHandler.js:86:24)\r\n    at async CDPElementHandle.$ (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\ElementHandle.js:99:17)\r\n    at async IsolatedWorld.click (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\IsolatedWorld.js:183:24)\r\n    at async getPrice (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\parse.js:67:3)\r\n    at async C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\parse.js:26:7\r\n\r\nNode.js v18.15.0\r\n"""
19717,4545,H2J 1V7,1.0,"b""C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\ExecutionContext.js:252\r\n        throw new Error('Evaluation failed: ' + (0, util_js_1.getExceptionMessage)(exceptionDetails));\r\n              ^\r\n\r\nError: Evaluation failed: DOMException: Failed to execute 'querySelectorAll' on 'Document': '#' is not a valid selector.\r\n    at re (pptr://__puppeteer_evaluation_script__:3:12165)\r\n    at Ie (pptr://__puppeteer_evaluation_script__:3:12473)\r\n    at pptr://__puppeteer_evaluation_script__:2:12\r\n    at ExecutionContext._ExecutionContext_evaluate (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\ExecutionContext.js:252:15)\r\n    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)\r\n    at async CDPJSHandle.evaluateHandle (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\JSHandle.js:65:16)\r\n    at async PQueryHandler.queryOne (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\QueryHandler.js:86:24)\r\n    at async CDPElementHandle.$ (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\ElementHandle.js:99:17)\r\n    at async IsolatedWorld.click (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\IsolatedWorld.js:183:24)\r\n    at async getPrice (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\parse.js:67:3)\r\n    at async C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\parse.js:26:7\r\n\r\nNode.js v18.15.0\r\n"""
4903,4218,H2J 2T7,1.0,"b'C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\ElementHandle.js:108\r\n            throw new Error(`Error: failed to find element matching selector ""${selector}""`);\r\n                  ^\r\n\r\nError: Error: failed to find element matching selector ""#accepter-temoins""\r\n    at CDPElementHandle.$eval (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\ElementHandle.js:108:19)\r\n    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)\r\n    at async getPrice (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\parse.js:34:7)\r\n    at async C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\parse.js:26:7\r\n\r\nNode.js v18.15.0\r\n'"
10787,1014,H2J 2B4,1.0,"b""C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\ExecutionContext.js:252\r\n        throw new Error('Evaluation failed: ' + (0, util_js_1.getExceptionMessage)(exceptionDetails));\r\n              ^\r\n\r\nError: Evaluation failed: DOMException: Failed to execute 'querySelectorAll' on 'Document': '#' is not a valid selector.\r\n    at re (pptr://__puppeteer_evaluation_script__:3:12165)\r\n    at Ie (pptr://__puppeteer_evaluation_script__:3:12473)\r\n    at pptr://__puppeteer_evaluation_script__:2:12\r\n    at ExecutionContext._ExecutionContext_evaluate (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\ExecutionContext.js:252:15)\r\n    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)\r\n    at async CDPJSHandle.evaluateHandle (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\JSHandle.js:65:16)\r\n    at async PQueryHandler.queryOne (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\QueryHandler.js:86:24)\r\n    at async CDPElementHandle.$ (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\ElementHandle.js:99:17)\r\n    at async IsolatedWorld.click (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\IsolatedWorld.js:183:24)\r\n    at async getPrice (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\parse.js:67:3)\r\n    at async C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\parse.js:26:7\r\n\r\nNode.js v18.15.0\r\n"""
19886,4248,H2J 3R5,1.0,"b""C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\ExecutionContext.js:252\r\n        throw new Error('Evaluation failed: ' + (0, util_js_1.getExceptionMessage)(exceptionDetails));\r\n              ^\r\n\r\nError: Evaluation failed: DOMException: Failed to execute 'querySelectorAll' on 'Document': '#' is not a valid selector.\r\n    at re (pptr://__puppeteer_evaluation_script__:3:12165)\r\n    at Ie (pptr://__puppeteer_evaluation_script__:3:12473)\r\n    at pptr://__puppeteer_evaluation_script__:2:12\r\n    at ExecutionContext._ExecutionContext_evaluate (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\ExecutionContext.js:252:15)\r\n    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)\r\n    at async CDPJSHandle.evaluateHandle (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\JSHandle.js:65:16)\r\n    at async PQueryHandler.queryOne (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\QueryHandler.js:86:24)\r\n    at async CDPElementHandle.$ (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\ElementHandle.js:99:17)\r\n    at async IsolatedWorld.click (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\IsolatedWorld.js:183:24)\r\n    at async getPrice (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\parse.js:67:3)\r\n    at async C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\parse.js:26:7\r\n\r\nNode.js v18.15.0\r\n"""
4868,1665,H2J 1S4,1.0,"b""C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\ExecutionContext.js:252\r\n        throw new Error('Evaluation failed: ' + (0, util_js_1.getExceptionMessage)(exceptionDetails));\r\n              ^\r\n\r\nError: Evaluation failed: DOMException: Failed to execute 'querySelectorAll' on 'Document': '#' is not a valid selector.\r\n    at re (pptr://__puppeteer_evaluation_script__:3:12165)\r\n    at Ie (pptr://__puppeteer_evaluation_script__:3:12473)\r\n    at pptr://__puppeteer_evaluation_script__:2:12\r\n    at ExecutionContext._ExecutionContext_evaluate (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\ExecutionContext.js:252:15)\r\n    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)\r\n    at async CDPJSHandle.evaluateHandle (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\JSHandle.js:65:16)\r\n    at async PQueryHandler.queryOne (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\QueryHandler.js:86:24)\r\n    at async CDPElementHandle.$ (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\ElementHandle.js:99:17)\r\n    at async IsolatedWorld.click (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\IsolatedWorld.js:183:24)\r\n    at async getPrice (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\parse.js:67:3)\r\n    at async C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\parse.js:26:7\r\n\r\nNode.js v18.15.0\r\n"""
13381,4475,H2J 1W1,1.0,"b""C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\ExecutionContext.js:252\r\n        throw new Error('Evaluation failed: ' + (0, util_js_1.getExceptionMessage)(exceptionDetails));\r\n              ^\r\n\r\nError: Evaluation failed: DOMException: Failed to execute 'querySelectorAll' on 'Document': '#' is not a valid selector.\r\n    at re (pptr://__puppeteer_evaluation_script__:3:12165)\r\n    at Ie (pptr://__puppeteer_evaluation_script__:3:12473)\r\n    at pptr://__puppeteer_evaluation_script__:2:12\r\n    at ExecutionContext._ExecutionContext_evaluate (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\ExecutionContext.js:252:15)\r\n    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)\r\n    at async CDPJSHandle.evaluateHandle (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\JSHandle.js:65:16)\r\n    at async PQueryHandler.queryOne (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\QueryHandler.js:86:24)\r\n    at async CDPElementHandle.$ (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\ElementHandle.js:99:17)\r\n    at async IsolatedWorld.click (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\IsolatedWorld.js:183:24)\r\n    at async getPrice (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\parse.js:67:3)\r\n    at async C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\parse.js:26:7\r\n\r\nNode.js v18.15.0\r\n"""
10599,4220,H2J 3K5,1.0,"b""C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\ExecutionContext.js:252\r\n        throw new Error('Evaluation failed: ' + (0, util_js_1.getExceptionMessage)(exceptionDetails));\r\n              ^\r\n\r\nError: Evaluation failed: DOMException: Failed to execute 'querySelectorAll' on 'Document': '#' is not a valid selector.\r\n    at re (pptr://__puppeteer_evaluation_script__:3:12165)\r\n    at Ie (pptr://__puppeteer_evaluation_script__:3:12473)\r\n    at pptr://__puppeteer_evaluation_script__:2:12\r\n    at ExecutionContext._ExecutionContext_evaluate (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\ExecutionContext.js:252:15)\r\n    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)\r\n    at async CDPJSHandle.evaluateHandle (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\JSHandle.js:65:16)\r\n    at async PQueryHandler.queryOne (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\QueryHandler.js:86:24)\r\n    at async CDPElementHandle.$ (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\ElementHandle.js:99:17)\r\n    at async IsolatedWorld.click (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\IsolatedWorld.js:183:24)\r\n    at async getPrice (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\parse.js:67:3)\r\n    at async C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\parse.js:26:7\r\n\r\nNode.js v18.15.0\r\n"""
14510,99999,H2J 2Y8,1.0,"b""C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\ExecutionContext.js:252\r\n        throw new Error('Evaluation failed: ' + (0, util_js_1.getExceptionMessage)(exceptionDetails));\r\n              ^\r\n\r\nError: Evaluation failed: DOMException: Failed to execute 'querySelectorAll' on 'Document': '#' is not a valid selector.\r\n    at re (pptr://__puppeteer_evaluation_script__:3:12165)\r\n    at Ie (pptr://__puppeteer_evaluation_script__:3:12473)\r\n    at pptr://__puppeteer_evaluation_script__:2:12\r\n    at ExecutionContext._ExecutionContext_evaluate (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\ExecutionContext.js:252:15)\r\n    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)\r\n    at async CDPJSHandle.evaluateHandle (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\JSHandle.js:65:16)\r\n    at async PQueryHandler.queryOne (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\QueryHandler.js:86:24)\r\n    at async CDPElementHandle.$ (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\ElementHandle.js:99:17)\r\n    at async IsolatedWorld.click (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\IsolatedWorld.js:183:24)\r\n    at async getPrice (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\parse.js:67:3)\r\n    at async C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\parse.js:26:7\r\n\r\nNode.js v18.15.0\r\n"""
19782,4631,H2J 3L3,1.0,"b""C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\ExecutionContext.js:252\r\n        throw new Error('Evaluation failed: ' + (0, util_js_1.getExceptionMessage)(exceptionDetails));\r\n              ^\r\n\r\nError: Evaluation failed: DOMException: Failed to execute 'querySelectorAll' on 'Document': '#' is not a valid selector.\r\n    at re (pptr://__puppeteer_evaluation_script__:3:12165)\r\n    at Ie (pptr://__puppeteer_evaluation_script__:3:12473)\r\n    at pptr://__puppeteer_evaluation_script__:2:12\r\n    at ExecutionContext._ExecutionContext_evaluate (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\ExecutionContext.js:252:15)\r\n    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)\r\n    at async CDPJSHandle.evaluateHandle (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\JSHandle.js:65:16)\r\n    at async PQueryHandler.queryOne (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\QueryHandler.js:86:24)\r\n    at async CDPElementHandle.$ (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\ElementHandle.js:99:17)\r\n    at async IsolatedWorld.click (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\node_modules\\puppeteer-core\\lib\\cjs\\puppeteer\\common\\IsolatedWorld.js:183:24)\r\n    at async getPrice (C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\parse.js:67:3)\r\n    at async C:\\Users\\msham\\OneDrive\\Documents\\GitHub\\hydro-quebec-scrapper\\parse.js:26:7\r\n\r\nNode.js v18.15.0\r\n"""
