PycityLayers Index,Street_no,Postal_Code,Error_Code,Price,Consumption,City ID,Address
170928,4724,H2J 3B9,0,"1,200",11950,500268479,4724 rue de Mentana Montréal QC H2J 3B9
26835,4354,H2J 2R1,0,"1,750",17120,501830554,4354 rue Berri Montréal QC H2J 2R1
15759,4394,H2J 3M4,0,910,8850,502853282,4394 rue Chambord Montréal QC H2J 3M4
20170,4822,H2J 3G9,0,"2,570",25050,502362017,4822 av Christophe-Colomb Montréal QC H2J 3G9
16855,4411,H2J 3C9,0,640,5520,501059486,4411 rue Boyer Montréal QC H2J 3C9
20050,4545,H2J 3S6,0,"2,130",20670,501222641,4545 rue Garnier Montréal QC H2J 3S6
6672,4332,H2J 2M8,0,"1,470",14870,501049626,4332 rue Rivard Montréal QC H2J 2M8
207448,4564,H2J 3E4,0,"1,050",10370,501987551,1-4564 rue Boyer Montréal QC H2J 3E4
207448,4564,H2J 3E4,0,"1,230",12310,501987557,2-4564 rue Boyer Montréal QC H2J 3E4
207448,4564,H2J 3E4,0,590,5350,501987560,3-4564 rue Boyer Montréal QC H2J 3E4
207448,4564,H2J 3E4,0,730,7180,501987570,4-4564 rue Boyer Montréal QC H2J 3E4
207448,4564,H2J 3E4,0,"1,010",10360,501987578,5-4564 rue Boyer Montréal QC H2J 3E4
207448,4564,H2J 3E4,0,490,4000,501987581,6-4564 rue Boyer Montréal QC H2J 3E4
5205,4143,H2L 4J1,0,"2,110",20890,502261218,4143 rue Rivard Montréal QC H2L 4J1
4789,4283,H2J 2M7,0,"1,260",12810,503071424,4283 rue Rivard Montréal QC H2J 2M7
23774,1840,H2H 1J1,0,"1,540",15350,502346506,1-1840 av du Mont-Royal E Montréal QC H2H 1J1
23774,1840,H2H 1J1,0,"1,450",14800,502841797,2-1840 av du Mont-Royal E Montréal QC H2H 1J1
24455,4248,H2J 3T6,0,"2,650",25090,501062013,4248 rue Fabre Montréal QC H2J 3T6
23661,4443,H2J 3X7,0,"2,060",19960,500792961,4443 rue Marquette Montréal QC H2J 3X7
2915,1573,H2J 1S3,0,"1,380",14450,501045656,1573 rue Gilford Montréal QC H2J 1S3
20169,4814,H2J 3G9,0,"1,330",13530,502362009,4814 av Christophe-Colomb Montréal QC H2J 3G9
137282,950,H2J 4C9,0,"1,280",13100,500370850,1-950 rue Marie-Anne E Montréal QC H2J 4C9
137282,950,H2J 4C9,0,"1,160",12770,502547634,2-950 rue Marie-Anne E Montréal QC H2J 4C9
137282,950,H2J 4C9,0,900,9260,502262302,3-950 rue Marie-Anne E Montréal QC H2J 4C9
137282,950,H2J 4C9,0,860,8860,501298477,4-950 rue Marie-Anne E Montréal QC H2J 4C9
