PycityLayers Index,Street_no,Postal_Code,Error_Code,Price,Consumption,City ID,Address,index,ID_UEV,tract,street_name
21950,4610,H2H 1Y3,0,"1,030",10460,500088578,4610 rue Chabot Montréal QC H2H 1Y3,,,,
250619,4437,H2J 3X7,0,"2,550",25620,500792983,4437 rue Marquette Montréal QC H2J 3X7,,,,
21954,4639,H2J 3Y3,0,"4,140",39380,501409855,4639 rue Marquette Montréal QC H2J 3Y3,,,,
23859,4256,H2J 3H9,0,880,8880,500959452,4256 rue de la Roche Montréal QC H2J 3H9,23859.0,1120212.0,146.0,rue De La Roche  (MTL)
11941,4254,H2J 3C7,0,"2,010",19830,502417300,4254 rue Boyer Montréal QC H2J 3C7,,,,
25064,4056,H2L 3M8,0,890,9060,502489627,4056 av du Parc-Lafontaine Montréal QC H2L 3M8,25064.0,1125280.0,142.0,avenue du Parc-La Fontaine  (MTL)
249107,4243,H2J 3C8,0,"1,330",14010,502417097,4243 rue Boyer Montréal QC H2J 3C8,,,,
227574,4734,H2J 2R5,0,"2,280",22060,503402595,4734 rue Berri Montréal QC H2J 2R5,,,,
238257,4378,H2J 3X6,0,"1,880",18050,500793321,4378 rue Marquette Montréal QC H2J 3X6,,,,
190665,4573,H2J 3M8,0,920,9410,502676707,4573 rue Chambord Montréal QC H2J 3M8,,,,
20987,4581,H2J 3S6,0,"1,640",16120,501222483,4581 rue Garnier Montréal QC H2J 3S6,,,,
12882,4257,H2J 2M7,0,"1,590",15840,503072061,4257 rue Rivard Montréal QC H2J 2M7,,,,
267548,4325,H2J 3P1,0,710,6880,502707118,4325 rue de Lanaudière Montréal QC H2J 3P1,,,,
20421,4578,H2J 3B8,0,560,5000,501781258,4578 rue de Mentana Montréal QC H2J 3B8,,,,
282644,4266,H2J 3H9,0,"1,300",12810,500959477,4266 rue de la Roche Montréal QC H2J 3H9,,,,
19135,4738,H2J 2R5,0,"1,030",10580,503402613,4738 rue Berri Montréal QC H2J 2R5,,,,
257999,4052,H2L 4H3,0,"1,390",13710,500794461,4052 rue Berri Montréal QC H2L 4H3,,,,
20508,4447,H2J 3V2,0,480,3950,500961037,4447 rue Fabre Montréal QC H2J 3V2,,,,
19423,4532,H2J 2Z7,0,"1,040",10300,500131144,4532 rue Saint-André Montréal QC H2J 2Z7,,,,
191239,1496,H2J 2C6,0,850,8350,500962255,1496 rue Marie-Anne E Montréal QC H2J 2C6,,,,
25454,4382,H2J 2T8,0,"1,480",15020,501827957,4382 av de Chateaubriand Montréal QC H2J 2T8,,,,
22924,4656,H2J 3B9,0,"1,790",17640,500310435,4656 rue de Mentana Montréal QC H2J 3B9,,,,
4677,4248,H2J 3N9,0,"1,180",11940,500337346,4248 rue de Lanaudière Montréal QC H2J 3N9,4677.0,5005979.0,146.0,rue De Lanaudière  (MTL)
238660,1378,H2J 2C4,0,810,8170,502368987,1378 rue Marie-Anne E Montréal QC H2J 2C4,,,,
268191,4665,H2H 1W9,0,"1,530",15140,500086822,4665 rue Cartier Montréal QC H2H 1W9,,,,
23609,4554,H2J 3Y4,0,940,9470,503403873,4554 rue Marquette Montréal QC H2J 3Y4,,,,
16740,4814,H2J 3J7,0,"1,530",15090,500788940,4814 rue de la Roche Montréal QC H2J 3J7,,,,
22362,4694,H2J 3Y4,0,"2,050",19950,501408988,4694 rue Marquette Montréal QC H2J 3Y4,,,,
24105,4620,H2H 2A1,0,"1,690",16700,501588411,4620 rue de Bordeaux Montréal QC H2H 2A1,,,,
18728,808,H2J 1K4,0,"1,290",13310,502580723,808 boul Saint-Joseph E Montréal QC H2J 1K4,,,,
212684,4219,H2J 3G2,0,"1,230",12490,502583931,4219 av Christophe-Colomb Montréal QC H2J 3G2,,,,
41050,4716,H2H 2A1,0,"1,340",13430,501589230,4716 rue de Bordeaux Montréal QC H2H 2A1,,,,
11800,4403,H2J 2X1,0,"3,150",30270,501447644,4403 rue Saint-Hubert Montréal QC H2J 2X1,,,,
19996,4323,H2H 1Z4,0,540,4660,501291960,4323 rue de Bordeaux Montréal QC H2H 1Z4,,,,
16974,4317,H2J 3C8,0,"1,960",18850,502416259,4317 rue Boyer Montréal QC H2J 3C8,,,,
140830,470,H2J 1J7,0,420,3100,502874523,470 boul Saint-Joseph E Montréal QC H2J 1J7,,,,
18874,4581,H2J 3B7,0,"1,850",17920,500312088,4581 rue de Mentana Montréal QC H2J 3B7,,,,
22056,4320,H2J 3T6,0,"1,540",15560,501062353,4320 rue Fabre Montréal QC H2J 3T6,22056.0,1029563.0,147.0,rue Fabre  (MTL)
265161,4849,H2H 1Y4,0,"5,130",47940,502876401,4849 rue Chabot Montréal QC H2H 1Y4,,,,
85146,4515,H2J 2T2,0,660,6150,501406785,4515 rue Pontiac Montréal QC H2J 2T2,,,,
1907,824,H2J 2H6,0,"1,140",12170,502371768,824 rue Rachel E Montréal QC H2J 2H6,,,,
22381,4616,H2H 2A1,0,850,8310,501588400,4616 rue de Bordeaux Montréal QC H2H 2A1,,,,
21005,4517,H2J 2V2,0,"2,070",20040,503475807,4517 rue Resther Montréal QC H2J 2V2,,,,
22063,4368,H2J 3X6,0,"2,140",20830,500793276,4368 rue Marquette Montréal QC H2J 3X6,,,,
22243,4458,H2H 2B2,0,"1,980",19760,502711209,4458 av de Lorimier Montréal QC H2H 2B2,,,,
24693,4402,H2J 3X6,0,"1,910",18910,500793395,4402 rue Marquette Montréal QC H2J 3X6,,,,
23069,4595,H2J 3M8,0,"1,440",14590,502676655,4595 rue Chambord Montréal QC H2J 3M8,,,,
19750,4554,H2J 3M7,0,640,6050,502673871,4554 rue Chambord Montréal QC H2J 3M7,,,,
85854,1820,H2H 1C7,0,320,1720,503057151,1-1820 boul Saint-Joseph E Montréal QC H2H 1C7,,,,
85854,1820,H2H 1C7,0,420,3110,503057156,2-1820 boul Saint-Joseph E Montréal QC H2H 1C7,,,,
85854,1820,H2H 1C7,0,490,4010,503057164,3-1820 boul Saint-Joseph E Montréal QC H2H 1C7,,,,
85854,1820,H2H 1C7,0,350,2160,503057167,4-1820 boul Saint-Joseph E Montréal QC H2H 1C7,,,,
85854,1820,H2H 1C7,0,380,2610,503057172,5-1820 boul Saint-Joseph E Montréal QC H2H 1C7,,,,
85854,1820,H2H 1C7,0,470,3810,503057176,6-1820 boul Saint-Joseph E Montréal QC H2H 1C7,,,,
12395,4107,H2L 4H4,0,"2,580",25430,500796135,4107 rue Berri Montréal QC H2L 4H4,,,,
1125,808,H2J 2H6,0,"1,820",18400,502371826,808 rue Rachel E Montréal QC H2J 2H6,,,,
254343,4413,H2J 3G4,0,"1,360",14290,504223868,4413 av Christophe-Colomb Montréal QC H2J 3G4,,,,
207629,4554,H2H 2B5,0,770,7820,500132485,4554 av de Lorimier Montréal QC H2H 2B5,,,,
20388,4636,H2H 1Y3,0,"2,540",24500,500088634,4636 rue Chabot Montréal QC H2H 1Y3,,,,
15528,4146,H2L 4B4,0,"1,240",12160,500796298,4146 av de Chateaubriand Montréal QC H2L 4B4,,,,
117271,4396,H2J 2M9,0,"1,290",13130,501049853,4396 rue Rivard Montréal QC H2J 2M9,,,,
11026,4247,H2J 3K6,0,400,2770,500689630,4247 rue de Brébeuf Montréal QC H2J 3K6,11026.0,1017913.0,146.0,rue De Brébeuf  (MTL)
24420,4516,H2J 3E4,0,"1,140",11310,501986838,4516 rue Boyer Montréal QC H2J 3E4,,,,
23639,4655,H2H 1Z9,0,570,5170,501589361,4655 rue de Bordeaux Montréal QC H2H 1Z9,,,,
96895,4350,H2J 2M9,0,"1,540",14720,501049714,4350 rue Rivard Montréal QC H2J 2M9,,,,
23972,4300,H2J 3X1,0,"1,510",15120,502420101,4300 rue Marquette Montréal QC H2J 3X1,23972.0,1116623.0,147.0,rue Marquette  (MTL)
22022,1849,H2H 1M2,0,"1,290",13230,502856207,1849 rue Marie-Anne E Montréal QC H2H 1M2,,,,
22390,4684,H2J 3Y4,0,"1,830",18490,501408962,4684 rue Marquette Montréal QC H2J 3Y4,,,,
4946,4240,H2J 2Z2,0,"1,590",15920,502879196,4240 rue Saint-André Montréal QC H2J 2Z2,,,,
258441,4712,H2J 3S7,0,"1,560",15700,501585304,4712 rue Garnier Montréal QC H2J 3S7,,,,
19636,777,H2J 1N8,0,"1,660",16210,503475735,777 rue Gilford Montréal QC H2J 1N8,,,,
8513,4248,H2J 2M8,0,"1,700",16720,503072387,4248 rue Rivard Montréal QC H2J 2M8,,,,
213198,4443,H2J 3B4,0,"2,460",24260,502419027,4443 rue de Mentana Montréal QC H2J 3B4,,,,
15333,4591,H2J 2T2,0,"1,790",17670,501406552,4591 rue Pontiac Montréal QC H2J 2T2,,,,
196752,1003,H2J 2B5,0,"1,720",16760,501060237,1003 rue Marie-Anne E Montréal QC H2J 2B5,,,,
14776,4106,H2L 4H3,0,"1,350",13680,500795156,4106 rue Berri Montréal QC H2L 4H3,,,,
3819,1491,H2J 1S1,0,"1,470",14880,501046893,1491 rue Gilford Montréal QC H2J 1S1,,,,
17246,4112,H2L 3W3,0,"1,300",12610,502041559,4112 rue Saint-André Montréal QC H2L 3W3,,,,
16349,4610,H2J 3P7,0,"1,510",15340,500471287,4610 rue de Lanaudière Montréal QC H2J 3P7,,,,
259361,2011,H2H 1M5,0,"1,090",10080,500340350,2011 rue Marie-Anne E Montréal QC H2H 1M5,,,,
8400,4329,H2J 2Y8,0,"1,280",12690,501448588,4329 rue Saint-Christophe Montréal QC H2J 2Y8,,,,
187656,1354,H2J 2C4,0,"1,000",10000,502369579,1354 rue Marie-Anne E Montréal QC H2J 2C4,,,,
18850,4639,H2H 1Z9,0,"1,120",11770,500131489,4639 rue de Bordeaux Montréal QC H2H 1Z9,,,,
197190,4397,H2J 3J2,0,"1,480",15110,502258020,4397 rue de la Roche Montréal QC H2J 3J2,,,,
213954,4597,H2J 3S6,0,710,6980,501222421,4597 rue Garnier Montréal QC H2J 3S6,,,,
19753,4663,H2J 3E5,0,630,5900,500708650,4663 rue Boyer Montréal QC H2J 3E5,,,,
223722,4279,H2J 2W6,0,880,9190,503060374,4279 rue Saint-Hubert Montréal QC H2J 2W6,,,,
22886,4559,H2J 2N2,0,"1,520",15210,503402072,4559 rue Rivard Montréal QC H2J 2N2,,,,
17148,4174,H2L 4H9,0,"1,290",13380,502261053,4174 rue Rivard Montréal QC H2L 4H9,,,,
250462,4267,H2J 3T5,0,"4,760",44700,501063249,4267 rue Fabre Montréal QC H2J 3T5,,,,
84659,4306,H2J 3C7,0,"1,590",15900,502418083,4306 rue Boyer Montréal QC H2J 3C7,,,,
2706,4709,H2H 1Y2,0,"2,010",19840,500089019,4709 rue Chabot Montréal QC H2H 1Y2,,,,
27231,4684,H2J 3E4,0,"1,310",12720,501987950,4684 rue Boyer Montréal QC H2J 3E4,,,,
11841,4450,H2J 3K9,0,"1,260",12470,502256999,4450 rue de Brébeuf Montréal QC H2J 3K9,,,,
86113,4394,H2H 1Z7,0,950,9650,500341170,4394 rue de Bordeaux Montréal QC H2H 1Z7,,,,
174279,4514,H2J 3M7,0,"1,490",14940,500132545,4514 rue Chambord Montréal QC H2J 3M7,,,,
172402,4251,H2J 3C8,0,"1,690",17960,502417055,4251 rue Boyer Montréal QC H2J 3C8,,,,
262625,4380,H2J 3E1,0,"2,600",25620,502418195,4380 rue Boyer Montréal QC H2J 3E1,,,,
22379,4690,H2H 1V3,0,810,7600,503476678,4690 av Papineau Montréal QC H2H 1V3,,,,
22617,4429,H2J 3P3,0,"2,060",20290,502706299,4429 rue de Lanaudière Montréal QC H2J 3P3,,,,
232189,4609,H2H 1Y2,0,"3,010",28840,501587051,4609 rue Chabot Montréal QC H2H 1Y2,,,,
12856,4370,H2H 2B2,0,"1,940",19830,502710274,4370 av de Lorimier Montréal QC H2H 2B2,,,,
104102,4226,H2J 3T6,0,"1,160",12280,501061443,4226 rue Fabre Montréal QC H2J 3T6,104102.0,2168565.0,147.0,rue Fabre  (MTL)
227465,4836,H2H 2A3,0,"1,690",17190,502874978,4836 rue de Bordeaux Montréal QC H2H 2A3,,,,
281166,4422,H2J 2M9,0,780,7890,501049931,4422 rue Rivard Montréal QC H2J 2M9,,,,
18888,4707,H2J 2V4,0,"1,190",12190,501408573,4707 rue Resther Montréal QC H2J 2V4,,,,
22534,1373,H2J 2K2,0,980,10620,502367652,1373 rue Rachel E Montréal QC H2J 2K2,22534.0,1033727.0,147.0,rue Rachel Est  (MTL)
186367,1012,H2J 1P6,0,"1,520",14640,500708511,1012 rue Gilford Montréal QC H2J 1P6,,,,
272291,4392,H2J 3J1,0,"1,780",17890,500960180,4392 rue de la Roche Montréal QC H2J 3J1,,,,
16804,4211,H2J 3G2,0,"2,460",23650,502583972,4211 av Christophe-Colomb Montréal QC H2J 3G2,16804.0,1017588.0,146.0,avenue Christophe-Colomb  (MTL)
15145,1591,H2J 2C9,0,"1,700",17210,500962071,1591 rue Marie-Anne E Montréal QC H2J 2C9,,,,
246792,1272,H2J 1L8,0,780,7870,502250512,1272 boul Saint-Joseph E Montréal QC H2J 1L8,,,,
246792,1272,H2J 1L8,0,"1,190",13340,502250518,1272 boul Saint-Joseph E Montréal QC H2J 1L8,,,,
22620,4676,H2J 3B9,0,"1,980",20120,500310479,4676 rue de Mentana Montréal QC H2J 3B9,,,,
28316,4398,H2J 2T8,0,"1,140",11550,503586710,4398 av de Chateaubriand Montréal QC H2J 2T8,,,,
22998,4571,H2H 1W9,0,"1,580",14890,500087527,4571 rue Cartier Montréal QC H2H 1W9,,,,
22728,4606,H2J 3V6,0,"1,560",15820,503583450,4606 rue Fabre Montréal QC H2J 3V6,,,,
222871,4163,H2L 4J1,0,"1,250",12930,502261166,4163 rue Rivard Montréal QC H2L 4J1,,,,
286648,4321,H2J 2M7,0,"1,670",16620,503071203,4321 rue Rivard Montréal QC H2J 2M7,,,,
222357,4412,H2J 3E1,0,"1,090",11340,502418360,4412 rue Boyer Montréal QC H2J 3E1,,,,
20457,4457,H2J 3X7,0,770,7730,500792923,4457 rue Marquette Montréal QC H2J 3X7,,,,
84262,4582,H2J 3B8,0,"4,010",37340,501781276,4582 rue de Mentana Montréal QC H2J 3B8,,,,
24353,4598,H2J 3L3,0,980,10120,502355796,4598 rue de Brébeuf Montréal QC H2J 3L3,,,,
178165,4419,H2H 1Z6,0,"1,750",17290,500340173,4419 rue de Bordeaux Montréal QC H2H 1Z6,,,,
20021,763,H2J 1T8,0,"1,400",14210,503475174,763 rue de Bienville Montréal QC H2J 1T8,,,,
24665,1683,H2J 2G6,0,"1,070",10560,502421292,1683 av Bureau Montréal QC H2J 2G6,24665.0,1118335.0,147.0,avenue Bureau  (MTL)
280165,4440,H2H 1W5,0,560,5030,502855237,4440 rue Cartier Montréal QC H2H 1W5,,,,
15404,4546,H2H 1X1,0,"1,960",19560,500085637,4546 rue Cartier Montréal QC H2H 1X1,,,,
22925,4658,H2J 3B9,0,"3,320",32230,500310441,4658 rue de Mentana Montréal QC H2J 3B9,,,,
24895,4080,H2L 3M8,0,770,7760,500134641,1-4080 av du Parc-Lafontaine Montréal QC H2L 3M8,24895.0,1118394.0,142.0,avenue du Parc-La Fontaine  (MTL)
24895,4080,H2L 3M8,0,800,8060,500578680,2-4080 av du Parc-Lafontaine Montréal QC H2L 3M8,24895.0,1118394.0,142.0,avenue du Parc-La Fontaine  (MTL)
24895,4080,H2L 3M8,0,700,6800,500937864,3-4080 av du Parc-Lafontaine Montréal QC H2L 3M8,24895.0,1118394.0,142.0,avenue du Parc-La Fontaine  (MTL)
24895,4080,H2L 3M8,0,"1,080",11530,500571306,4-4080 av du Parc-Lafontaine Montréal QC H2L 3M8,24895.0,1118394.0,142.0,avenue du Parc-La Fontaine  (MTL)
24895,4080,H2L 3M8,0,640,5990,501306417,5-4080 av du Parc-Lafontaine Montréal QC H2L 3M8,24895.0,1118394.0,142.0,avenue du Parc-La Fontaine  (MTL)
24895,4080,H2L 3M8,0,920,9740,502502987,6-4080 av du Parc-Lafontaine Montréal QC H2L 3M8,24895.0,1118394.0,142.0,avenue du Parc-La Fontaine  (MTL)
24895,4080,H2L 3M8,0,620,5830,502307946,7-4080 av du Parc-Lafontaine Montréal QC H2L 3M8,24895.0,1118394.0,142.0,avenue du Parc-La Fontaine  (MTL)
24895,4080,H2L 3M8,0,660,6250,502736526,8-4080 av du Parc-Lafontaine Montréal QC H2L 3M8,24895.0,1118394.0,142.0,avenue du Parc-La Fontaine  (MTL)
24895,4080,H2L 3M8,0,340,2020,503231708,4080 av du Parc-Lafontaine Montréal QC H2L 3M8,24895.0,1118394.0,142.0,avenue du Parc-La Fontaine  (MTL)
20957,949,H2J 1P3,0,"1,600",15900,500311331,949 rue Gilford Montréal QC H2J 1P3,,,,
22176,4524,H2H 1Y3,0,"1,740",17820,500087847,4524 rue Chabot Montréal QC H2H 1Y3,,,,
257700,4282,H2J 3T6,0,"2,170",21470,501062167,4282 rue Fabre Montréal QC H2J 3T6,,,,
24579,4290,H2J 3H9,0,900,9300,500960001,1-4290 rue de la Roche Montréal QC H2J 3H9,,,,
24579,4290,H2J 3H9,0,790,7890,500960003,2-4290 rue de la Roche Montréal QC H2J 3H9,,,,
24579,4290,H2J 3H9,0,760,7580,500960006,3-4290 rue de la Roche Montréal QC H2J 3H9,,,,
24579,4290,H2J 3H9,0,820,8250,500960009,4-4290 rue de la Roche Montréal QC H2J 3H9,,,,
20238,4404,H2H 2B2,0,"1,960",19650,502710446,4404 av de Lorimier Montréal QC H2H 2B2,,,,
17555,4218,H2J 3C7,0,"1,460",14600,502417160,4218 rue Boyer Montréal QC H2J 3C7,,,,
85692,4678,H2J 3S7,0,"1,890",18930,501585174,4678 rue Garnier Montréal QC H2J 3S7,,,,
187184,4863,H2J 3L4,0,310,1610,502250783,4863 rue de Brébeuf Montréal QC H2J 3L4,,,,
187184,4863,H2J 3L4,0,380,2570,502250790,1-4863 rue de Brébeuf Montréal QC H2J 3L4,,,,
187184,4863,H2J 3L4,0,460,3630,502250798,2-4863 rue de Brébeuf Montréal QC H2J 3L4,,,,
187184,4863,H2J 3L4,0,270,1130,502250807,3-4863 rue de Brébeuf Montréal QC H2J 3L4,,,,
241145,4074,H2L 4H9,0,"1,560",15780,502402015,4074 rue Rivard Montréal QC H2L 4H9,,,,
184585,4601,H2J 3G7,0,640,6000,502111789,1-4601 av Christophe-Colomb Montréal QC H2J 3G7,,,,
184585,4601,H2J 3G7,0,"1,020",11140,502111822,2-4601 av Christophe-Colomb Montréal QC H2J 3G7,,,,
184585,4601,H2J 3G7,0,"1,060",11550,502111829,3-4601 av Christophe-Colomb Montréal QC H2J 3G7,,,,
184585,4601,H2J 3G7,0,520,4390,502111782,4-4601 av Christophe-Colomb Montréal QC H2J 3G7,,,,
184585,4601,H2J 3G7,0,730,7260,502111800,5-4601 av Christophe-Colomb Montréal QC H2J 3G7,,,,
184585,4601,H2J 3G7,0,450,3460,502111826,6-4601 av Christophe-Colomb Montréal QC H2J 3G7,,,,
184585,4601,H2J 3G7,0,"1,580",16610,502111775,4601 av Christophe-Colomb Montréal QC H2J 3G7,,,,
19271,4672,H2J 3L3,0,580,5300,500130641,4672 rue de Brébeuf Montréal QC H2J 3L3,,,,
259671,933,H2J 1P3,0,"1,770",17750,500311287,933 rue Gilford Montréal QC H2J 1P3,,,,
17711,4161,H2L 4J1,0,800,8140,502261181,4161 rue Rivard Montréal QC H2L 4J1,,,,
16844,4445,H2J 3C9,0,910,9050,501059367,4445 rue Boyer Montréal QC H2J 3C9,,,,
258526,4721,H2J 3S6,0,"2,470",24610,503294491,4721 rue Garnier Montréal QC H2J 3S6,,,,
277780,4392,H2J 3P2,0,"1,450",14630,500338020,4392 rue de Lanaudière Montréal QC H2J 3P2,,,,
24599,4571,H2J 3G7,0,970,10060,502111987,4571 av Christophe-Colomb Montréal QC H2J 3G7,,,,
15225,4398,H2J 3M4,0,"1,340",13420,502853292,4398 rue Chambord Montréal QC H2J 3M4,,,,
16794,4442,H2J 3K9,0,"1,740",16770,502256973,4442 rue de Brébeuf Montréal QC H2J 3K9,,,,
19621,926,H2J 1P2,0,"1,020",10680,500311198,926 rue Gilford Montréal QC H2J 1P2,,,,
20622,4239,H2J 3M3,0,"2,800",26990,500339283,4239 rue Chambord Montréal QC H2J 3M3,20622.0,1018057.0,146.0,rue Chambord  (MTL)
23624,2010,H2H 1M4,0,"1,050",11020,500341005,2010 rue Marie-Anne E Montréal QC H2H 1M4,,,,
22373,4642,H2J 3M7,0,"3,020",29150,502674690,4642 rue Chambord Montréal QC H2J 3M7,,,,
22406,4698,H2H 1Y3,0,"2,350",22820,500088820,4698 rue Chabot Montréal QC H2H 1Y3,,,,
17020,4602,H2H 2B5,0,"2,140",20780,500133625,4602 av de Lorimier Montréal QC H2H 2B5,,,,
23927,4297,H2J 3N8,0,"2,920",28840,502707235,4297 rue de Lanaudière Montréal QC H2J 3N8,23927.0,1119557.0,147.0,rue De Lanaudière  (MTL)
20749,4381,H2H 1Z6,0,"1,390",13810,500340260,4381 rue de Bordeaux Montréal QC H2H 1Z6,,,,
287041,4525,H2J 3J5,0,"1,270",12730,502354744,4525 rue de la Roche Montréal QC H2J 3J5,,,,
234753,4833,H2J 3C1,0,590,5400,500311346,4833 rue de Mentana Montréal QC H2J 3C1,,,,
82727,4090,H2L 4H3,0,"1,620",15900,500795108,4090 rue Berri Montréal QC H2L 4H3,,,,
17743,4259,H2J 2W6,0,"2,410",23450,503061001,4259 rue Saint-Hubert Montréal QC H2J 2W6,,,,
18079,4111,H2L 4J1,0,"1,570",16160,502261272,4111 rue Rivard Montréal QC H2L 4J1,,,,
20273,4618,H2H 1X1,0,"3,080",29830,500085785,4618 rue Cartier Montréal QC H2H 1X1,,,,
19784,4619,H2J 3L2,0,"2,280",21690,500131708,4619 rue de Brébeuf Montréal QC H2J 3L2,,,,
233160,4407,H2J 2N1,0,"1,580",17180,503070281,4407 rue Rivard Montréal QC H2J 2N1,,,,
22314,1673,H2J 2E2,0,"1,070",11150,503932788,1673 rue Marie-Anne E Montréal QC H2J 2E2,,,,
249991,4415,H2J 2R2,0,990,10020,503063195,4415 rue Berri Montréal QC H2J 2R2,,,,
24697,4668,H2J 3M7,0,"1,570",15780,502674777,4668 rue Chambord Montréal QC H2J 3M7,,,,
21004,4509,H2J 2T2,0,"2,540",24840,501406822,4509 rue Pontiac Montréal QC H2J 2T2,,,,
278158,424,H2J 2G7,0,960,8940,502258356,424 rue Rachel E Montréal QC H2J 2G7,,,,
9291,831,H2L 1B2,0,"1,780",17430,502040760,831 av Duluth E Montréal QC H2L 1B2,9291.0,1041632.0,142.0,avenue Duluth Est  (MTL)
22288,4541,H2H 1W9,0,"2,040",20030,500087579,4541 rue Cartier Montréal QC H2H 1W9,,,,
179119,4731,H2J 3J5,0,"1,890",18570,501296932,4731 rue de la Roche Montréal QC H2J 3J5,,,,
263440,4647,H2H 1W9,0,"2,350",23070,500086848,4647 rue Cartier Montréal QC H2H 1W9,,,,
16846,4401,H2J 2Z5,0,"1,450",15080,501290997,4401 rue Saint-André Montréal QC H2J 2Z5,,,,
22474,4326,H2J 3X1,0,"2,340",22670,502420223,4326 rue Marquette Montréal QC H2J 3X1,22474.0,1030053.0,147.0,rue Marquette  (MTL)
19626,4618,H2J 3P7,0,"1,520",14990,500471309,4618 rue de Lanaudière Montréal QC H2J 3P7,,,,
11922,4136,H2L 4H3,0,"2,310",22400,500795236,4136 rue Berri Montréal QC H2L 4H3,,,,
25470,4379,H2J 2R2,0,"1,170",11870,503063344,4379 rue Berri Montréal QC H2J 2R2,,,,
22604,4634,H2J 3Y4,0,"1,630",16390,501408792,4634 rue Marquette Montréal QC H2J 3Y4,,,,
19843,4687,H2J 2V4,0,660,6300,501408669,4687 rue Resther Montréal QC H2J 2V4,,,,
26974,4250,H2J 3G3,0,900,9290,501057288,4250 av Christophe-Colomb Montréal QC H2J 3G3,,,,
196015,4590,H2J 3Y4,0,"1,290",13580,503404504,4590 rue Marquette Montréal QC H2J 3Y4,,,,
18485,4575,H2J 2N2,0,"1,020",9970,503402025,4575 rue Rivard Montréal QC H2J 2N2,,,,
74873,4543,H2H 1Y2,0,"1,360",13770,501587255,4543 rue Chabot Montréal QC H2H 1Y2,,,,
2917,1569,H2J 1S3,0,820,8380,501045653,1569 rue Gilford Montréal QC H2J 1S3,,,,
270582,4708,H2H 1Y3,0,360,2310,500088837,4708 rue Chabot Montréal QC H2H 1Y3,,,,
29999,4416,H2J 3X6,0,"1,200",12040,500793441,4416 rue Marquette Montréal QC H2J 3X6,,,,
23503,4249,H2J 2W6,0,"1,660",17710,503061021,4249 rue Saint-Hubert Montréal QC H2J 2W6,,,,
154729,4176,H2L 3M8,0,750,7460,502588445,1-4176 av du Parc-Lafontaine Montréal QC H2L 3M8,,,,
154729,4176,H2L 3M8,0,"1,670",16700,502588450,2-4176 av du Parc-Lafontaine Montréal QC H2L 3M8,,,,
154729,4176,H2L 3M8,0,820,8410,502588457,3-4176 av du Parc-Lafontaine Montréal QC H2L 3M8,,,,
154729,4176,H2L 3M8,0,"1,340",13510,501322012,4-4176 av du Parc-Lafontaine Montréal QC H2L 3M8,,,,
239491,4623,H2H 1W9,0,"1,440",14380,500086919,4623 rue Cartier Montréal QC H2H 1W9,,,,
20127,4723,H2J 2X6,0,"1,460",14950,500130193,4723 rue Saint-Hubert Montréal QC H2J 2X6,,,,
13972,4446,H2J 3B3,0,"2,670",26330,501290600,4446 rue de Mentana Montréal QC H2J 3B3,,,,
24865,4747,H2J 2T4,0,"1,490",15130,501405745,4747 rue Pontiac Montréal QC H2J 2T4,,,,
183924,4707,H2H 1W9,0,780,7850,500086720,4707 rue Cartier Montréal QC H2H 1W9,,,,
216195,4536,H2J 2X3,0,"1,280",12590,503474937,4536 rue Saint-Hubert Montréal QC H2J 2X3,,,,
163768,4732,H2J 3B9,0,"2,320",23230,500311081,4732 rue de Mentana Montréal QC H2J 3B9,,,,
23360,4295,H2J 3G2,0,880,8830,502583507,4295 av Christophe-Colomb Montréal QC H2J 3G2,,,,
1926,1994,H2H 1G9,0,"2,290",23220,501441467,1994 rue Gilford Montréal QC H2H 1G9,,,,
133710,1365,H2J 1Y8,0,370,2460,501583460,1365 av du Mont-Royal E Montréal QC H2J 1Y8,,,,
187734,4478,H2J 3V3,0,"1,200",12040,502587302,4478 rue Fabre Montréal QC H2J 3V3,,,,
184487,4600,H2J 3Y4,0,"2,260",22320,503404539,4600 rue Marquette Montréal QC H2J 3Y4,,,,
22047,4542,H2H 1Y3,0,"2,350",23180,500087878,4542 rue Chabot Montréal QC H2H 1Y3,,,,
265593,1700,H2J 1M9,0,"1,040",11230,501710378,1700 boul Saint-Joseph E Montréal QC H2J 1M9,,,,
265593,1700,H2J 1M9,0,250,850,501710359,1-1700 boul Saint-Joseph E Montréal QC H2J 1M9,,,,
265593,1700,H2J 1M9,0,400,2870,501710363,2-1700 boul Saint-Joseph E Montréal QC H2J 1M9,,,,
265593,1700,H2J 1M9,0,360,2340,501710373,3-1700 boul Saint-Joseph E Montréal QC H2J 1M9,,,,
265593,1700,H2J 1M9,0,410,2900,501710383,4-1700 boul Saint-Joseph E Montréal QC H2J 1M9,,,,
265593,1700,H2J 1M9,0,370,2380,504587763,7-1700 boul Saint-Joseph E Montréal QC H2J 1M9,,,,
265593,1700,H2J 1M9,0,320,1730,501710425,8-1700 boul Saint-Joseph E Montréal QC H2J 1M9,,,,
265593,1700,H2J 1M9,0,250,830,501710420,9-1700 boul Saint-Joseph E Montréal QC H2J 1M9,,,,
16966,4311,H2J 3G2,0,"2,110",20610,502582949,4311 av Christophe-Colomb Montréal QC H2J 3G2,,,,
23716,4672,H2H 1X1,0,"6,250",57650,500085884,4672 rue Cartier Montréal QC H2H 1X1,,,,
