PycityLayers Index,Street_no,Postal_Code,Error_Code,Price,Consumption,City ID,Address,index,ID_UEV,tract,street_name
116405,1045,H2V 1Y4,0,370,2440,500102154,1-1045 av Saint-Viateur Outremont QC H2V 1Y4,,,,
116405,1045,H2V 1Y4,0,"1,610",16140,500102156,2-1045 av Saint-Viateur Outremont QC H2V 1Y4,,,,
116405,1045,H2V 1Y4,0,650,6200,500102159,3-1045 av Saint-Viateur Outremont QC H2V 1Y4,,,,
116405,1045,H2V 1Y4,0,"1,150",11960,500102162,4-1045 av Saint-Viateur Outremont QC H2V 1Y4,,,,
116405,1045,H2V 1Y4,0,"1,850",18690,500102163,5-1045 av Saint-Viateur Outremont QC H2V 1Y4,,,,
116405,1045,H2V 1Y4,0,990,10710,500102165,6-1045 av Saint-Viateur Outremont QC H2V 1Y4,,,,
116405,1045,H2V 1Y4,0,600,5440,500102167,7-1045 av Saint-Viateur Outremont QC H2V 1Y4,,,,
116405,1045,H2V 1Y4,0,"1,470",14970,500102169,8-1045 av Saint-Viateur Outremont QC H2V 1Y4,,,,
116405,1045,H2V 1Y4,0,"1,400",15000,500102172,9-1045 av Saint-Viateur Outremont QC H2V 1Y4,,,,
319343,268,H2V 3R4,0,"8,670",78630,500993791,268 av Bloomfield Outremont QC H2V 3R4,,,,
18152,2002,H3G 2J1,0,"1,120",11000,501247276,3-2002 rue MacKay Montréal QC H3G 2J1,,,,
312627,5142,H2V 3X8,0,"2,640",25650,500677915,5142 av Durocher Outremont QC H2V 3X8,,,,
126255,5663,H2V 3Y3,0,"1,110",12040,500102035,5663 av Durocher Outremont QC H2V 3Y3,,,,
261290,1280,H2V 1V9,0,520,4380,502818046,300-1280 av Bernard Outremont QC H2V 1V9,,,,
261290,1280,H2V 1V9,0,660,6280,502818040,301-1280 av Bernard Outremont QC H2V 1V9,,,,
261290,1280,H2V 1V9,0,850,8640,502818034,302-1280 av Bernard Outremont QC H2V 1V9,,,,
261290,1280,H2V 1V9,0,580,5230,502818047,303-1280 av Bernard Outremont QC H2V 1V9,,,,
261290,1280,H2V 1V9,0,730,7260,502818058,400-1280 av Bernard Outremont QC H2V 1V9,,,,
261290,1280,H2V 1V9,0,"1,320",13350,502817461,401-1280 av Bernard Outremont QC H2V 1V9,,,,
261290,1280,H2V 1V9,0,800,7990,502817472,402-1280 av Bernard Outremont QC H2V 1V9,,,,
261290,1280,H2V 1V9,0,650,6220,502818053,403-1280 av Bernard Outremont QC H2V 1V9,,,,
21127,4742,H2H 1V3,0,"1,020",10190,503476848,4742 av Papineau Montréal QC H2H 1V3,,,,
232197,3467,H3G 2J7,0,830,7700,502873448,3467 rue Simpson Montréal QC H3G 2J7,,,,
85500,1297,H2V 1Z2,0,"11,030",102060,500439812,1297 av Saint-Viateur Outremont QC H2V 1Z2,,,,
119135,37,H2V 1T1,0,"1,410",14800,500658280,37 av Kelvin Outremont QC H2V 1T1,,,,
288912,26,H2V 2E2,0,"1,110",12330,500994571,26 av Elmwood Outremont QC H2V 2E2,,,,
110633,335,H2V 3J5,0,"4,190",39800,500311867,335 av Wiseman Outremont QC H2V 3J5,,,,
237214,1384,H3G 1V3,0,"1,210",13520,501824412,1-1384 av Overdale Montréal QC H3G 1V3,,,,
100922,690,H2V 2W4,0,"1,320",14330,500658239,690 av Dunlop Outremont QC H2V 2W4,,,,
329721,56,H2V 3Z7,0,"2,000",32760,500279520,56 av Nelson Outremont QC H2V 3Z7,,,,
21322,4716,H2J 2X5,0,"1,360",13420,503475373,4716 rue Saint-Hubert Montréal QC H2J 2X5,,,,
281542,1844,H3H 1N4,0,"1,560",15650,500805700,1844 rue Tupper Montréal QC H3H 1N4,,,,
61033,4803,H2J 3E6,0,780,7880,500956800,4803 rue Boyer Montréal QC H2J 3E6,,,,
240405,223,H2V 3P3,0,"7,660",69860,502628004,223 av McDougall Outremont QC H2V 3P3,,,,
160665,239,H2V 2B2,0,"5,800",53530,502628079,239 ch de la Côte-Sainte-Catherine Outremont QC H2V 2B2,,,,
318268,487,H2V 3H1,0,"2,420",24470,502216510,487 av Stuart Outremont QC H2V 3H1,,,,
40801,624,H2V 2V8,0,"1,630",16560,500658364,624 av Saint-Germain Outremont QC H2V 2V8,,,,
332308,4132,H2L 4A8,0,"3,080",29450,502370897,4132 rue Saint-Hubert Montréal QC H2L 4A8,,,,
119988,269,H2V 3W1,0,950,9620,500816099,269 av Querbes Outremont QC H2V 3W1,,,,
21083,4555,H2J 2N2,0,"2,240",22160,503402085,4555 rue Rivard Montréal QC H2J 2N2,,,,
318691,287,H2V 3P3,0,"5,010",46560,502627398,287 av McDougall Outremont QC H2V 3P3,,,,
213831,5642,H2V 3Y2,0,"1,050",11500,502974468,5642 av Durocher Outremont QC H2V 3Y2,,,,
119431,98,H2V 2E7,0,"1,250",13900,500312542,98 place Elmwood Outremont QC H2V 2E7,,,,
6125,9,H3G 1C9,0,550,4790,502053420,9 rue Redpath Court Montréal QC H3G 1C9,,,,
2170,3470,H3G 2C7,0,"1,070",11630,501079784,3470 av du Musée Montréal QC H3G 2C7,,,,
120527,5695,H2V 3Y3,0,"2,300",35330,500102006,5695 av Durocher Outremont QC H2V 3Y3,,,,
240371,170,H2V 3R4,0,"6,700",61530,500993695,170 av Bloomfield Outremont QC H2V 3R4,,,,
7162,22,H3G 1E8,0,"4,270",40160,501080461,22 place Richelieu Montréal QC H3G 1E8,,,,
263637,3,H3G 1C9,0,840,8720,502053396,3 rue Redpath Court Montréal QC H3G 1C9,,,,
128222,5256,H2V 4B3,0,"1,680",16940,502311292,5256 rue Hutchison Outremont QC H2V 4B3,,,,
304372,359,H2V 3W1,0,"3,820",36350,500815497,359 av Querbes Outremont QC H2V 3W1,,,,
134827,152,H2V 3V9,0,"2,120",20890,502424900,152 av Querbes Outremont QC H2V 3V9,,,,
173691,460,H2V 3P5,0,"4,220",63030,500439911,460 av Champagneur Outremont QC H2V 3P5,,,,
325603,4366,H2H 1T5,0,"2,470",23520,502857039,4366 av Papineau Montréal QC H2H 1T5,,,,
284571,1,H3G 1E9,0,"3,390",31560,501080153,1 place Ontario Montréal QC H3G 1E9,,,,
328533,247,H2V 3W1,0,"4,630",43560,500816129,247 av Querbes Outremont QC H2V 3W1,,,,
1110,3534,H3G 2J8,0,380,2540,500704951,3534 av McGregor Montréal QC H3G 2J8,,,,
116548,1044,H2V 1Y3,0,"1,480",14520,500103280,0001-1044 av Saint-Viateur Outremont QC H2V 1Y3,,,,
116548,1044,H2V 1Y3,0,"2,270",22100,500103285,0002-1044 av Saint-Viateur Outremont QC H2V 1Y3,,,,
116548,1044,H2V 1Y3,0,820,8440,500103288,0003-1044 av Saint-Viateur Outremont QC H2V 1Y3,,,,
116548,1044,H2V 1Y3,0,"1,920",19270,500103296,0004-1044 av Saint-Viateur Outremont QC H2V 1Y3,,,,
116548,1044,H2V 1Y3,0,"1,480",15450,500103301,0005-1044 av Saint-Viateur Outremont QC H2V 1Y3,,,,
116548,1044,H2V 1Y3,0,"1,490",15670,500103304,0006-1044 av Saint-Viateur Outremont QC H2V 1Y3,,,,
116548,1044,H2V 1Y3,0,"1,250",12820,500103309,0007-1044 av Saint-Viateur Outremont QC H2V 1Y3,,,,
116548,1044,H2V 1Y3,0,"1,380",13660,504630330,0008-1044 av Saint-Viateur Outremont QC H2V 1Y3,,,,
116548,1044,H2V 1Y3,0,"1,410",13990,500103273,1044 av Saint-Viateur Outremont QC H2V 1Y3,,,,
325023,545,H2V 3P4,0,"1,810",18700,500440641,545 av Champagneur Outremont QC H2V 3P4,,,,
636,1927,H3H 1M3,0,880,8800,500349840,1927 rue Sainte-Catherine O Montréal QC H3H 1M3,,,,
53604,1205,H3H 2A4,0,"3,280",31840,502896891,1205 av Seymour Montréal QC H3H 2A4,,,,
298423,2166,H3H 1L3,0,440,3430,501444410,2166 boul de Maisonneuve O Montréal QC H3H 1L3,,,,
123938,333,H2V 3J5,0,"1,190",11580,500311870,333 av Wiseman Outremont QC H2V 3J5,,,,
217913,3524,H3G 2C7,0,980,10400,501079864,3524 av du Musée Montréal QC H3G 2C7,,,,
5409,3483,H3A 1S2,0,"2,850",28170,503321087,3483 rue Stanley Montréal QC H3A 1S2,,,,
239684,2286,H3H 1S2,0,"2,050",20320,503080518,2286 rue du Souvenir Montréal QC H3H 1S2,,,,
310771,426,H2V 3P5,0,"3,530",46860,500439877,426 av Champagneur Outremont QC H2V 3P5,,,,
24897,3554,H3G 2C7,0,810,8270,501079897,3554 av du Musée Montréal QC H3G 2C7,,,,
124496,491,H2V 3W4,0,"1,240",13440,502974152,491 av Querbes Outremont QC H2V 3W4,,,,
268688,637,H2V 2W3,0,"5,280",92940,500658228,637 av Dunlop Outremont QC H2V 2W3,,,,
319501,163,H2V 3V8,0,"4,830",45370,500678695,163 av Querbes Outremont QC H2V 3V8,,,,
223373,5388,H2V 4B3,0,820,8030,502312222,5388 rue Hutchison Outremont QC H2V 4B3,,,,
272973,1267,H3H 2E8,0,330,1890,502050636,1267 rue Saint-Marc Montréal QC H3H 2E8,,,,
144374,5280,H2V 3Y1,0,"5,260",48580,500816237,5280 av Durocher Outremont QC H2V 3Y1,,,,
250147,1832,H3H 1N4,0,"1,450",14460,500805661,1832 rue Tupper Montréal QC H3H 1N4,,,,
288078,1320,H2V 1W2,0,380,2590,502816001,1-1320 av Bernard Outremont QC H2V 1W2,,,,
288078,1320,H2V 1W2,0,510,4270,502816003,2-1320 av Bernard Outremont QC H2V 1W2,,,,
288078,1320,H2V 1W2,0,710,6990,502816005,3-1320 av Bernard Outremont QC H2V 1W2,,,,
288078,1320,H2V 1W2,0,420,3080,502816007,4-1320 av Bernard Outremont QC H2V 1W2,,,,
288078,1320,H2V 1W2,0,410,2990,502816008,5-1320 av Bernard Outremont QC H2V 1W2,,,,
288078,1320,H2V 1W2,0,410,3000,502816013,6-1320 av Bernard Outremont QC H2V 1W2,,,,
288078,1320,H2V 1W2,0,340,2050,502816019,7-1320 av Bernard Outremont QC H2V 1W2,,,,
288078,1320,H2V 1W2,0,250,850,502816020,8-1320 av Bernard Outremont QC H2V 1W2,,,,
288078,1320,H2V 1W2,0,490,3940,502816024,9-1320 av Bernard Outremont QC H2V 1W2,,,,
120434,5515,H2V 3X9,0,"3,170",30240,500816437,5515 av Durocher Outremont QC H2V 3X9,,,,
163235,67,H2V 3Z8,0,"1,000",10830,502070640,67 av Nelson Outremont QC H2V 3Z8,,,,
126492,280,H2V 3P2,0,"2,240",22560,502627302,280 av McDougall Outremont QC H2V 3P2,,,,
268327,550,H2V 3A8,0,"2,080",21430,500659410,550 av Davaar Outremont QC H2V 3A8,,,,
3267,2104,H3H 1P2,0,"4,500",41920,501309805,2104 rue Tupper Montréal QC H3H 1P2,,,,
186520,1441,H3H 2A6,0,930,9880,502494436,1-1441 rue Chomedey Montréal QC H3H 2A6,,,,
186520,1441,H3H 2A6,0,660,6260,502494463,2-1441 rue Chomedey Montréal QC H3H 2A6,,,,
186520,1441,H3H 2A6,0,410,2980,502494421,3-1441 rue Chomedey Montréal QC H3H 2A6,,,,
186520,1441,H3H 2A6,0,850,8660,502494453,4-1441 rue Chomedey Montréal QC H3H 2A6,,,,
186520,1441,H3H 2A6,0,840,8700,502494414,5-1441 rue Chomedey Montréal QC H3H 2A6,,,,
186520,1441,H3H 2A6,0,840,8630,502494470,6-1441 rue Chomedey Montréal QC H3H 2A6,,,,
186520,1441,H3H 2A6,0,860,8420,503690824,7-1441 rue Chomedey Montréal QC H3H 2A6,,,,
186520,1441,H3H 2A6,0,580,5230,503690826,8-1441 rue Chomedey Montréal QC H3H 2A6,,,,
186520,1441,H3H 2A6,0,"3,600",34490,502494412,1441 rue Chomedey Montréal QC H3H 2A6,,,,
242891,1,H3H 1B8,0,"2,910",28740,502873272,1 tsse Summerhill Montréal QC H3H 1B8,,,,
1742,1374,H3G 1B7,0,960,10250,501079949,1374 av du Docteur-Penfield Montréal QC H3G 1B7,,,,
87659,284,H2V 3W2,0,850,8780,502425729,284 av Querbes Outremont QC H2V 3W2,,,,
210616,535,H2V 3K1,0,"4,070",38770,500311729,535 av Wiseman Outremont QC H2V 3K1,,,,
113970,139,H2V 3T1,0,680,6620,502421874,139 av de l&#039;Épée Outremont QC H2V 3T1,,,,
317918,4602,H2J 3J6,0,"1,480",14770,500844388,4602 rue de la Roche Montréal QC H2J 3J6,,,,
122251,1570,H2V 1X1,0,"3,340",57010,502212549,1570 av Bernard Outremont QC H2V 1X1,,,,
2986,1829,H3H 1H5,0,420,3120,500722169,2-1829 av Lincoln Montréal QC H3H 1H5,,,,
2986,1829,H3H 1H5,0,340,2030,500722174,3-1829 av Lincoln Montréal QC H3H 1H5,,,,
2986,1829,H3H 1H5,0,470,3730,500722179,4-1829 av Lincoln Montréal QC H3H 1H5,,,,
219603,5314,H2V 3Y1,0,"4,060",38640,500816273,5314 av Durocher Outremont QC H2V 3Y1,,,,
3783,1223,H3G 2H5,0,530,4600,502616963,301-1223 rue MacKay Montréal QC H3G 2H5,,,,
3783,1223,H3G 2H5,0,720,7060,501691785,302-1223 rue MacKay Montréal QC H3G 2H5,,,,
3783,1223,H3G 2H5,0,620,5750,501429432,303-1223 rue MacKay Montréal QC H3G 2H5,,,,
3783,1223,H3G 2H5,0,730,7300,504241883,304-1223 rue MacKay Montréal QC H3G 2H5,,,,
3783,1223,H3G 2H5,0,670,6480,504241884,401-1223 rue MacKay Montréal QC H3G 2H5,,,,
3783,1223,H3G 2H5,0,650,6140,504241885,402-1223 rue MacKay Montréal QC H3G 2H5,,,,
3783,1223,H3G 2H5,0,810,8220,504241886,403-1223 rue MacKay Montréal QC H3G 2H5,,,,
3783,1223,H3G 2H5,0,930,9690,504241887,404-1223 rue MacKay Montréal QC H3G 2H5,,,,
3783,1223,H3G 2H5,0,890,9330,504241888,501-1223 rue MacKay Montréal QC H3G 2H5,,,,
126250,5324,H2V 3Y1,0,"3,000",44830,500816281,5324 av Durocher Outremont QC H2V 3Y1,,,,
113508,557,H2V 3M4,0,710,7020,502818108,557 av Outremont Outremont QC H2V 3M4,,,,
283596,480,H2V 3P5,0,"1,760",18700,500439927,480 av Champagneur Outremont QC H2V 3P5,,,,
147888,525,H2V 3H1,0,"4,070",38070,502215946,525 av Stuart Outremont QC H2V 3H1,,,,
259196,1212,H3H 2H7,0,"1,940",19350,500805525,A-1212 rue Saint-Mathieu Montréal QC H3H 2H7,,,,
122400,5584,H2V 4B6,0,"2,730",27160,500102235,5584 rue Hutchison Outremont QC H2V 4B6,,,,
328620,387,H2V 3J7,0,"3,180",30210,500311823,387 av Wiseman Outremont QC H2V 3J7,,,,
8206,4432,H2J 2R1,0,"2,950",28290,503070068,4432 rue Berri Montréal QC H2J 2R1,,,,
105512,509,H2V 3M4,0,"1,540",16300,502818169,509 av Outremont Outremont QC H2V 3M4,,,,
84881,541,H2V 2Z4,0,"3,670",35340,500659363,541 av Rockland Outremont QC H2V 2Z4,,,,
245989,6,H2V 1S9,0,"4,800",45060,500659221,6 av Kelvin Outremont QC H2V 1S9,,,,
267092,282,H2V 3M1,0,"12,280",109920,500312513,282 av Outremont Outremont QC H2V 3M1,,,,
253673,303,H2V 3W1,0,"3,870",36580,500816048,303 av Querbes Outremont QC H2V 3W1,,,,
206452,277,H2V 3P3,0,"3,140",30760,502627425,277 av McDougall Outremont QC H2V 3P3,,,,
321522,1487,H2J 1S1,0,"1,440",14510,501046874,1487 rue Gilford Montréal QC H2J 1S1,,,,
21512,4235,H2J 3W8,0,"1,680",17010,502421137,1-4235 rue Marquette Montréal QC H2J 3W8,21512.0,1030537.0,147.0,rue Marquette  (MTL)
21512,4235,H2J 3W8,0,"1,250",12600,502421131,2-4235 rue Marquette Montréal QC H2J 3W8,21512.0,1030537.0,147.0,rue Marquette  (MTL)
21512,4235,H2J 3W8,0,"1,370",14080,502421120,3-4235 rue Marquette Montréal QC H2J 3W8,21512.0,1030537.0,147.0,rue Marquette  (MTL)
19887,4254,H2J 3R5,0,900,9120,502367954,4254 rue Garnier Montréal QC H2J 3R5,19887.0,1029084.0,147.0,rue Garnier  (MTL)
85086,5390,H2V 3Y1,0,"3,620",34510,500816339,5390 av Durocher Outremont QC H2V 3Y1,,,,
325022,505,H2V 3P4,0,"5,910",54070,500440679,505 av Champagneur Outremont QC H2V 3P4,,,,
240830,1463,H3G 1V5,0,"5,190",48230,500169467,1463 av Argyle Montréal QC H3G 1V5,,,,
268157,50,H2V 3Z7,0,"2,030",20780,502070876,50 av Nelson Outremont QC H2V 3Z7,,,,
141337,1076,H2V 1Y5,0,"2,400",23790,500103351,1076 av Saint-Viateur Outremont QC H2V 1Y5,,,,
271898,5795,H2V 3Y3,0,"2,310",22590,502973418,5795 av Durocher Outremont QC H2V 3Y3,,,,
326125,4665,H2J 3B7,0,980,10020,500311461,4665 rue de Mentana Montréal QC H2J 3B7,,,,
111219,370,H2V 3J6,0,"1,490",15400,500310996,370 av Wiseman Outremont QC H2V 3J6,,,,
243765,184,H2V 3V9,0,880,8980,502425517,184 av Querbes Outremont QC H2V 3V9,,,,
275613,227,H2V 3L9,0,"3,900",37310,502627144,227 av Outremont Outremont QC H2V 3L9,,,,
106545,554,H2V 3A8,0,"1,100",12120,500659401,554 av Davaar Outremont QC H2V 3A8,,,,
100106,518,H2V 3R8,0,"2,570",24910,500440971,518 av Bloomfield Outremont QC H2V 3R8,,,,
163897,580,H2V 3P5,0,"2,190",22290,500440562,580 av Champagneur Outremont QC H2V 3P5,,,,
88497,413,H2V 2P3,0,"1,970",29890,502069866,413 boul Saint-Joseph O Outremont QC H2V 2P3,,,,
120788,709,H3T 1A1,0,"7,010",64220,501246877,709 ch de la Côte-Sainte-Catherine Outremont QC H3T 1A1,,,,
21081,4653,H2J 2R6,0,"1,680",16920,503402849,4653 rue Berri Montréal QC H2J 2R6,,,,
2296,33,H3G 1E2,0,"1,090",12080,502053562,33 place Redpath Montréal QC H3G 1E2,,,,
229732,5372,H2V 3Y1,0,"4,090",38210,500816325,5372 av Durocher Outremont QC H2V 3Y1,,,,
251902,5264,H2V 4B3,0,"1,920",20080,502311326,5264 rue Hutchison Outremont QC H2V 4B3,,,,
290647,525,H2V 3K1,0,"4,540",42620,500311739,525 av Wiseman Outremont QC H2V 3K1,,,,
205728,5630,H2V 4B6,0,"4,060",38490,500102332,5630 rue Hutchison Outremont QC H2V 4B6,,,,
134323,342,H2V 3M2,0,"3,850",58400,500312574,342 av Outremont Outremont QC H2V 3M2,,,,
259933,19,H3S 2P1,0,"2,100",20860,502848116,19 av Robert Outremont QC H3S 2P1,,,,
106234,5299,H2V 3X9,0,"1,870",30610,500817155,5299 av Durocher Outremont QC H2V 3X9,,,,
121812,9,H2V 1X4,0,960,10230,500659066,9 place Cambrai Outremont QC H2V 1X4,,,,
120161,475,H2V 3P4,0,740,7350,500440711,475 av Champagneur Outremont QC H2V 3P4,,,,
297803,3420,H3G 1Y1,0,"12,730",119570,503085843,3420 rue Drummond Montréal QC H3G 1Y1,,,,
122380,255,H2V 3T3,0,"1,480",15160,500994891,255 av de l&#039;Épée Outremont QC H2V 3T3,,,,
88630,230,H2V 3M1,0,"5,270",49140,500311941,230 av Outremont Outremont QC H2V 3M1,,,,
11254,6,H3G 1E7,0,"2,890",26720,501080240,6 place Richelieu Montréal QC H3G 1E7,,,,
40012,357,H2V 3T5,0,"3,440",32950,500994677,357 av de l&#039;Épée Outremont QC H2V 3T5,,,,
208385,1825,H3H 1N3,0,"2,420",24210,500805754,1825 rue Tupper Montréal QC H3H 1N3,,,,
248826,261,H2V 2B2,0,"1,490",16430,502628054,261 ch de la Côte-Sainte-Catherine Outremont QC H2V 2B2,,,,
294954,4393,H2J 3V2,0,630,5940,500961324,4393 rue Fabre Montréal QC H2J 3V2,,,,
260783,497,H2V 3P4,0,"1,460",15790,500440687,497 av Champagneur Outremont QC H2V 3P4,,,,
308345,395,H2V 2B6,0,"1,160",12750,500310963,395 ch de la Côte-Sainte-Catherine Outremont QC H2V 2B6,,,,
308345,395,H2V 2B6,0,"2,290",39080,503989805,395 ch de la Côte-Sainte-Catherine Outremont QC H2V 2B6,,,,
319877,5394,H2V 4B3,0,"3,080",29680,502312241,5394 rue Hutchison Outremont QC H2V 4B3,,,,
105796,147,H2V 3V8,0,"1,250",12410,500678727,147 av Querbes Outremont QC H2V 3V8,,,,
4985,1177,H3H 2A4,0,"4,590",41930,501308984,1177 av Seymour Montréal QC H3H 2A4,,,,
330740,300,H2V 3W3,0,"4,670",44000,502425740,300 av Querbes Outremont QC H2V 3W3,,,,
111689,140,H2V 3R4,0,"2,160",22220,500993671,140 av Bloomfield Outremont QC H2V 3R4,,,,
269542,1241,H3H 2E6,0,810,8080,502051103,1-1241 rue Saint-Marc Montréal QC H3H 2E6,,,,
269542,1241,H3H 2E6,0,640,6100,502051107,2-1241 rue Saint-Marc Montréal QC H3H 2E6,,,,
269542,1241,H3H 2E6,0,760,7610,502051113,3-1241 rue Saint-Marc Montréal QC H3H 2E6,,,,
269542,1241,H3H 2E6,0,640,6070,502051119,4-1241 rue Saint-Marc Montréal QC H3H 2E6,,,,
269542,1241,H3H 2E6,0,720,7010,502052110,5-1241 rue Saint-Marc Montréal QC H3H 2E6,,,,
269542,1241,H3H 2E6,0,500,4130,502051121,6-1241 rue Saint-Marc Montréal QC H3H 2E6,,,,
269542,1241,H3H 2E6,0,640,6010,502051135,7-1241 rue Saint-Marc Montréal QC H3H 2E6,,,,
269542,1241,H3H 2E6,0,500,4170,502051141,8-1241 rue Saint-Marc Montréal QC H3H 2E6,,,,
269542,1241,H3H 2E6,0,910,9250,502051152,9-1241 rue Saint-Marc Montréal QC H3H 2E6,,,,
316092,607,H2V 2V7,0,"1,500",16070,500658467,607 av Saint-Germain Outremont QC H2V 2V7,,,,
21106,4557,H2J 2V2,0,880,8660,503474612,4557 rue Resther Montréal QC H2J 2V2,,,,
217079,34,H3G 1E3,0,960,10380,502053447,34 place Redpath Montréal QC H3G 1E3,,,,
288272,4515,H2J 3E5,0,"1,980",19650,500709656,4515 rue Boyer Montréal QC H2J 3E5,,,,
327679,4,H2V 2C9,0,760,7700,500994769,4 av Elmwood Outremont QC H2V 2C9,,,,
257687,575,H2V 2C2,0,"3,800",35260,500659253,575 ch de la Côte-Sainte-Catherine Outremont QC H2V 2C2,,,,
257687,575,H2V 2C2,0,360,2260,503973381,575 ch de la Côte-Sainte-Catherine Outremont QC H2V 2C2,,,,
268401,5128,H2V 4A9,0,"1,740",17230,500677696,5128 rue Hutchison Outremont QC H2V 4A9,,,,
324336,5576,H2V 3Y2,0,"6,740",61870,502974399,5576 av Durocher Outremont QC H2V 3Y2,,,,
75602,425,H2V 2P3,0,"1,660",17360,502072384,425 boul Saint-Joseph O Outremont QC H2V 2P3,,,,
310702,427,H2V 3H1,0,"1,320",14250,500310863,427 av Stuart Outremont QC H2V 3H1,,,,
224048,328,H2V 3M2,0,"2,920",28790,500312568,328 av Outremont Outremont QC H2V 3M2,,,,
318275,1072,H2V 1Y5,0,"3,130",30600,500103346,1072 av Saint-Viateur Outremont QC H2V 1Y5,,,,
187017,5364,H2V 4B3,0,"1,210",11990,502312085,5364 rue Hutchison Outremont QC H2V 4B3,,,,
125430,351,H2V 3T5,0,"1,950",19220,500994680,351 av de l&#039;Épée Outremont QC H2V 3T5,,,,
68320,340,H2V 3T6,0,"3,590",34470,500994632,340 av de l&#039;Épée Outremont QC H2V 3T6,,,,
201449,5175,H2V 3X7,0,"2,000",19830,500676848,5175 av Durocher Outremont QC H2V 3X7,,,,
266000,264,H2V 3W2,0,"1,700",17950,502425685,264 av Querbes Outremont QC H2V 3W2,,,,
25262,1189,H3H 2A4,0,"4,580",43010,502896924,1189 av Seymour Montréal QC H3H 2A4,,,,
202844,261,H2V 3T3,0,"6,250",57700,500994875,261 av de l&#039;Épée Outremont QC H2V 3T3,,,,
121433,5136,H2V 3X8,0,"2,130",21210,500677907,5136 av Durocher Outremont QC H2V 3X8,,,,
300568,335,H2V 3T5,0,"5,670",52630,500994703,335 av de l&#039;Épée Outremont QC H2V 3T5,,,,
315024,32,H2V 2E2,0,"2,150",22180,500993881,32 av Elmwood Outremont QC H2V 2E2,,,,
113711,483,H2V 2N3,0,"2,400",23200,502072116,483 av Édouard-Charles Outremont QC H2V 2N3,,,,
104520,278,H2V 3W2,0,700,6830,502425715,278 av Querbes Outremont QC H2V 3W2,,,,
310030,1849,H3H 1H5,0,880,9110,501802513,1A-1849 av Lincoln Montréal QC H3H 1H5,,,,
310030,1849,H3H 1H5,0,"1,000",10370,501802506,1B-1849 av Lincoln Montréal QC H3H 1H5,,,,
310030,1849,H3H 1H5,0,630,5960,504546294,1C-1849 av Lincoln Montréal QC H3H 1H5,,,,
310030,1849,H3H 1H5,0,790,8080,504546293,1D-1849 av Lincoln Montréal QC H3H 1H5,,,,
310030,1849,H3H 1H5,0,950,9810,501801979,2A-1849 av Lincoln Montréal QC H3H 1H5,,,,
310030,1849,H3H 1H5,0,990,10390,504546297,2B-1849 av Lincoln Montréal QC H3H 1H5,,,,
310030,1849,H3H 1H5,0,"1,010",10510,501801972,2C-1849 av Lincoln Montréal QC H3H 1H5,,,,
310030,1849,H3H 1H5,0,990,10310,501801999,2D-1849 av Lincoln Montréal QC H3H 1H5,,,,
310030,1849,H3H 1H5,0,"1,280",14190,504546295,3A-1849 av Lincoln Montréal QC H3H 1H5,,,,
127148,5348,H2V 4B3,0,680,6620,502312043,5348 rue Hutchison Outremont QC H2V 4B3,,,,
328837,455,H2V 3M4,0,"2,250",20790,500439731,455 av Outremont Outremont QC H2V 3M4,,,,
81806,408,H2V 3J8,0,"8,300",75380,500311540,408 av Wiseman Outremont QC H2V 3J8,,,,
304313,52,H2V 3Z7,0,"1,980",20570,502070884,52 av Nelson Outremont QC H2V 3Z7,,,,
207413,4585,H2J 3M8,0,900,9050,502676675,4585 rue Chambord Montréal QC H2J 3M8,,,,
295220,4531,H2J 3E5,0,"1,710",16860,500709618,4531 rue Boyer Montréal QC H2J 3E5,,,,
101061,1105,H2V 2L3,0,"2,310",22520,502422678,1105 av Laurier O Outremont QC H2V 2L3,,,,
1020,3466,H3G 2A6,0,"4,320",40100,502438221,3466 rue de la Montagne Montréal QC H3G 2A6,,,,
120770,280,H2V 3W2,0,"2,490",34360,502425721,280 av Querbes Outremont QC H2V 3W2,,,,
127418,237,H2V 3W1,0,"3,450",33300,500816143,237 av Querbes Outremont QC H2V 3W1,,,,
321243,575,H2V 3K2,0,"2,310",23490,500311694,575 av Wiseman Outremont QC H2V 3K2,,,,
11716,1060,H2V 2G8,0,380,2520,500678524,1-1060 av Fairmount O Outremont QC H2V 2G8,,,,
11716,1060,H2V 2G8,0,"1,070",11340,500678527,2-1060 av Fairmount O Outremont QC H2V 2G8,,,,
11716,1060,H2V 2G8,0,350,2130,500678557,3-1060 av Fairmount O Outremont QC H2V 2G8,,,,
11716,1060,H2V 2G8,0,270,1050,500678561,4-1060 av Fairmount O Outremont QC H2V 2G8,,,,
11716,1060,H2V 2G8,0,340,1980,500678565,5-1060 av Fairmount O Outremont QC H2V 2G8,,,,
11716,1060,H2V 2G8,0,400,2830,500678570,6-1060 av Fairmount O Outremont QC H2V 2G8,,,,
11716,1060,H2V 2G8,0,510,4340,500678521,A-1060 av Fairmount O Outremont QC H2V 2G8,,,,
11716,1060,H2V 2G8,0,460,3640,500678517,1060 av Fairmount O Montréal QC H2V 2G8,,,,
106847,143,H2V 3V8,0,810,8110,500678731,143 av Querbes Outremont QC H2V 3V8,,,,
151167,179,H2V 3V8,0,"1,100",11820,500678661,179 av Querbes Outremont QC H2V 3V8,,,,
118741,433,H2V 3P4,0,"2,310",23550,500440738,433 av Champagneur Outremont QC H2V 3P4,,,,
