Index,ID_UEV,Tract
65,01042315,0136.00
124,01043083,0136.00
204,01042333,0136.00
298,05010692,0136.00
328,01041617,0136.00
466,01042313,0136.00
488,01041966,0136.00
549,01042414,0136.00
550,01042278,0136.00
569,01014806,0136.00
808,01043122,0136.00
825,01121739,0136.00
841,01043122,0136.00
845,01042335,0136.00
867,01042405,0136.00
898,01041969,0136.00
976,01042272,0136.00
1047,01043178,0136.00
1071,01014530,0136.00
1086,01042565,0136.00
1134,01042429,0136.00
1228,01014773,0136.00
1316,01042319,0136.00
1371,01042087,0136.00
1492,01042308,0136.00
1525,01014042,0136.00
1589,01042275,0136.00
1685,01042097,0136.00
1686,01014038,0136.00
1736,01042310,0136.00
1743,01014808,0136.00
1754,01042419,0136.00
1939,01014779,0136.00
1960,01042427,0136.00
79,01002444,0163.00
355,01128670,0163.00
356,01001251,0163.00
405,01001349,0163.00
618,01001419,0163.00
685,01001355,0163.00
734,05238000,0163.00
781,01001169,0163.00
960,01001449,0163.00
1085,01001487,0163.00
1318,01002379,0163.00
1392,05285828,0163.00
1450,01001338,0163.00
1473,01002336,0163.00
1539,01002312,0163.00
1714,01001124,0163.00
1842,01001132,0163.00
1941,01001104,0163.00
1974,01001457,0163.00
118,01022412,0036.00
127,01026192,0036.00
312,01022880,0036.00
342,01022894,0036.00
381,01022742,0036.00
448,01022749,0036.00
480,05198506,0036.00
601,01022854,0036.00
709,01022521,0036.00
1076,05031980,0036.00
1114,05134073,0036.00
1120,01022513,0036.00
1150,01119634,0036.00
1253,05281766,0036.00
1354,01026199,0036.00
1437,01025874,0036.00
1467,01022392,0036.00
1522,01022802,0036.00
1588,01022511,0036.00
1964,05006958,0036.00
45,01040544,0044.00
49,01098845,0044.00
180,01040071,0044.00
254,01040543,0044.00
267,01040205,0044.00
350,01040500,0044.00
390,01040434,0044.00
412,01040267,0044.00
621,05264556,0044.00
646,01040366,0044.00
796,05292266,0044.00
797,01040159,0044.00
979,01040093,0044.00
1233,01040630,0044.00
1312,01095134,0044.00
1403,01040162,0044.00
1646,01117770,0044.00
1935,01040384,0044.00
171,05214874,0050.00
20,01002923,0051.00
104,01003044,0051.00
1,01110718,0052.00
7,01039914,0052.00
122,01003504,0052.00
152,01040008,0052.00
462,05064176,0059.00
478,01021363,0059.00
112,01059094,0061.00
2,01035183,0048.00
107,01035155,0048.00
114,01125458,0048.00
304,01035230,0048.00
446,01035243,0048.00
460,01035237,0048.00
131,01111803,0143.00
195,01027644,0143.00
196,01093128,0143.00
198,01119847,0143.00
169,05020864,0144.00
184,01027154,0144.00
190,05086920,0144.00
199,01027339,0144.00
202,05125394,0144.00
400,01118559,0144.00
429,01027666,0144.00
476,01113089,0144.00
22,01035301,0149.00
69,05196746,0149.00
236,05154971,0149.00
272,01131631,0149.00
331,01035333,0149.00
467,01035112,0149.00
474,01034726,0149.00
496,01035144,0149.00
55,01022905,0150.00
62,01022558,0150.00
237,01022774,0150.00
46,05073185,0151.00
132,01032180,0151.00
210,01032714,0151.00
466,01032187,0151.00
90,01033551,0152.00
425,01033571,0152.00
440,01033412,0152.00
28,01042476,0133.00
268,01042175,0133.00
269,01042020,0133.00
313,01041938,0133.00
342,01042246,0133.00
357,05213343,0133.00
156,05187654,0134.00
163,05032745,0134.00
234,01042656,0134.00
292,05104148,0134.00
458,01021316,0134.00
385,01096678,0148.00
226,01033427,0154.00
290,01033202,0154.00
296,01033423,0154.00
445,01033719,0154.00
123,05091392,0128.00
151,01003653,0128.00
166,01039377,0128.00
307,01039476,0128.00
369,01039155,0128.00
43,01102288,0131.00
148,01059129,0132.00
222,01059192,0132.00
275,01059109,0132.00
434,05020955,0132.00
490,01000935,0132.00
102,01041810,0137.00
206,01043157,0137.00
0,01028378,0138.00
44,01118797,0138.00
185,01028321,0138.00
312,01041753,0138.00
442,01028300,0138.00
35,05090240,0139.00
103,01014225,0139.00
297,01014649,0139.00
408,01125835,0139.00
146,01017242,0140.00
160,01129109,0140.00
244,01016824,0140.00
323,05164156,0140.00
76,01016968,0141.00
284,01015895,0141.00
311,01018280,0141.00
356,01017203,0141.00
402,01015780,0141.00
435,01017221,0141.00
82,01016997,0142.00
194,01017197,0142.00
273,05023383,0142.00
302,01041606,0142.00
399,05089546,0142.00
178,01018152,0146.00
263,01017967,0146.00
283,01017832,0146.00
361,05005979,0146.00
386,01017515,0146.00
472,01124547,0146.00
89,01029074,0147.00
144,01030588,0147.00
248,01029132,0147.00
246,01032389,0155.00
407,01114545,0155.00
452,01032590,0155.00
26,01034313,0156.00
266,01030764,0156.00
338,05077377,0156.00
346,01031353,0156.00
372,01120874,0156.00
81,01029922,0157.00
205,01030421,0157.00
239,05143145,0157.00
257,01034551,0157.00
133,01026653,0158.00
145,01026604,0158.00
174,01027034,0158.00
220,05229294,0158.00
330,01027008,0158.00
484,01026790,0158.00
337,05165909,0159.00
448,01026375,0159.00
479,01025750,0159.00
482,01027637,0159.00
182,01024996,0160.00
192,01025321,0160.00
204,01025372,0160.00
295,01025252,0160.00
350,01025457,0160.00
52,01001643,0161.00
54,05236898,0161.00
100,01001581,0161.00
142,01002124,0161.00
326,01117379,0161.00
340,01118572,0161.00
391,01001554,0161.00
426,01001578,0161.00
491,01002045,0161.00
6,01001987,0162.00
279,01001748,0162.00
45,01030968,0170.00
66,01030614,0170.00
117,01030606,0170.00
265,01001388,0170.00
486,01030963,0170.00
21,01001771,0171.00
94,05190037,0171.00
106,05131035,0171.00
211,01031751,0171.00
419,01031352,0171.00
471,01031712,0171.00
172,01024611,0172.00
415,05263534,0172.00
33,01025859,0173.00
119,01026498,0173.00
164,05129992,0173.00
135,01102188,0174.00
397,01027199,0174.00
403,01026905,0174.00
18,01034757,0176.00
99,05006564,0176.00
118,01029794,0176.00
136,01030714,0176.00
138,01030678,0176.00
141,01029854,0176.00
286,01035003,0176.00
417,01029824,0176.00
453,01030200,0176.00
238,01031072,0177.00
406,01031445,0177.00
487,05084021,0177.00
253,01031685,0178.00
427,01031469,0178.00
170,01042970,0135.00
251,01042795,0135.00
294,01015047,0135.00
321,05104094,0135.00
348,05153054,0135.00
374,01043114,0135.00
392,01015262,0135.00
485,01042604,0135.00
10,01041954,0136.00
91,01041859,0136.00
188,01123890,0136.00
381,01043137,0136.00
451,05218078,0136.00
489,01042430,0136.00
209,01001265,0163.00
249,05196188,0163.00
278,01001138,0163.00
306,01127958,0163.00
430,01001228,0163.00
176,01022389,0036.00
232,01117082,0036.00
240,01022404,0036.00
366,01117111,0036.00
431,01022699,0036.00
101,01121715,0044.00
242,01040258,0044.00
327,01098848,0044.00
454,01040164,0044.00
97,01040700,0052.00
275,01003739,0052.00
295,01040645,0052.00
360,01003086,0052.00
152,01020574,0059.00
300,01021654,0059.00
187,01058594,0061.00
464,01058998,0061.00
221,05266858,0048.00
416,01035156,0048.00
424,01034291,0048.00
467,01035253,0048.00
482,05203426,0048.00
118,01032631,0049.00
344,05007088,0049.00
349,01035405,0049.00
4,01027640,0143.00
26,01026681,0143.00
241,01027813,0143.00
412,01026793,0143.00
127,01027136,0144.00
155,05010905,0144.00
239,01027164,0144.00
333,01026867,0144.00
79,05063323,0149.00
87,01035146,0149.00
380,01034807,0149.00
109,05017094,0150.00
110,01022560,0150.00
171,01023307,0150.00
245,01026003,0150.00
272,01022734,0150.00
470,01022925,0150.00
472,01023459,0150.00
104,01032623,0151.00
163,01032703,0151.00
217,01032665,0151.00
142,01033331,0152.00
210,01033652,0152.00
323,01033343,0152.00
406,01097321,0133.00
478,05257156,0133.00
11,01031973,0148.00
129,01033421,0154.00
150,01038715,0128.00
195,01039298,0128.00
304,01108436,0128.00
388,01003878,0128.00
439,01039267,0128.00
477,01039078,0128.00
1,01000127,0131.00
23,01059124,0132.00
190,01112952,0132.00
365,01058623,0132.00
418,05094899,0132.00
7,05284220,0137.00
257,01041775,0137.00
426,01041807,0137.00
83,01028338,0138.00
198,01041737,0138.00
22,01014688,0139.00
29,01013960,0139.00
54,01015184,0139.00
84,01015166,0139.00
199,01014607,0139.00
407,01014888,0139.00
453,01014293,0139.00
456,05015759,0139.00
40,01018177,0140.00
115,01016880,0140.00
204,01015632,0140.00
225,01016033,0140.00
383,01016612,0140.00
153,01016550,0141.00
166,01041564,0141.00
191,01015909,0141.00
259,01041575,0141.00
267,01016924,0141.00
281,01018289,0141.00
450,01016457,0141.00
141,01016526,0142.00
244,01041624,0142.00
335,01015837,0142.00
336,01016473,0142.00
337,01017183,0142.00
126,01017761,0146.00
144,01117927,0146.00
288,05022996,0146.00
227,01028861,0147.00
286,01034076,0147.00
306,01029492,0147.00
346,05035867,0147.00
353,01029962,0147.00
10,05071935,0155.00
63,01032381,0155.00
102,01032995,0155.00
143,01032170,0155.00
162,01034278,0155.00
169,01032566,0155.00
364,01032772,0155.00
368,01032986,0155.00
90,01031668,0156.00
116,01031816,0156.00
283,01034330,0156.00
471,01030993,0156.00
473,01030959,0156.00
35,01030180,0157.00
93,01030659,0157.00
94,01030137,0157.00
165,01030655,0157.00
180,01122427,0157.00
305,01030607,0157.00
417,01028966,0157.00
200,01027051,0158.00
213,01027564,0158.00
235,01026641,0158.00
334,01026753,0158.00
390,01026651,0158.00
443,01027453,0158.00
448,01026981,0158.00
462,01027580,0158.00
74,01027633,0159.00
137,01027683,0159.00
203,01095619,0159.00
343,01025680,0159.00
354,05023633,0159.00
433,01027726,0159.00
469,01026081,0159.00
499,01026253,0159.00
183,01025169,0160.00
266,05138631,0160.00
341,01093277,0160.00
413,01118221,0160.00
442,01125297,0160.00
17,01002100,0161.00
280,05021881,0162.00
296,05093360,0162.00
386,01001526,0162.00
124,01031200,0170.00
128,01030628,0170.00
276,01001400,0170.00
318,01032078,0170.00
322,01030521,0170.00
444,01031034,0170.00
455,01030923,0170.00
70,01028143,0171.00
270,01127559,0171.00
329,01002562,0171.00
447,01031502,0171.00
25,05232182,0172.00
75,05219970,0172.00
284,01025403,0172.00
403,01024678,0172.00
179,01026500,0173.00
420,05109122,0173.00
20,05140407,0174.00
36,01027310,0174.00
111,01027259,0174.00
130,01027213,0174.00
264,01028116,0174.00
268,01027203,0174.00
64,01029302,0175.00
105,01029264,0175.00
320,01029681,0175.00
359,01029022,0175.00
440,01029759,0175.00
167,01030267,0176.00
206,01030686,0176.00
237,01030326,0176.00
432,01029818,0176.00
466,01029856,0176.00
88,01030834,0177.00
278,01031135,0177.00
458,01030832,0177.00
81,01032438,0178.00
182,01034931,0178.00
302,01032476,0178.00
391,01032894,0178.00
468,01032425,0178.00
41,01042912,0135.00
59,01042780,0135.00
307,01042860,0135.00
436,01042716,0135.00
135,05208913,0136.00
269,01042323,0136.00
441,01014522,0136.00
463,05094073,0136.00
85,01002168,0163.00
254,01001351,0163.00
271,01001350,0163.00
394,01001077,0163.00
419,01001439,0163.00
422,01001208,0163.00
457,01001445,0163.00
479,01001046,0163.00
112,01022887,0036.00
399,01022752,0036.00
274,01040278,0044.00
309,01040064,0044.00
338,01040175,0044.00
125,01040423,0050.00
331,01040304,0050.00
382,01040398,0050.00
72,01102049,0051.00
173,01003763,0051.00
202,01040576,0051.00
237,01039977,0051.00
472,01105637,0051.00
117,01003355,0052.00
118,01003838,0052.00
187,01040547,0052.00
14,01035234,0048.00
51,01035177,0048.00
165,01035244,0048.00
205,01034646,0048.00
312,01035355,0048.00
317,01109468,0048.00
355,01034888,0048.00
364,01034693,0048.00
418,05261112,0048.00
486,01035173,0048.00
356,05064192,0049.00
488,01101384,0049.00
386,01093066,0143.00
401,01026558,0143.00
477,01027505,0143.00
52,01027413,0144.00
90,01027590,0144.00
158,01096245,0144.00
198,01096246,0144.00
224,05249413,0144.00
230,01027019,0144.00
291,01027716,0144.00
374,01027031,0144.00
407,05018381,0144.00
471,01118562,0144.00
37,05155328,0149.00
309,01035122,0149.00
332,01035324,0149.00
396,01034491,0149.00
426,01034157,0149.00
229,05081152,0150.00
348,01022719,0150.00
398,05123493,0150.00
295,01032310,0151.00
388,05012945,0151.00
393,01032650,0151.00
420,01032336,0151.00
483,01032243,0151.00
40,01041888,0133.00
168,01042182,0133.00
250,01042337,0133.00
108,05000334,0134.00
124,01042935,0134.00
171,01021848,0134.00
330,05276366,0134.00
266,01031882,0148.00
339,01033877,0148.00
160,01033369,0154.00
296,01033435,0154.00
336,01033197,0154.00
8,01039425,0128.00
120,01039218,0128.00
180,01039202,0128.00
258,01039294,0128.00
292,01039431,0128.00
316,01039468,0128.00
425,05073187,0128.00
478,05067561,0128.00
178,01114425,0131.00
9,01001135,0132.00
289,01059199,0132.00
403,05021746,0132.00
438,01001004,0132.00
491,01058831,0132.00
126,01043200,0137.00
270,01041693,0137.00
146,01041703,0138.00
328,01028396,0138.00
380,01041729,0138.00
470,01028327,0138.00
482,01043190,0138.00
122,01098016,0139.00
215,05104161,0139.00
254,01014440,0139.00
277,01120172,0139.00
431,01116617,0139.00
460,01015220,0139.00
469,01014702,0139.00
496,05015549,0139.00
13,01016019,0140.00
39,01018260,0140.00
79,01018159,0140.00
276,01017468,0140.00
458,01016846,0140.00
7,01017079,0141.00
274,01016541,0141.00
298,01116402,0141.00
442,05208575,0142.00
17,05219102,0146.00
56,05093410,0146.00
260,01017561,0146.00
263,01017512,0146.00
321,01018022,0146.00
333,01017414,0146.00
59,01030601,0147.00
87,01112988,0147.00
153,01118670,0147.00
175,01029545,0147.00
383,01030051,0147.00
451,01029970,0147.00
15,01031785,0156.00
48,01030780,0156.00
281,01031224,0156.00
301,01031996,0156.00
302,01034462,0156.00
435,01030940,0156.00
447,01031019,0156.00
475,01031255,0156.00
155,01029905,0157.00
233,01030450,0157.00
30,01027356,0158.00
174,05016037,0158.00
232,01028004,0158.00
354,05241131,0158.00
357,01027016,0158.00
400,01027050,0158.00
444,05072780,0158.00
6,01025981,0159.00
83,05007118,0159.00
119,01025991,0159.00
243,01027812,0159.00
283,01026083,0159.00
360,01026307,0159.00
480,01027835,0159.00
107,01024958,0160.00
111,01025234,0160.00
204,01025376,0160.00
391,01027762,0160.00
416,01130389,0160.00
497,05024245,0160.00
86,01002490,0162.00
221,05010916,0162.00
294,01001949,0162.00
446,01001846,0162.00
197,01031264,0170.00
207,01031162,0170.00
375,01031819,0170.00
384,01031196,0170.00
399,01030660,0170.00
432,01031109,0170.00
63,01031518,0171.00
103,01031769,0171.00
172,05279074,0171.00
196,05220035,0171.00
210,01031340,0171.00
256,01031972,0171.00
303,01002577,0171.00
349,01041511,0171.00
362,05003614,0171.00
473,01003324,0171.00
65,01024909,0172.00
241,01024672,0172.00
409,05036995,0172.00
449,01024900,0172.00
98,05084467,0174.00
325,01026866,0174.00
335,01027496,0174.00
467,01029354,0175.00
279,01035011,0176.00
73,01031108,0177.00
81,01030863,0177.00
149,01035083,0177.00
249,01031117,0177.00
376,01031179,0177.00
390,05103086,0177.00
461,01031436,0177.00
128,01112819,0178.00
429,01032132,0178.00
55,01042614,0135.00
104,01042742,0135.00
136,01015240,0135.00
170,01015284,0135.00
208,01042839,0135.00
318,01042885,0135.00
344,01043182,0135.00
358,01042976,0135.00
367,01042721,0135.00
21,01014850,0136.00
70,01014751,0136.00
109,01125210,0136.00
140,05219975,0136.00
167,05013471,0136.00
346,01042306,0136.00
413,01014006,0136.00
10,01001253,0163.00
35,01001500,0163.00
91,01002474,0163.00
181,01002202,0163.00
189,01001421,0163.00
307,01001373,0163.00
363,01002356,0163.00
402,05162235,0163.00
188,01115348,0036.00
329,01022871,0036.00
406,01022696,0036.00
415,05037481,0036.00
419,01108381,0036.00
437,01116532,0036.00
452,01022668,0036.00
487,01022803,0036.00
285,01040266,0044.00
389,01040741,0044.00
457,01124139,0044.00
36,01040529,0050.00
474,01040538,0050.00
219,01003580,0051.00
358,05256462,0051.00
491,01003754,0051.00
75,01040010,0052.00
391,05086008,0052.00
472,05096895,0052.00
21,01021640,0059.00
248,05166049,0059.00
312,05032041,0059.00
1,01000324,0061.00
2,01059088,0061.00
65,01001211,0061.00
341,05109128,0061.00
386,01058812,0061.00
170,05204095,0048.00
176,01034669,0048.00
483,01035050,0048.00
42,01127257,0049.00
57,01032629,0049.00
193,01032300,0049.00
364,01035392,0049.00
395,01032759,0049.00
108,01026617,0143.00
183,01093027,0143.00
126,05268135,0144.00
167,01027178,0144.00
168,05019171,0144.00
233,05205754,0144.00
280,01102035,0144.00
18,01034760,0149.00
164,01032883,0149.00
239,01114562,0149.00
301,01032907,0149.00
184,05129303,0150.00
272,05254558,0150.00
348,01106946,0150.00
439,01022733,0150.00
469,01022452,0150.00
499,01023305,0150.00
417,01032263,0151.00
420,01034145,0151.00
50,01033626,0152.00
367,01033223,0152.00
405,01033246,0152.00
20,01043002,0133.00
79,01042025,0133.00
130,01041886,0133.00
178,01042465,0133.00
284,01042497,0133.00
314,01042479,0133.00
332,01042534,0133.00
429,01101917,0133.00
445,01042235,0133.00
492,01043001,0133.00
207,01021850,0134.00
225,01042934,0134.00
160,01034102,0148.00
231,01031928,0148.00
343,05087647,0154.00
363,01033502,0154.00
100,01039205,0128.00
203,01038859,0128.00
228,01003656,0128.00
344,01039191,0128.00
366,01003881,0128.00
205,01000073,0131.00
406,01000120,0131.00
201,01058624,0132.00
282,01121761,0132.00
288,01000967,0132.00
459,01000941,0132.00
464,01059131,0132.00
77,01041789,0137.00
82,01041660,0137.00
95,01041820,0137.00
211,01043140,0137.00
11,01041715,0138.00
200,01101764,0138.00
268,01041847,0138.00
371,05142050,0138.00
435,01041756,0138.00
6,01014739,0139.00
8,01014941,0139.00
56,01041520,0139.00
206,01014665,0139.00
217,01015366,0139.00
224,01015115,0139.00
243,01015396,0139.00
265,01128932,0139.00
456,01014219,0139.00
485,01118592,0139.00
59,01018161,0140.00
94,01016860,0140.00
278,05209458,0140.00
241,01015901,0141.00
255,01016099,0141.00
336,01016247,0141.00
355,01096118,0141.00
13,01017190,0142.00
318,01017358,0142.00
382,01016988,0142.00
392,01041635,0142.00
443,01017179,0142.00
468,01016413,0142.00
31,01017810,0146.00
246,01017685,0146.00
357,01017797,0146.00
60,01033785,0147.00
101,05009392,0147.00
119,01029549,0147.00
121,01097440,0147.00
191,01030043,0147.00
242,01030096,0147.00
383,01029585,0147.00
396,01030507,0147.00
72,01034405,0157.00
118,01120020,0157.00
220,05011007,0157.00
310,01029433,0157.00
353,01030637,0157.00
25,01026756,0158.00
187,01121365,0158.00
221,01026543,0158.00
260,01027609,0158.00
276,05071739,0158.00
283,01027367,0158.00
403,01125434,0158.00
437,01026577,0158.00
446,01027866,0158.00
493,01026840,0158.00
61,01026405,0159.00
84,01025702,0159.00
346,01026478,0159.00
62,01027955,0160.00
254,05091994,0160.00
32,05018226,0161.00
55,05072077,0161.00
113,01001644,0161.00
175,01002052,0161.00
373,01001660,0161.00
292,01001527,0162.00
41,01031260,0170.00
138,01031081,0170.00
424,01003311,0170.00
460,01031012,0170.00
30,01001773,0171.00
48,05010989,0171.00
85,01031674,0171.00
252,01127456,0171.00
388,01031316,0171.00
397,01108323,0171.00
478,05007853,0171.00
47,01025069,0172.00
122,01025407,0172.00
210,01028079,0172.00
333,01024872,0172.00
421,01024526,0172.00
311,01026508,0173.00
375,01026348,0173.00
407,05109121,0173.00
35,01027254,0174.00
96,01028008,0174.00
152,01026953,0174.00
275,01026945,0174.00
350,01026686,0174.00
427,01026919,0174.00
463,05109065,0174.00
0,01029328,0175.00
114,01029062,0175.00
145,05027314,0175.00
418,01029199,0175.00
66,01030220,0176.00
186,01029860,0176.00
422,01030213,0176.00
10,01034879,0177.00
261,01030830,0177.00
165,02168210,0178.00
270,01035047,0178.00
351,05078941,0178.00
3,01042774,0135.00
83,01015316,0135.00
110,01107902,0135.00
337,01042770,0135.00
339,01042907,0135.00
340,05143650,0135.00
453,01042749,0135.00
19,01041952,0136.00
297,01042426,0136.00
329,01013998,0136.00
331,01042283,0136.00
342,01042312,0136.00
413,01014044,0136.00
470,01013996,0136.00
70,01001406,0163.00
368,01001371,0163.00
390,01001496,0163.00
264,01022691,0036.00
28,01040089,0044.00
317,01040388,0044.00
416,01040153,0044.00
475,01040109,0044.00
477,05083610,0044.00
487,01040318,0044.00
109,01002941,0051.00
250,01096420,0051.00
0,01003589,0052.00
243,01003090,0052.00
311,01040743,0052.00
96,01021811,0059.00
118,01020800,0059.00
145,01058584,0061.00
328,01000558,0061.00
349,01058719,0061.00
396,01001178,0061.00
46,01105902,0048.00
111,01034665,0048.00
284,01123571,0048.00
441,01035030,0048.00
357,01035409,0049.00
388,01035420,0049.00
428,01115240,0049.00
260,01026599,0143.00
445,01026511,0143.00
460,01122981,0143.00
26,01027275,0144.00
135,01027245,0144.00
154,01026815,0144.00
227,01115345,0144.00
350,01125463,0144.00
360,01026989,0144.00
147,01034416,0149.00
273,01034728,0149.00
348,01034365,0149.00
372,05269848,0149.00
321,01022761,0150.00
381,01119780,0150.00
57,01032767,0151.00
266,01034130,0151.00
191,01034209,0152.00
482,01033836,0152.00
136,01042176,0133.00
161,01042242,0133.00
233,05025994,0133.00
340,01041919,0133.00
369,01043067,0133.00
218,01043076,0134.00
206,01030750,0148.00
344,01030760,0148.00
476,01030738,0148.00
64,01038515,0128.00
112,01038569,0128.00
116,01039088,0128.00
155,01038560,0128.00
157,01038602,0128.00
241,01039457,0128.00
309,01039197,0128.00
312,01039279,0128.00
404,05067792,0128.00
418,01039003,0128.00
178,01116486,0131.00
140,01000711,0132.00
162,01058642,0132.00
269,01058626,0132.00
421,01058844,0132.00
189,01043160,0137.00
335,01043204,0137.00
497,01043170,0137.00
14,01116627,0138.00
107,01041704,0138.00
187,01028499,0138.00
202,01028596,0138.00
282,01028470,0138.00
336,05281150,0138.00
358,01028523,0138.00
484,01128365,0138.00
30,01014235,0139.00
84,01015134,0139.00
160,01015572,0139.00
258,01015176,0139.00
424,05172598,0139.00
436,05107268,0139.00
492,01014048,0139.00
34,01018160,0140.00
45,01015630,0140.00
61,01017290,0140.00
290,01017246,0140.00
365,01018180,0140.00
395,01016015,0140.00
494,01098423,0140.00
28,01016071,0141.00
99,01016239,0141.00
341,01016382,0141.00
411,01016460,0141.00
23,05212329,0146.00
315,01120212,0146.00
300,01119557,0147.00
479,01033886,0147.00
493,01029537,0147.00
495,01030071,0147.00
205,01032387,0155.00
25,01031632,0156.00
319,01034306,0156.00
439,01031228,0156.00
487,01031317,0156.00
190,01029150,0157.00
198,01030469,0157.00
219,05188637,0157.00
230,01034370,0157.00
244,01030170,0157.00
248,01030176,0157.00
354,01034398,0157.00
409,01030627,0157.00
467,01029918,0157.00
475,01034395,0157.00
1,01026765,0158.00
174,01026528,0158.00
278,01027416,0158.00
288,01027876,0158.00
305,01123745,0158.00
362,01113067,0158.00
367,01026643,0158.00
379,01026742,0158.00
489,01026749,0158.00
35,01027888,0159.00
87,01025687,0159.00
114,05263042,0159.00
138,01025662,0159.00
152,01027982,0159.00
176,01026305,0159.00
180,01025740,0159.00
201,01027839,0159.00
272,01025768,0159.00
323,01027744,0159.00
326,01027922,0159.00
400,05218715,0159.00
415,01027916,0159.00
437,01025788,0159.00
486,01026029,0159.00
56,01027767,0160.00
68,01025175,0160.00
81,01025497,0160.00
124,01024962,0160.00
127,01127502,0160.00
257,01025025,0160.00
325,01025351,0160.00
74,01001580,0161.00
75,01001980,0162.00
286,01001780,0162.00
29,01030980,0170.00
164,01030593,0170.00
171,01030919,0170.00
221,01031250,0170.00
294,01030773,0170.00
385,01030825,0170.00
393,01031930,0170.00
18,01031374,0171.00
77,01024787,0171.00
78,01031641,0171.00
93,01031804,0171.00
144,01001694,0171.00
168,01031704,0171.00
172,01031643,0171.00
196,01105636,0171.00
454,01024785,0171.00
52,01025568,0172.00
79,01024685,0172.00
394,01025408,0172.00
13,01025898,0173.00
71,01025973,0173.00
259,01025914,0173.00
158,01026965,0174.00
163,01027459,0174.00
334,01026676,0174.00
419,05133454,0174.00
423,05099690,0174.00
9,01029231,0175.00
222,05190164,0175.00
407,01029245,0175.00
430,01034999,0176.00
255,01031025,0177.00
453,01034969,0177.00
70,01015510,0135.00
82,01111337,0135.00
92,01042793,0135.00
181,01015494,0135.00
464,01015019,0135.00
115,01014211,0136.00
267,01041860,0136.00
280,01042267,0136.00
398,01014381,0136.00
403,01014534,0136.00
470,01042554,0136.00
473,01042415,0136.00
31,01123550,0163.00
39,01001501,0163.00
408,01001263,0163.00
425,01001460,0163.00
37,01022396,0036.00
85,01022419,0036.00
292,01026188,0036.00
426,01022876,0036.00
451,01040122,0044.00
89,01040301,0050.00
253,01040303,0050.00
351,01040593,0050.00
313,01002929,0051.00
195,01003599,0052.00
350,01039906,0052.00
140,01021638,0059.00
415,01021105,0059.00
181,05087974,0061.00
88,01035431,0048.00
159,01035239,0048.00
208,01034689,0048.00
297,05245535,0048.00
390,01034936,0048.00
395,01035160,0048.00
475,05083789,0049.00
118,01027638,0143.00
359,01093108,0143.00
427,01026797,0143.00
440,01026757,0143.00
52,05016896,0144.00
125,01027751,0144.00
135,01027733,0144.00
169,05203670,0144.00
411,01027005,0144.00
431,01026948,0144.00
149,01032903,0149.00
277,01034742,0149.00
326,01034375,0149.00
358,01034859,0149.00
441,01035345,0149.00
477,01034159,0149.00
338,01026234,0150.00
348,01023298,0150.00
263,01032692,0151.00
268,01034006,0151.00
451,01034014,0151.00
91,01033816,0152.00
119,01033292,0152.00
225,01034163,0152.00
286,01033605,0152.00
293,01033272,0152.00
466,05170477,0152.00
29,01041896,0133.00
32,01042544,0133.00
150,01042461,0133.00
187,01042516,0133.00
485,05022618,0133.00
73,01042641,0134.00
252,01031849,0148.00
93,05250024,0154.00
207,01033195,0154.00
376,01033466,0154.00
24,01038845,0128.00
30,01039334,0128.00
104,01039269,0128.00
184,01039050,0128.00
214,01003869,0128.00
283,05005660,0128.00
384,01039220,0128.00
458,01038687,0128.00
469,01038701,0128.00
490,01039405,0128.00
46,01000443,0131.00
318,01000067,0131.00
124,01096726,0132.00
188,01000792,0132.00
2,01028654,0137.00
47,01043155,0137.00
87,01118331,0137.00
109,01043146,0137.00
302,01043171,0137.00
330,01041792,0137.00
489,01041750,0138.00
11,01014469,0139.00
80,01014953,0139.00
84,01014874,0139.00
123,01096143,0139.00
206,01015122,0139.00
209,01014921,0139.00
215,01014259,0139.00
244,01018232,0139.00
290,01015350,0139.00
278,01105933,0140.00
301,01016013,0140.00
386,01016868,0140.00
421,01016578,0140.00
426,01018171,0140.00
191,01016664,0141.00
331,01016794,0141.00
459,05075243,0141.00
19,01016394,0142.00
28,01016695,0142.00
287,05013452,0142.00
311,01041640,0142.00
397,01016139,0142.00
425,01017360,0142.00
483,01017354,0142.00
54,01017394,0146.00
134,01018122,0146.00
403,01018004,0146.00
205,01029092,0147.00
374,01032804,0155.00
105,02166354,0156.00
142,01030922,0156.00
164,01034449,0156.00
307,01031215,0156.00
342,01031269,0156.00
371,01034315,0156.00
429,01034508,0156.00
439,01031652,0156.00
446,01030995,0156.00
10,01028960,0157.00
78,01029657,0157.00
420,01029153,0157.00
438,01030610,0157.00
14,01027369,0158.00
68,01026782,0158.00
139,01026738,0158.00
495,01026986,0158.00
13,01102508,0159.00
64,01025986,0159.00
66,01026071,0159.00
363,01027886,0159.00
457,01025720,0159.00
474,01026127,0159.00
41,01025135,0160.00
413,05088760,0160.00
462,01025441,0160.00
180,05018717,0161.00
324,01001869,0161.00
447,05009341,0161.00
113,01002519,0162.00
340,01002525,0162.00
389,05016454,0162.00
22,05208285,0170.00
233,01030545,0170.00
236,01030822,0170.00
332,01030783,0170.00
418,01031020,0170.00
449,01031042,0170.00
461,01030531,0170.00
138,05169631,0171.00
265,01031355,0171.00
291,01031666,0171.00
86,01025541,0172.00
96,01024923,0172.00
153,05102558,0172.00
317,01026195,0173.00
345,01025816,0173.00
392,01025646,0173.00
