Index,ID_UEV,Tract
970,01026142,0159.00
212,05260737,0160.00
478,01025200,0160.00
480,01025479,0160.00
484,01027719,0160.00
723,05071709,0160.00
784,01025495,0160.00
838,01025397,0160.00
79,01001583,0161.00
239,01001732,0161.00
365,01001589,0161.00
455,01001729,0161.00
457,01001600,0161.00
527,01001504,0161.00
570,01001716,0161.00
683,01001672,0161.00
755,01001549,0161.00
898,01001568,0161.00
965,01001634,0161.00
107,01001916,0162.00
118,05190697,0162.00
644,01001709,0162.00
825,05012069,0162.00
958,05007432,0162.00
976,01001891,0162.00
27,01031166,0170.00
48,01032034,0170.00
114,01030557,0170.00
160,01030887,0170.00
204,01030951,0170.00
207,01031111,0170.00
245,01030839,0170.00
421,01030998,0170.00
596,01001474,0170.00
637,01030483,0170.00
941,01031061,0170.00
7,05032589,0171.00
47,01031616,0171.00
178,01002557,0171.00
309,01031328,0171.00
392,01003328,0171.00
605,01031351,0171.00
611,01031372,0171.00
732,01093174,0171.00
758,01031696,0171.00
776,01032012,0171.00
796,01131066,0171.00
831,01024833,0171.00
843,05084006,0171.00
845,01126073,0171.00
916,01093219,0171.00
942,01031657,0171.00
957,01001904,0171.00
993,01002551,0171.00
179,05204558,0172.00
181,01024718,0172.00
189,01024666,0172.00
206,01024915,0172.00
342,01025059,0172.00
351,01024689,0172.00
439,01123492,0172.00
447,05223004,0172.00
567,01028059,0172.00
726,01025411,0172.00
978,01024502,0172.00
61,01026154,0173.00
684,01026146,0173.00
940,01026177,0173.00
350,01027507,0174.00
354,01026949,0174.00
451,01028029,0174.00
490,01026895,0174.00
492,01027500,0174.00
500,01027250,0174.00
549,01027541,0174.00
678,01027320,0174.00
789,01028117,0174.00
939,01027330,0174.00
142,01088084,0175.00
278,01029243,0175.00
285,05151709,0175.00
329,01029745,0175.00
444,01034780,0175.00
466,01029012,0175.00
498,01029316,0175.00
790,01029761,0175.00
103,01114137,0176.00
301,01030372,0176.00
308,01030348,0176.00
313,01119828,0176.00
419,01030280,0176.00
574,01030196,0176.00
604,01029791,0176.00
674,01030320,0176.00
697,01034987,0176.00
766,01030324,0176.00
932,01034837,0176.00
174,01034869,0177.00
294,01034739,0177.00
414,01031076,0177.00
724,05124571,0177.00
739,01030856,0177.00
846,01031191,0177.00
14,01119779,0178.00
144,01032866,0178.00
238,01032136,0178.00
368,01032494,0178.00
515,01034690,0178.00
572,01034955,0178.00
609,01031457,0178.00
649,01031744,0178.00
660,05089933,0178.00
704,01032050,0178.00
729,01032442,0178.00
814,01032411,0178.00
871,01031478,0178.00
884,01035099,0178.00
80,01042778,0135.00
267,01015286,0135.00
300,01015463,0135.00
343,01015322,0135.00
446,01042729,0135.00
564,01015311,0135.00
762,01042880,0135.00
875,01042623,0135.00
886,01043109,0135.00
907,01043115,0135.00
992,01042753,0135.00
130,01042100,0136.00
194,05218222,0136.00
228,01041984,0136.00
409,05094071,0136.00
433,01099674,0136.00
517,01042092,0136.00
628,01014187,0136.00
642,01014818,0136.00
655,01042562,0136.00
659,01014018,0136.00
757,01042107,0136.00
774,01042268,0136.00
777,01042402,0136.00
786,01042276,0136.00
792,01042439,0136.00
841,01042404,0136.00
887,01042290,0136.00
84,01001140,0163.00
99,05000293,0163.00
110,01001149,0163.00
122,01002290,0163.00
209,05267364,0163.00
298,05162221,0163.00
357,01001377,0163.00
460,01002431,0163.00
474,01001356,0163.00
488,01001375,0163.00
507,05162233,0163.00
523,01001098,0163.00
560,01001100,0163.00
635,05190532,0163.00
709,01001430,0163.00
810,05088107,0163.00
928,05195328,0163.00
945,01001054,0163.00
954,01002281,0163.00
119,01022872,0036.00
307,01022846,0036.00
469,01022853,0036.00
597,01022712,0036.00
689,01023006,0036.00
744,01118635,0036.00
912,01022525,0036.00
946,01025470,0036.00
21,01040375,0044.00
198,05187499,0044.00
199,01040383,0044.00
252,01040218,0044.00
508,05025729,0044.00
528,01040104,0044.00
748,01040222,0044.00
811,01040327,0044.00
849,01118931,0044.00
854,01107076,0044.00
890,01040263,0044.00
892,05030154,0044.00
921,01040734,0044.00
147,01040305,0050.00
509,05015854,0050.00
647,01040200,0050.00
734,01040524,0050.00
834,01040422,0050.00
902,01040590,0050.00
1239,05197949,0050.00
1897,01040412,0050.00
59,05099304,0051.00
366,01040057,0051.00
682,01003042,0051.00
739,01040569,0051.00
743,01040053,0051.00
1017,01003788,0051.00
1135,05092818,0051.00
1229,01003068,0051.00
1447,01102004,0051.00
1733,01002925,0051.00
1956,01003049,0051.00
22,01003584,0052.00
80,01003514,0052.00
90,01003679,0052.00
92,01003582,0052.00
250,01003836,0052.00
295,05258238,0052.00
387,01039894,0052.00
446,05008600,0052.00
786,01039912,0052.00
840,01003741,0052.00
866,01003608,0052.00
1037,01003471,0052.00
1405,01003685,0052.00
1615,05008602,0052.00
1799,01097236,0052.00
1871,01003402,0052.00
1982,01039909,0052.00
47,01020586,0059.00
62,01125302,0059.00
436,01021809,0059.00
478,01021684,0059.00
515,01020572,0059.00
654,01021367,0059.00
925,05080476,0059.00
1070,01021285,0059.00
1175,05244853,0059.00
1315,01020615,0059.00
1322,01021297,0059.00
1329,01021802,0059.00
1338,01020609,0059.00
1441,01021084,0059.00
1468,01021688,0059.00
1559,05096896,0059.00
1743,01021803,0059.00
1984,01021291,0059.00
837,05197034,0061.00
1085,01058997,0061.00
1290,05250000,0061.00
1495,01058997,0061.00
1900,01108610,0061.00
240,01034938,0048.00
301,01034679,0048.00
327,01034687,0048.00
374,01110798,0048.00
480,01034550,0048.00
506,05014024,0048.00
587,01035192,0048.00
680,01034521,0048.00
880,01035365,0048.00
949,01035054,0048.00
1119,01124570,0048.00
1127,01035233,0048.00
1169,01035026,0048.00
1192,01109337,0048.00
1415,01034541,0048.00
1784,01035375,0048.00
1878,01034663,0048.00
385,05070874,0049.00
546,01032619,0049.00
567,01112963,0049.00
723,01115395,0049.00
882,01032416,0049.00
1016,01032291,0049.00
1369,01124593,0049.00
1473,05162333,0049.00
1577,05191513,0049.00
1753,01035385,0049.00
1798,05004808,0049.00
1902,01108919,0049.00
1911,01032430,0049.00
110,01026658,0143.00
131,01026454,0143.00
192,01027646,0143.00
254,05267586,0143.00
264,01027819,0143.00
335,01027653,0143.00
558,01026542,0143.00
625,01026591,0143.00
630,01027524,0143.00
852,01026390,0143.00
869,01027516,0143.00
1051,01027508,0143.00
1059,01026733,0143.00
1289,01027770,0143.00
1399,01027807,0143.00
1459,05004237,0143.00
1526,01026767,0143.00
1543,01093039,0143.00
1573,01026539,0143.00
1574,01026430,0143.00
1777,01026384,0143.00
1800,01026539,0143.00
1845,01099088,0143.00
1937,01026402,0143.00
1965,01026795,0143.00
67,01027309,0144.00
77,01027557,0144.00
242,01027705,0144.00
336,01105689,0144.00
347,01027198,0144.00
438,01027227,0144.00
442,01131735,0144.00
451,01027160,0144.00
462,01027361,0144.00
614,01027374,0144.00
649,01027466,0144.00
686,01027610,0144.00
704,01027152,0144.00
778,01027035,0144.00
895,01027021,0144.00
1087,01027408,0144.00
1246,05013564,0144.00
1351,01026882,0144.00
1364,01027577,0144.00
1375,01125414,0144.00
1451,01027239,0144.00
1518,01027281,0144.00
1538,05217886,0144.00
1626,01027449,0144.00
1635,05249412,0144.00
1697,01113786,0144.00
1741,01027536,0144.00
1742,01027698,0144.00
1782,01027840,0144.00
1826,01027540,0144.00
1952,01027106,0144.00
95,01034822,0149.00
193,01035282,0149.00
229,01032887,0149.00
538,01035289,0149.00
581,01034162,0149.00
602,01034465,0149.00
623,01034392,0149.00
862,01035344,0149.00
918,01032879,0149.00
1096,01035296,0149.00
1273,01034844,0149.00
1391,01034371,0149.00
1672,01035295,0149.00
1849,01035284,0149.00
1908,01034349,0149.00
13,01022755,0150.00
199,05073365,0150.00
222,02166740,0150.00
363,01022777,0150.00
382,01022786,0150.00
520,01022442,0150.00
595,01022727,0150.00
650,01026240,0150.00
717,01026232,0150.00
842,01022760,0150.00
1009,01022607,0150.00
1408,01026044,0150.00
1593,01022777,0150.00
1898,01026020,0150.00
121,01032278,0151.00
157,01033799,0151.00
204,02165281,0151.00
373,01032644,0151.00
389,01034133,0151.00
516,01032632,0151.00
779,01033110,0151.00
793,01032707,0151.00
881,05225904,0151.00
937,01033810,0151.00
977,01118578,0151.00
1042,01034148,0151.00
1088,01032617,0151.00
1110,01034126,0151.00
1123,01034128,0151.00
1279,01032186,0151.00
1307,01032724,0151.00
1337,01121679,0151.00
1355,01032669,0151.00
1595,05000336,0151.00
1636,01033028,0151.00
1667,05007925,0151.00
1705,01034016,0151.00
1727,02168001,0151.00
1918,01034141,0151.00
1953,01033854,0151.00
127,01033600,0152.00
416,01033408,0152.00
532,01033226,0152.00
851,01033354,0152.00
903,01033604,0152.00
921,01033628,0152.00
1002,01033630,0152.00
1074,05266225,0152.00
1120,01033416,0152.00
1286,05175124,0152.00
1536,01034239,0152.00
1540,01033287,0152.00
1759,01033562,0152.00
1795,01033389,0152.00
1921,01033536,0152.00
1994,01033532,0152.00
61,01042477,0133.00
202,01042469,0133.00
437,01042350,0133.00
444,05001407,0133.00
555,01042492,0133.00
640,01042474,0133.00
692,01042523,0133.00
698,01042003,0133.00
765,01042013,0133.00
876,01041940,0133.00
982,01042531,0133.00
1008,01042041,0133.00
1057,01042197,0133.00
1146,05134699,0133.00
1257,01042016,0133.00
1410,01042364,0133.00
1443,01042146,0133.00
1493,01042188,0133.00
1566,01042053,0133.00
1576,01042355,0133.00
1611,05087212,0133.00
1616,01043069,0133.00
1666,01041913,0133.00
1671,01042351,0133.00
1684,01042000,0133.00
1771,01042546,0133.00
1914,01042347,0133.00
123,01042646,0134.00
1173,01042818,0134.00
1258,01042941,0134.00
1330,01042655,0134.00
1433,01042666,0134.00
1551,05007368,0134.00
1721,01021884,0134.00
1778,01042808,0134.00
1783,05149404,0134.00
1905,01042953,0134.00
218,01033983,0148.00
423,01104857,0148.00
554,05066300,0148.00
707,01031841,0148.00
785,01031865,0148.00
829,01033984,0148.00
983,05150514,0148.00
991,02168270,0148.00
1353,01031847,0148.00
1630,01031596,0148.00
1735,01030754,0148.00
1987,01031827,0148.00
205,01033695,0154.00
365,01033433,0154.00
544,01033474,0154.00
884,01033436,0154.00
1360,01033457,0154.00
1592,01033716,0154.00
1722,05183595,0154.00
74,01039292,0128.00
91,01038841,0128.00
143,05083748,0128.00
203,01039260,0128.00
286,01039452,0128.00
304,05080967,0128.00
388,01038755,0128.00
407,01039151,0128.00
458,05091395,0128.00
526,01038835,0128.00
535,01039017,0128.00
571,05067572,0128.00
720,01039046,0128.00
722,01039289,0128.00
738,01039213,0128.00
830,01039145,0128.00
831,01039360,0128.00
922,01003871,0128.00
945,05080973,0128.00
946,01039427,0128.00
957,01115130,0128.00
1014,01003865,0128.00
1109,01038823,0128.00
1180,01038774,0128.00
1205,01038794,0128.00
1278,01003713,0128.00
1323,05194030,0128.00
1417,01039229,0128.00
1429,01038534,0128.00
1479,01039383,0128.00
1492,01039200,0128.00
1534,01038752,0128.00
1560,05088850,0128.00
1586,01039094,0128.00
1646,01130071,0128.00
1754,01039438,0128.00
1775,01039410,0128.00
1808,01038528,0128.00
1867,01039469,0128.00
1976,05026576,0128.00
21,01000075,0131.00
94,01105963,0131.00
129,01109225,0131.00
184,01000051,0131.00
621,01000174,0131.00
624,01109225,0131.00
752,01109225,0131.00
995,01109225,0131.00
1272,01000069,0131.00
1520,01097461,0131.00
1610,01000124,0131.00
1785,01000195,0131.00
1846,01000237,0131.00
1983,01059162,0131.00
32,01059138,0132.00
78,01058829,0132.00
111,01109225,0132.00
221,01000937,0132.00
262,01125426,0132.00
263,01058834,0132.00
321,01059137,0132.00
412,01059101,0132.00
427,01109225,0132.00
455,01109225,0132.00
568,01001101,0132.00
610,01000620,0132.00
663,01001069,0132.00
1105,05143183,0132.00
1190,01109225,0132.00
1216,01000577,0132.00
1344,01058633,0132.00
1354,01105962,0132.00
1387,01058838,0132.00
1570,01058612,0132.00
1880,01059168,0132.00
1893,01112955,0132.00
1928,01109225,0132.00
27,01028652,0137.00
97,01041766,0137.00
565,01103411,0137.00
578,01028666,0137.00
592,01043088,0137.00
611,01043158,0137.00
759,01028656,0137.00
959,01041771,0137.00
1283,01041662,0137.00
1854,05258646,0137.00
1904,01028646,0137.00
104,01125514,0138.00
169,01041709,0138.00
213,01041719,0138.00
290,01101765,0138.00
379,01028602,0138.00
496,01041709,0138.00
517,01028576,0138.00
552,01028585,0138.00
801,01028590,0138.00
953,05009683,0138.00
1046,01043188,0138.00
1115,01041723,0138.00
1147,01041832,0138.00
1602,01028352,0138.00
1620,01043185,0138.00
1637,01028472,0138.00
1676,01041747,0138.00
1768,01102028,0138.00
1819,01110148,0138.00
1906,01028600,0138.00
26,05073534,0139.00
42,01014619,0139.00
50,01014725,0139.00
51,01013933,0139.00
99,01015378,0139.00
124,01013921,0139.00
224,01018196,0139.00
275,01015348,0139.00
340,01014058,0139.00
401,01013925,0139.00
408,01098091,0139.00
445,05002622,0139.00
491,01014973,0139.00
574,01018230,0139.00
600,01018230,0139.00
643,01014302,0139.00
656,01014880,0139.00
658,01015107,0139.00
672,01014237,0139.00
708,01014058,0139.00
726,01018205,0139.00
741,01014231,0139.00
745,01015614,0139.00
760,01014133,0139.00
763,01014858,0139.00
853,01015382,0139.00
900,01014617,0139.00
969,01015218,0139.00
1045,01015576,0139.00
1093,01014611,0139.00
1124,01014488,0139.00
1132,05142982,0139.00
1145,01014492,0139.00
1184,01014903,0139.00
1266,01015422,0139.00
1439,01014669,0139.00
1617,01129673,0139.00
1673,01014868,0139.00
1718,01014139,0139.00
1793,05142982,0139.00
1852,01123781,0139.00
1862,01015143,0139.00
1909,01014700,0139.00
29,01107297,0140.00
60,01015966,0140.00
108,01018261,0140.00
513,05106492,0140.00
653,01017151,0140.00
1011,05106491,0140.00
1040,01015960,0140.00
1201,01017274,0140.00
1211,01015746,0140.00
1223,01017284,0140.00
1321,01017142,0140.00
1481,01018191,0140.00
1500,01111662,0140.00
1588,01018193,0140.00
1638,01118377,0140.00
1776,01018258,0140.00
1859,01017117,0140.00
1887,01016890,0140.00
1913,01111670,0140.00
1934,05087709,0140.00
1998,01016903,0140.00
58,01016806,0141.00
100,01016041,0141.00
211,01015772,0141.00
471,01017313,0141.00
539,01016942,0141.00
666,01016075,0141.00
695,01016798,0141.00
733,01105699,0141.00
747,01119307,0141.00
751,01041554,0141.00
838,01119824,0141.00
867,01016235,0141.00
886,01017160,0141.00
890,05010888,0141.00
907,01015785,0141.00
1154,01017452,0141.00
1186,01041545,0141.00
1686,01016463,0141.00
1749,01016928,0141.00
1860,01016068,0141.00
1885,01016948,0141.00
1947,01015899,0141.00
1957,01016782,0141.00
96,01016991,0142.00
128,01016169,0142.00
165,01016729,0142.00
176,05089084,0142.00
245,01041597,0142.00
332,05240436,0142.00
392,01016999,0142.00
459,01016430,0142.00
531,01016982,0142.00
934,01130211,0142.00
968,01017377,0142.00
993,01041596,0142.00
996,01016117,0142.00
1193,01017005,0142.00
1275,05245978,0142.00
1288,01016999,0142.00
1603,05243484,0142.00
1674,05120633,0142.00
1824,01016703,0142.00
1943,01016504,0142.00
1944,01016519,0142.00
1964,01016508,0142.00
14,01017899,0146.00
83,05081787,0146.00
160,01018275,0146.00
348,01017586,0146.00
355,01017891,0146.00
370,01126878,0146.00
443,01018134,0146.00
530,01017945,0146.00
586,01017901,0146.00
613,05106503,0146.00
661,01017949,0146.00
769,01017971,0146.00
799,01017941,0146.00
835,01018132,0146.00
909,01105580,0146.00
935,01018045,0146.00
942,01018116,0146.00
1003,01018010,0146.00
1262,01131147,0146.00
1287,01018053,0146.00
1314,01018051,0146.00
1341,01017915,0146.00
1463,01018271,0146.00
1469,05075333,0146.00
1503,01018274,0146.00
1554,01017392,0146.00
1600,01123803,0146.00
1690,01017679,0146.00
1713,01017901,0146.00
1750,01017826,0146.00
1814,01131147,0146.00
