,borough_id,building_number,built_area,dwelling_number,firstletter_apt,geom,index,land_area,landuse_code,landuse_text,lastletter_apt,max_floors,municipality_code,nad83_registration,street_name,street_number,uid,unit_category,unit_number,year_built,Tract
1287,REM21,4346,233,4,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5757608498697, 45.5278839368373], [-73.5755903455139, 45.5280670047418], [-73.575675192205, 45.5281060953448], [-73.5758461189102, 45.5279231170272], [-73.5757608498697, 45.5278839368373]]]}",15138,193,1000,Logement,0,0,50,9843-81-8620-1-000-0000,rue De Brébeuf  (MTL),4348,1017799,Régulier,0,1885,0146.00
1291,REM21,1587,345,3,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5732489018381, 45.5309614313841], [-73.5735746703695, 45.5311123195198], [-73.5736284529459, 45.5310550496064], [-73.5733025789996, 45.5309041616902], [-73.5732489018381, 45.5309614313841]]]}",15145,232,1000,Logement,0,3,50,9943-04-6357-2-000-0000,rue Marie-Anne Est  (MTL),1591,1033963,Régulier,0,1900,0147.00
1293,REM21,4612,159,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5794659562092, 45.5303881627772], [-73.5793111653898, 45.5305530467262], [-73.579390206895, 45.5305897087842], [-73.5795451030581, 45.5304247346632], [-73.5794659562092, 45.5303881627772]]]}",15150,159,1000,Logement,0,2,50,9843-54-9600-9-000-0000,rue Chambord  (MTL),4612,1027085,Régulier,0,1900,0158.00
1294,REM21,4614,157,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.579390206895, 45.5305897087842], [-73.5794692485029, 45.5306263707872], [-73.5796242498825, 45.5304612165017], [-73.5795451030581, 45.5304247346632], [-73.579390206895, 45.5305897087842]]]}",15172,160,1000,Logement,0,2,50,9843-54-9004-4-000-0000,rue Chambord  (MTL),4614,1027087,Régulier,0,1900,0158.00
1296,REM21,4624,156,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5795473391647, 45.5306625834347], [-73.5796272262981, 45.5306996047094], [-73.5797823327628, 45.5305342701531], [-73.5797024458891, 45.5304973389782], [-73.5795473391647, 45.5306625834347]]]}",15174,163,1000,Logement,0,2,50,9843-54-7712-4-000-0000,rue Chambord  (MTL),4624,1027091,Régulier,0,1900,0158.00
1298,REM21,4259,157,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5735610513702, 45.5282798121386], [-73.573710895363, 45.5281192587523], [-73.5736328119628, 45.5280830420943], [-73.5734829677266, 45.5282435053867], [-73.5735610513702, 45.5282798121386]]]}",15178,156,1000,Logement,0,2,50,9943-01-5243-1-000-0000,rue Chambord  (MTL),4259,1018047,Régulier,0,1900,0146.00
1301,REM21,4439,381,3,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5779419728209, 45.5278270340246], [-73.5779885697676, 45.5278479704975], [-73.5778888206933, 45.5279531499097], [-73.5779213646815, 45.5279677965087], [-73.5782112214978, 45.5276586538252], [-73.5781316580068, 45.5276228012232], [-73.5780259025621, 45.5277366241568], [-73.5779419728209, 45.5278270340246]]]}",15195,241,1000,Logement,0,3,50,9843-70-0297-9-000-0000,avenue Christophe-Colomb  (MTL),4443,1017509,Régulier,0,1910,0146.00
1303,REM21,4810,0,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5820566038576, 45.5307779786569], [-73.5819553865678, 45.5308886522863], [-73.5819201969385, 45.5308723890982], [-73.5818506106981, 45.5309484825425], [-73.5819672734555, 45.5310025745757], [-73.5821380775679, 45.5308157173758], [-73.5820566038576, 45.5307779786569]]]}",15204,23,1000,Logement,0,1,50,9843-34-9545-8-001-0010,rue De Brébeuf  (MTL),4810,5207645,Condominium,    002,2012,0158.00
1304,REM21,4358,186,2,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.576085905036, 45.5282971467795], [-73.5762570399915, 45.5281125478477], [-73.5761725100431, 45.5280737274435], [-73.5760012693313, 45.5282583263203], [-73.576085905036, 45.5282971467795]]]}",15205,193,1000,Logement,0,3,50,9843-81-5442-3-000-0000,rue De Brébeuf  (MTL),4360,1017804,Régulier,0,1885,0146.00
1305,REM21,4396,156,2,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5764286553659, 45.5289852712727], [-73.5763508860638, 45.5289492362531], [-73.576200518906, 45.5291094334577], [-73.5762782884547, 45.5291455585711], [-73.5764286553659, 45.5289852712727]]]}",15225,156,1000,Logement,0,2,50,9843-82-3939-8-000-0000,rue Chambord  (MTL),4398,1017981,Régulier,0,1900,0146.00
1306,REM21,919,308,3,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5784776470728, 45.5258408902142], [-73.578525198212, 45.5257897417219], [-73.5784530331312, 45.5257571239807], [-73.5783568835481, 45.5257136335395], [-73.5782383344553, 45.525659989193], [-73.5782004030219, 45.5256428265729], [-73.5781528517117, 45.5256939749314], [-73.5784776470728, 45.5258408902142]]]}",15228,202,1000,Logement,0,3,50,9842-68-7973-4-000-0000,rue Marie-Anne Est  (MTL),923,1018251,Régulier,0,1900,0140.00
1307,REM21,925,308,3,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5784776470728, 45.5258408902142], [-73.5781528517117, 45.5256939749314], [-73.5781059331227, 45.5257445828813], [-73.5784307286532, 45.525891498296], [-73.5784776470728, 45.5258408902142]]]}",15229,202,1000,Logement,0,3,50,9842-68-8478-3-000-0000,rue Marie-Anne Est  (MTL),929,1018252,Régulier,0,1900,0140.00
1308,REM21,943,932,10,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5783339389582, 45.5259955961897], [-73.5780091430798, 45.5258486805027], [-73.5779109820855, 45.5259543088497], [-73.5782358839101, 45.5261012247406], [-73.5783339389582, 45.5259955961897]]]}",15230,423,1000,Logement,0,3,50,9842-68-9797-5-000-0000,rue Marie-Anne Est  (MTL),949,1018255,Régulier,0,1900,0140.00
1309,REM21,4382,234,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5777567120839, 45.5272581370403], [-73.5778889403546, 45.5271217081537], [-73.5778921103156, 45.5271232358665], [-73.577922900191, 45.5270914474759], [-73.577924907613, 45.52709225604], [-73.5779800490835, 45.5270309334426], [-73.5778882298094, 45.526989419498], [-73.5776746135518, 45.527221115939], [-73.5777567120839, 45.5272581370403]]]}",15234,247,1000,Logement,0,2,50,9843-70-2125-0-000-0000,avenue Christophe-Colomb  (MTL),4382,1017472,Régulier,0,1910,0140.00
1310,REM21,4301,419,4,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5756971852331, 45.526946706046], [-73.5759730183154, 45.5266474774666], [-73.5758900763623, 45.526609915684], [-73.5756913169262, 45.5268227901038], [-73.5756138202832, 45.5269088743673], [-73.5756971852331, 45.526946706046]]]}",15243,308,1000,Logement,0,3,50,9842-89-8085-2-000-0000,avenue Christophe-Colomb  (MTL),4305,1017555,Régulier,0,9999,0146.00
1311,REM21,4574,170,2,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5787580891806, 45.5302965906197], [-73.5789121428429, 45.530132517855], [-73.5788296154591, 45.5300944179878], [-73.5786757727368, 45.5302584005045], [-73.5787580891806, 45.5302965906197]]]}",15244,167,1000,Logement,0,2,50,9843-63-4667-4-000-0000,rue Chambord  (MTL),4576,1027070,Régulier,0,1900,0158.00
1313,REM21,4390,208,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5779800490835, 45.5270309334426], [-73.577924907613, 45.52709225604], [-73.577922900191, 45.5270914474759], [-73.5778921103156, 45.5271232358665], [-73.5778889403546, 45.5271217081537], [-73.5777567120839, 45.5272581370403], [-73.5778388107235, 45.5272951580823], [-73.5780555966731, 45.5270650790385], [-73.5779800490835, 45.5270309334426]]]}",15251,222,1000,Logement,0,2,50,9843-70-1429-7-000-0000,avenue Christophe-Colomb  (MTL),4390,1017474,Régulier,0,1900,0140.00
1314,REM21,826,406,4,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5809128669778, 45.5260170167063], [-73.5809623145329, 45.5259643359831], [-73.580688859568, 45.5258380898203], [-73.5806395174606, 45.5258907703519], [-73.5809128669778, 45.5260170167063]]]}",15258,181,1000,Logement,0,0,50,9842-48-8793-7-000-0000,avenue du Mont-Royal Est  (MTL),830,1018178,Régulier,0,1948,0140.00
1315,REM21,1905,681,4,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5736282648687, 45.5340672795255], [-73.5738903322632, 45.5341889601571], [-73.5739763886947, 45.5340974720803], [-73.5737143215401, 45.5339757916441], [-73.5736282648687, 45.5340672795255]]]}",15283,297,1000,Logement,0,0,50,9943-07-3699-3-000-0000,avenue du Mont-Royal Est  (MTL),1915,1034328,Régulier,0,1910,0156.00
1321,REM21,4521,167,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5782821442222, 45.529762901886], [-73.578363614127, 45.5298005529135], [-73.5785348532824, 45.5296170304573], [-73.5784533836538, 45.5295794695432], [-73.5782821442222, 45.529762901886]]]}",15301,186,1000,Logement,0,2,50,9843-63-7612-7-000-0000,rue De Brébeuf  (MTL),4521,1027051,Régulier,0,1900,0158.00
1322,REM21,4391,187,2,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5767056022168, 45.5282579455368], [-73.5768769459737, 45.5280731655495], [-73.5767955851513, 45.528035513377], [-73.5766239246952, 45.5282204734411], [-73.5767056022168, 45.5282579455368]]]}",15309,186,1000,Logement,0,2,50,9843-81-0539-1-000-0000,rue De La Roche  (MTL),4393,1017687,Régulier,0,1900,0146.00
1323,REM21,4589,318,2,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5834374203634, 45.5260410285161], [-73.5833210429048, 45.5261746625198], [-73.5833160769689, 45.5261725963114], [-73.5833173419616, 45.5261711555067], [-73.5832896590146, 45.5261592966676], [-73.5832823855684, 45.5261677612775], [-73.5832752171822, 45.5261758658398], [-73.5833691502891, 45.5262169239546], [-73.583499127786, 45.5260687911495], [-73.5834374203634, 45.5260410285161]]]}",15333,117,1000,Logement,0,2,50,9842-29-8516-2-000-0000,rue Pontiac  (MTL),4591,1025298,Régulier,0,1900,0160.00
1325,REM21,4239,179,4,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5738181499559, 45.5274490145973], [-73.5737358414768, 45.5274111808687], [-73.5735600554652, 45.5275967689598], [-73.5736419421833, 45.5276349630562], [-73.5738181499559, 45.5274490145973]]]}",15357,191,1000,Logement,0,2,50,9943-00-4567-6-000-0000,rue De Brébeuf  (MTL),4239,1017917,Régulier,0,1955,0146.00
1326,REM21,4236,178,2,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5736600857756, 45.5277013658988], [-73.5735781991835, 45.527663351801], [-73.5734286729279, 45.5278239948145], [-73.5735069671486, 45.5278603014707], [-73.5736600857756, 45.5277013658988]]]}",15360,156,1000,Logement,0,2,50,9943-00-5795-2-000-0000,rue Chambord  (MTL),4238,1017933,Régulier,0,1900,0146.00
1327,REM21,4395,355,3,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5775481951228, 45.5273596104613], [-73.5772569625956, 45.5276681224608], [-73.5773390615047, 45.5277051438591], [-73.5776302937736, 45.5273966316525], [-73.5775481951228, 45.5273596104613]]]}",15365,320,1000,Logement,0,3,50,9843-70-5170-3-000-0000,avenue Christophe-Colomb  (MTL),4399,1017523,Régulier,0,1910,0146.00
1328,REM21,4389,234,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5772569625956, 45.5276681224608], [-73.5775481951228, 45.5273596104613], [-73.577465356918, 45.5273222297419], [-73.5771739128154, 45.5276306516826], [-73.5772569625956, 45.5276681224608]]]}",15366,314,1000,Logement,0,2,50,9843-70-5766-8-000-0000,avenue Christophe-Colomb  (MTL),4389,1017525,Régulier,0,1927,0146.00
1330,REM21,4364,220,2,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5781514063213, 45.5263277940051], [-73.5780259355573, 45.5264620587763], [-73.5781112032711, 45.5265006973302], [-73.5782291877512, 45.526374356944], [-73.5782366737931, 45.5263663424738], [-73.5781514063213, 45.5263277940051]]]}",15380,141,1000,Logement,0,2,50,9842-69-9747-8-000-0000,rue Boyer  (MTL),4366,1017233,Régulier,0,1900,0140.00
1331,REM21,4456,162,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5800630627289, 45.5260973489428], [-73.5801352291741, 45.526129965664], [-73.5803475713902, 45.525903395053], [-73.5802748780451, 45.5258714087833], [-73.5800630627289, 45.5260973489428]]]}",15394,201,1000,Logement,0,2,50,9842-59-3301-1-000-0000,rue Saint-André  (MTL),4458,1016864,Régulier,0,1900,0140.00
1332,REM21,4462,171,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5804237514304, 45.5259368187036], [-73.5803475713902, 45.525903395053], [-73.5801352291741, 45.526129965664], [-73.5802106712656, 45.526164109914], [-73.5804237514304, 45.5259368187036]]]}",15395,211,1000,Logement,0,2,50,9842-59-2704-7-000-0000,rue Saint-André  (MTL),4462,1016866,Régulier,0,1900,0140.00
1333,REM21,4468,344,4,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5804237514304, 45.5259368187036], [-73.5802106712656, 45.526164109914], [-73.5802861134484, 45.526198254114], [-73.580499825968, 45.5259702423775], [-73.5804237514304, 45.5259368187036]]]}",15398,211,1000,Logement,0,3,50,9842-59-2108-1-000-0000,rue Saint-André  (MTL),4472,1016868,Régulier,0,1900,0140.00
1334,REM21,4218,161,2,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5733437400064, 45.5275545215343], [-73.5732655519108, 45.5275182146962], [-73.5731152856267, 45.5276785878004], [-73.5731935794443, 45.5277148946726], [-73.5733437400064, 45.5275545215343]]]}",15402,156,1000,Logement,0,2,50,9943-00-8179-6-000-0000,rue Chambord  (MTL),4220,1017925,Régulier,0,1900,0146.00
1335,REM21,1311,641,8,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5754511761369, 45.5290992217403], [-73.5751235118942, 45.5289471702459], [-73.5749609105729, 45.5291215026987], [-73.5751189840288, 45.5291948328044], [-73.5751483587304, 45.5292084923559], [-73.5752886809899, 45.5292735545849], [-73.5754511761369, 45.5290992217403]]]}",15403,706,1000,Logement,0,2,50,9843-92-2647-7-000-0000,rue Marie-Anne Est  (MTL),1327,1018269,Régulier,0,1900,0146.00
1336,REM21,4542,251,3,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5748845257133, 45.5336295492958], [-73.5746693896957, 45.5338583610818], [-73.5747344841468, 45.5338886459879], [-73.5749496200156, 45.5336598340806], [-73.5748845257133, 45.5336295492958]]]}",15404,186,1000,Logement,0,3,50,9843-97-5763-8-000-0000,rue Cartier  (MTL),4546,1030928,Régulier,0,1910,0156.00
1338,REM21,4422,177,2,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5795965712206, 45.5258862822567], [-73.5798037474089, 45.5256644858561], [-73.5797367602179, 45.5256350150499], [-73.5795301110764, 45.5258562710076], [-73.5795965712206, 45.5258862822567]]]}",15412,185,1000,Logement,0,2,50,9842-58-7574-1-000-0000,rue Saint-André  (MTL),4424,1016848,Régulier,0,1900,0140.00
1340,REM21,4463,142,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5771987469884, 45.5292657102742], [-73.57736945921, 45.5290813799707], [-73.5772871462178, 45.5290437287998], [-73.5771164337179, 45.5292279689891], [-73.5771987469884, 45.5292657102742]]]}",15425,186,1000,Logement,0,2,50,9843-72-6850-5-000-0000,rue De Brébeuf  (MTL),4463,1017844,Régulier,0,1885,0146.00
1341,REM21,4426,177,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5798037474089, 45.5256644858561], [-73.5795965712206, 45.5258862822567], [-73.5796630315624, 45.5259163834597], [-73.5798707345425, 45.5256938666303], [-73.5798037474089, 45.5256644858561]]]}",15443,182,1000,Logement,0,2,50,9842-58-7077-5-000-0000,rue Saint-André  (MTL),4426,1016850,Régulier,0,1899,0140.00
1342,REM21,4380,236,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5789977932702, 45.5253103850741], [-73.578797891008, 45.5255249755986], [-73.5788643504988, 45.5255550772686], [-73.5790647795643, 45.5253397663233], [-73.5789977932702, 45.5253103850741]]]}",15451,176,1000,Logement,0,2,50,9842-68-3437-4-000-0000,rue Saint-André  (MTL),4380,1016827,Régulier,0,1899,0140.00
1343,REM21,4388,269,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5791317660544, 45.5253692375255], [-73.5789308099346, 45.5255850889073], [-73.578997269567, 45.5256151904996], [-73.579198752488, 45.5253986186956], [-73.5791317660544, 45.5253692375255]]]}",15452,177,1000,Logement,0,2,50,9842-68-2343-5-000-0000,rue Saint-André  (MTL),4388,1016830,Régulier,0,1905,0140.00
1345,REM21,4200,485,3,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5762021061931, 45.5243412635561], [-73.5763169260402, 45.5242173570098], [-73.5763308435374, 45.5242023189371], [-73.5762844609088, 45.5241810216609], [-73.576213544265, 45.5242103166106], [-73.5761340916448, 45.524173832573], [-73.5760456313245, 45.5242698236684], [-73.5762021061931, 45.5243412635561]]]}",15463,220,1000,Logement,0,0,50,9842-87-4905-9-000-0000,rue Saint-André  (MTL),4204,1016760,Régulier,0,1900,0141.00
1347,REM21,1316,399,2,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.576801803695, 45.529889176402], [-73.5771299004511, 45.5300413127581], [-73.577184522216, 45.5299833206524], [-73.5768562144501, 45.5298311845937], [-73.576801803695, 45.529889176402]]]}",15469,234,1000,Logement,0,3,50,9843-73-8638-0-000-0000,avenue du Mont-Royal Est  (MTL),1322,1018133,Régulier,0,1924,0146.00
1348,REM21,1302,736,2,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5769661956274, 45.5297140302127], [-73.5772948200543, 45.5298663457294], [-73.5773507065835, 45.529806822813], [-73.5770220823529, 45.5296545074554], [-73.5769661956274, 45.5297140302127]]]}",15470,244,1000,Logement,0,3,50,9843-73-7319-8-000-0000,avenue du Mont-Royal Est  (MTL),1304,1018136,Régulier,0,1900,0146.00
1349,REM21,4216,170,2,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5728195906412, 45.5279859214215], [-73.5727440438219, 45.5279508724419], [-73.572596307724, 45.5281100733361], [-73.5726716433552, 45.5281450325542], [-73.5728195906412, 45.5279859214215]]]}",15474,147,1000,Logement,0,2,50,9943-11-2229-2-000-0000,rue De Lanaudière  (MTL),4218,1018070,Régulier,0,1900,0146.00
1350,REM21,912,148,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.584252150042, 45.5283575602488], [-73.5845307998643, 45.52848406396], [-73.5845738150053, 45.5284382258929], [-73.5842951654477, 45.528311812278], [-73.584252150042, 45.5283575602488]]]}",15475,158,1000,Logement,0,2,50,9843-21-0668-4-000-0000,rue Gilford  (MTL),912,1027809,Régulier,0,1900,0159.00
1354,REM21,4271,176,2,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5748203539557, 45.5271268189801], [-73.5746502740698, 45.5273120450503], [-73.5747337452811, 45.5273504173156], [-73.5749021345316, 45.52716447229], [-73.5748203539557, 45.5271268189801]]]}",15516,186,1000,Logement,0,2,50,9843-90-6037-1-000-0000,rue De La Roche  (MTL),4273,1017730,Régulier,0,1900,0146.00
1356,REM21,4144,104,2,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5762106001235, 45.5226554252306], [-73.5761428775734, 45.5226246928946], [-73.5760453437172, 45.5227240197928], [-73.5761151795261, 45.5227558306902], [-73.576175805842, 45.5226919854672], [-73.5762106001235, 45.5226554252306]]]}",15528,82,1000,Logement,0,2,50,9842-85-5332-9-000-0000,avenue De Chateaubriand  (MTL),4146,1016471,Régulier,0,1900,0142.00
1357,REM21,4215,179,2,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5757960042814, 45.5252824068674], [-73.5758813034678, 45.5251898378027], [-73.5757963556713, 45.5251509273852], [-73.5757007235272, 45.5252547523151], [-73.5757858822348, 45.5252933926851], [-73.5757960042814, 45.5252824068674]]]}",15534,109,1000,Logement,0,2,50,9842-88-8013-6-000-0000,rue de Mentana  (MTL),4217,1017171,Régulier,0,1900,0141.00
1358,REM21,4214,123,1,A,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5758909138716, 45.5247983634134], [-73.5758428360054, 45.5248515809986], [-73.5757422513405, 45.5249626086684], [-73.5760422091919, 45.5250998281549], [-73.5762407414323, 45.5248805637337], [-73.5759409950827, 45.5247430746447], [-73.5758909138716, 45.5247983634134]]]}",15537,59,1000,Logement,A,2,50,9842-87-6480-1-001-0010,rue de Mentana  (MTL),4214,1017063,Condominium,0,1986,0141.00
1360,REM21,1115,300,3,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5739684914132, 45.5260588913858], [-73.5742926451495, 45.5262063589293], [-73.5743451552099, 45.5261490894566], [-73.5740214246274, 45.5260020717496], [-73.5739684914132, 45.5260588913858]]]}",15560,226,1000,Logement,0,2,50,9942-09-0613-5-000-0000,rue Rachel Est  (MTL),1119,1017384,Régulier,0,1865,0146.00
1362,REM21,4569,318,4,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5741741390435, 45.5351813034165], [-73.5739705926306, 45.5353957974936], [-73.5740530195947, 45.5354344408557], [-73.5742566714434, 45.5352199465647], [-73.5741741390435, 45.5351813034165]]]}",15599,221,1000,Logement,0,3,50,9943-09-1135-6-000-0000,rue de Bordeaux  (MTL),4573,1031802,Régulier,0,1910,0156.00
1363,REM21,4563,163,3,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5739705926306, 45.5353957974936], [-73.5741741390435, 45.5351813034165], [-73.5740930861239, 45.5351432891963], [-73.5738894338114, 45.5353576932065], [-73.5739705926306, 45.5353957974936]]]}",15600,218,1000,Logement,0,2,50,9943-09-1830-2-000-0000,rue de Bordeaux  (MTL),4567,1031805,Régulier,0,1910,0156.00
1364,REM21,4428,152,2,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5816211353542, 45.523865238634], [-73.5815552045906, 45.5238353181668], [-73.5814076130828, 45.5239968702786], [-73.5814735439571, 45.5240267908301], [-73.5816211353542, 45.523865238634]]]}",15622,130,1000,Logement,0,2,50,9842-46-3271-3-000-0000,rue Rivard  (MTL),4430,1015966,Régulier,0,1900,0140.00
1365,REM21,4430,196,2,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.579729491848, 45.5259463946311], [-73.5799378274656, 45.5257233372835], [-73.5798707345425, 45.5256938666303], [-73.5796630315624, 45.5259163834597], [-73.579729491848, 45.5259463946311]]]}",15649,182,1000,Logement,0,2,50,9842-58-6580-9-000-0000,rue Saint-André  (MTL),4432,1016852,Régulier,0,1899,0140.00
