,borough_id,building_number,built_area,dwelling_number,firstletter_apt,geom,index,land_area,landuse_code,landuse_text,lastletter_apt,max_floors,municipality_code,nad83_registration,street_name,street_number,uid,unit_category,unit_number,year_built,Tract
4415,REM21,1060,1648,41,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5827411282042, 45.5293463333126], [-73.5824129203076, 45.5291979928226], [-73.5823057986869, 45.5293124506209], [-73.5826337961651, 45.5294610615456], [-73.5827411282042, 45.5293463333126]]]}",89030,465,1000,Logement,0,4,50,9843-32-5471-5-000-0000,rue Gilford  (MTL),1060,1027843,Régulier,0,1967,0159.00
4416,REM21,4388,179,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5767410816347, 45.5283346853889], [-73.5766652153692, 45.5282998192044], [-73.5764942922556, 45.5284843286072], [-73.5765710017353, 45.5285179344427], [-73.5767410816347, 45.5283346853889]]]}",89054,175,1000,Logement,0,2,50,9843-81-1667-9-000-0000,rue De Brébeuf  (MTL),4388,1017812,Régulier,0,1885,0146.00
4423,REM21,4245,140,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5783667930314, 45.5229641711378], [-73.5785138652457, 45.5228045131288], [-73.578448359839, 45.5227746805632], [-73.578301287517, 45.5229343384887], [-73.5783667930314, 45.5229641711378]]]}",90418,130,1000,Logement,0,2,50,9842-65-7553-0-000-0000,rue Rivard  (MTL),4247,1016087,Régulier,0,1885,0141.00
4426,REM21,4338,0,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5724833149864, 45.5314777570043], [-73.5721560674375, 45.5313257867897], [-73.5719328087954, 45.5315633279214], [-73.572260373472, 45.5317149385984], [-73.5724833149864, 45.5314777570043]]]}",91150,37,1000,Logement,0,1,50,9943-15-6419-6-001-0011,avenue Papineau  (MTL),4338,5066248,Condominium,      1,2000,0147.00
4430,REM21,4342,189,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5756760034537, 45.5278448462964], [-73.5755054990608, 45.528028004068], [-73.5755903455139, 45.5280670047418], [-73.5757608498697, 45.5278839368373], [-73.5756760034537, 45.5278448462964]]]}",92737,195,1000,Logement,0,2,50,9843-81-9216-7-000-0000,rue De Brébeuf  (MTL),4344,1017797,Régulier,0,1885,0146.00
4432,REM21,4682,372,3,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5787511548343, 45.5327433126237], [-73.5789751286528, 45.5325057577205], [-73.5788904838922, 45.5324663994816], [-73.5786665097476, 45.5327038642282], [-73.5787511548343, 45.5327433126237]]]}",92834,249,1000,Logement,0,3,50,9843-66-4236-1-000-0000,rue Fabre  (MTL),4686,1029652,Régulier,0,1910,0157.00
4442,REM21,1101,483,3,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5794929345149, 45.5283246142403], [-73.5795501870446, 45.5282630194515], [-73.5792461923106, 45.528126621986], [-73.5791910477382, 45.5281855153849], [-73.5791351647545, 45.5282450392162], [-73.5794382117629, 45.5283830574999], [-73.5794929345149, 45.5283246142403]]]}",96634,447,1000,Logement,A,3,50,9843-61-0251-5-000-0000,avenue du Mont-Royal Est  (MTL),1113,1027623,Régulier,0,9999,0158.00
4443,REM21,1307,188,2,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5751235118942, 45.5289471702459], [-73.5754511761369, 45.5290992217403], [-73.5755057978744, 45.5290406004798], [-73.5753639969651, 45.5289750895274], [-73.5751778176298, 45.5288889993112], [-73.5751235118942, 45.5289471702459]]]}",96698,235,1000,Logement,0,2,50,9843-92-1734-4-000-0000,rue Marie-Anne Est  (MTL),1309,1018268,Régulier,0,1900,0146.00
4444,REM21,4548,0,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5749496198818, 45.5336598341996], [-73.5747344845359, 45.5338886460758], [-73.5747995787512, 45.5339188407326], [-73.575014713948, 45.5336900287351], [-73.5749496198818, 45.5336598341996]]]}",96785,65,1000,Logement,0,1,50,9843-97-5267-0-001-0001,rue Cartier  (MTL),4548,5201963,Condominium,0,1910,0156.00
4445,REM21,4350,0,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5803045408048, 45.5232677205355], [-73.5801576868247, 45.5234296305006], [-73.5802235106584, 45.523459461859], [-73.580370364527, 45.5232975518102], [-73.5803045408048, 45.5232677205355]]]}",96895,130,1000,Logement,0,0,50,9842-56-3008-8-000-0000,rue Rivard  (MTL),4350,1015934,Régulier,0,1934,0140.00
4447,REM21,4533,295,3,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5769650472382, 45.5315045228812], [-73.5770512743688, 45.531544691419], [-73.5772735625542, 45.531308310842], [-73.5771872301473, 45.531268232534], [-73.5769650472382, 45.5315045228812]]]}",97486,254,1000,Logement,0,3,50,9843-75-7602-2-000-0000,rue Garnier  (MTL),4537,1029455,Régulier,0,1910,0157.00
4448,REM21,4305,160,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5750469798109, 45.5280144473587], [-73.5749650921899, 45.5279767042356], [-73.5747856187722, 45.528166976229], [-73.5748680347735, 45.5282048991183], [-73.5750469798109, 45.5280144473587]]]}",97527,193,1000,Logement,0,3,50,9843-91-4930-7-000-0000,rue De Brébeuf  (MTL),4305,1017890,Régulier,0,1900,0146.00
4449,REM21,801,247,2,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5789573816373, 45.5247279806182], [-73.5789047709829, 45.5247845323538], [-73.5790689629253, 45.5248587527495], [-73.5791209408234, 45.5248028313257], [-73.5789573816373, 45.5247279806182]]]}",98096,112,1000,Logement,0,0,50,9842-67-2767-7-000-0000,rue Marie-Anne Est  (MTL),801,1018244,Régulier,0,1900,0140.00
4451,REM21,4658,322,5,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5785007071572, 45.5326265847169], [-73.5787245762143, 45.5323892103572], [-73.578642679283, 45.5323511099355], [-73.5784188100321, 45.5325884841366], [-73.5785007071572, 45.5326265847169]]]}",98513,239,1000,Logement,0,3,50,9843-66-6223-7-000-0000,rue Fabre  (MTL),4666,1029646,Régulier,0,1910,0157.00
4456,REM21,4438,0,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5796521471863, 45.5264339386966], [-73.5794514010801, 45.5266506905172], [-73.5795254698227, 45.5266842065822], [-73.5797245245181, 45.5264666455079], [-73.5796521471863, 45.5264339386966]]]}",100161,121,1000,Logement,0,1,50,9842-59-8363-6-001-0001,rue de Mentana  (MTL),4438,5217286,Condominium,0,1900,0140.00
4459,REM21,1350,719,5,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5768540495881, 45.5303351444105], [-73.5769099370462, 45.5302756217141], [-73.5764996303993, 45.5300852929767], [-73.5764437425744, 45.530144725482], [-73.5768540495881, 45.5303351444105]]]}",100919,304,1000,Logement,0,0,50,9843-83-1068-6-000-0000,avenue du Mont-Royal Est  (MTL),1352,1034055,Régulier,0,1925,0147.00
4466,REM21,4666,184,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5789385647096, 45.5318842945739], [-73.57913459031, 45.5316759162145], [-73.5790684392638, 45.53164509458], [-73.5788723079221, 45.5318534729001], [-73.5789385647096, 45.5318842945739]]]}",102107,57,1000,Logement,0,0,50,9843-65-2941-0-001-0003,rue Garnier  (MTL),4666,2169929,Condominium,0,1910,0157.00
4471,REM21,801,0,7,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5854902893716, 45.5280852226907], [-73.5855417377961, 45.5280305586696], [-73.5852629820837, 45.5279038775082], [-73.5852115336402, 45.5279586313974], [-73.5854902893716, 45.5280852226907]]]}",103881,190,1000,Logement,0,3,50,9843-11-3123-8-000-0000,rue Gilford  (MTL),805,1027926,Régulier,0,1900,0159.00
4473,REM21,4226,94,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5714489861849, 45.5293526043968], [-73.5715312964223, 45.5293907997294], [-73.5717545480573, 45.5291531693034], [-73.5716722384729, 45.5291153341], [-73.5714489861849, 45.5293526043968]]]}",104102,81,1000,Logement,0,1,50,9943-22-0762-1-001-0003,rue Fabre  (MTL),4226,2168565,Condominium,0,1900,0147.00
4476,REM21,4365,550,6,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5738968527695, 45.5310232889108], [-73.5741185191051, 45.5307873648169], [-73.5740175023512, 45.5307406341876], [-73.5737960466276, 45.5309762879737], [-73.5738968527695, 45.5310232889108]]]}",104456,297,1000,Logement,0,3,50,9943-04-2343-6-000-0000,rue Fabre  (MTL),4375,1029974,Régulier,0,1926,0147.00
4477,REM21,4829,272,3,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5819849968168, 45.5312081046455], [-73.5819199015744, 45.5311778238574], [-73.5817471903954, 45.5313614423835], [-73.5818122857573, 45.531391723269], [-73.5819849968168, 45.5312081046455]]]}",104519,149,1000,Logement,0,3,50,9843-44-0588-6-000-0000,rue De Brébeuf  (MTL),4833,1026977,Régulier,0,1925,0158.00
4478,REM21,4557,0,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5816258520435, 45.527272716431], [-73.5818249014459, 45.5270556918339], [-73.5817592840205, 45.5270260412545], [-73.581560129005, 45.5272431558064], [-73.5816258520435, 45.527272716431]]]}",105327,87,1000,Logement,0,1,50,9843-40-1829-1-001-0002,rue Saint-André  (MTL),4557,5122504,Condominium,0,1900,0159.00
4479,REM21,1019,336,3,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5776212306486, 45.5267955771582], [-73.5776734229517, 45.5267396562665], [-73.5773456652838, 45.526590850881], [-73.5772932618515, 45.5266469517524], [-73.5776212306486, 45.5267955771582]]]}",105583,223,1000,Logement,0,3,50,9842-79-4877-7-000-0000,rue Marie-Anne Est  (MTL),1023,1018259,Régulier,0,1910,0140.00
4480,REM21,939,177,2,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5732376331278, 45.5237430415749], [-73.5734739753353, 45.5238507010163], [-73.5735205796242, 45.5238000051617], [-73.5732844489512, 45.5236925256654], [-73.5732376331278, 45.5237430415749]]]}",105752,147,1000,Logement,0,2,50,9942-06-6854-5-000-0000,avenue Duluth Est  (MTL),941,1041627,Régulier,0,1885,0142.00
4483,REM21,4691,0,3,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5815776099591, 45.5294744198246], [-73.5815166689191, 45.5295407877507], [-73.5815878897246, 45.5295727743177], [-73.5816603776936, 45.5296052998377], [-73.5816099800212, 45.5296597810523], [-73.5816374542622, 45.5296721805466], [-73.5817479486559, 45.529551961345], [-73.5817028277258, 45.5295314755002], [-73.5817735737187, 45.5294546609757], [-73.5817692236849, 45.5294404452858], [-73.5817412211592, 45.5294276867151], [-73.5818211398157, 45.5293406965166], [-73.5819063088186, 45.5293796021041], [-73.5819396251356, 45.529343221571], [-73.581854245189, 45.5293046756449], [-73.5817688653596, 45.5292661301046], [-73.581736075913, 45.529301880774], [-73.5815776099591, 45.5294744198246]]]}",106263,264,1000,Logement,0,3,50,9843-42-1887-5-001-0001,avenue Christophe-Colomb  (MTL),4695,5169480,Condominium,0,1915,0158.00
4485,REM21,1206,472,5,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5831729276502, 45.5310689273486], [-73.5830045882163, 45.5309908461678], [-73.5829122290815, 45.530948076873], [-73.5828374116489, 45.5309133942315], [-73.5827728839217, 45.5309821949762], [-73.5831082954321, 45.5311378187907], [-73.5831729276502, 45.5310689273486]]]}",106528,287,1000,Logement,0,3,50,9843-34-1960-7-000-0000,boulevard Saint-Joseph Est  (MTL),1210,1027996,Régulier,0,1931,0158.00
4488,REM21,4615,151,2,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5771449089588, 45.5335269835763], [-73.5772113779845, 45.5335578060995], [-73.5774654136817, 45.5332869366377], [-73.5773989448367, 45.5332561142607], [-73.5771449089588, 45.5335269835763]]]}",107176,224,1000,Logement,0,2,50,9843-77-6224-2-000-0000,rue Marquette  (MTL),4617,1030433,Régulier,0,1900,0157.00
4493,REM21,4565,223,2,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5824163366364, 45.5266203323463], [-73.5822573535794, 45.5267938627129], [-73.5823335372643, 45.5268281850082], [-73.5824955845171, 45.5266560922057], [-73.5824163366364, 45.5266203323463]]]}",108224,160,1000,Logement,0,2,50,9842-39-6581-7-000-0000,rue Saint-Hubert  (MTL),4569,1025720,Régulier,0,1997,0159.00
4496,REM21,4275,279,5,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5747337452811, 45.5273504173156], [-73.5748969900494, 45.52742554422], [-73.5749892509251, 45.5273237020533], [-73.5750653789857, 45.5272395989566], [-73.5749021345316, 45.52716447229], [-73.5747337452811, 45.5273504173156]]]}",108398,372,1000,Logement,0,2,50,9843-90-5043-0-000-0000,rue De La Roche  (MTL),4287,1017728,Régulier,0,1885,0146.00
4497,REM21,1220,420,6,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5829792400573, 45.5312755111105], [-73.5830435566823, 45.53120680006], [-73.582708356462, 45.5310509961684], [-73.5826439340034, 45.5311197071087], [-73.5829792400573, 45.5312755111105]]]}",108545,287,1000,Logement,0,3,50,9843-34-2975-4-000-0000,boulevard Saint-Joseph Est  (MTL),1222,1027998,Régulier,0,1931,0158.00
4499,REM21,4282,179,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5730491852616, 45.5291491990124], [-73.5731652892196, 45.5290254749031], [-73.5732448005067, 45.5289406509373], [-73.5731644974197, 45.5289034454691], [-73.5729689876052, 45.5291119933408], [-73.5730491852616, 45.5291491990124]]]}",108979,69,1000,Logement,0,1,50,9943-02-8936-5-001-0002,rue Garnier  (MTL),4282,2166134,Condominium,0,1910,0147.00
4503,REM21,4427,434,2,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5816454715832, 45.5238273343316], [-73.5818424946386, 45.5236048214677], [-73.5817648360651, 45.5235695999546], [-73.5815630580813, 45.5237898662645], [-73.5816454715832, 45.5238273343316]]]}",109562,217,1000,Logement,0,3,50,9842-46-1745-8-000-0000,rue Saint-Denis  (MTL),4431,1015640,Régulier,0,1900,0140.00
4507,REM21,996,448,3,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5744026285958, 45.5252912422567], [-73.574700680359, 45.5254254967424], [-73.5747529809567, 45.5253703870346], [-73.574419851635, 45.5252199568663], [-73.5743679739286, 45.5252756061035], [-73.5744026285958, 45.5252912422567]]]}",112277,226,1000,Logement,0,0,50,9842-98-7525-9-000-0000,rue Rachel Est  (MTL),996,1041584,Régulier,0,1943,0142.00
4509,REM21,4208,438,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5677842298643, 45.5328361095193], [-73.5678448819468, 45.5328646911347], [-73.5680890592271, 45.5326158965152], [-73.5680247090442, 45.5325856073724], [-73.5677842298643, 45.5328361095193]]]}",112493,63,1000,Logement,0,1,50,9943-46-9448-7-001-0002,avenue De Lorimier  (MTL),4208,1097218,Condominium,0,1910,0148.00
4510,REM21,4062,322,9,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5738908407931, 45.5232862680984], [-73.5739701847735, 45.5233224837941], [-73.5741698843077, 45.5231062818986], [-73.5740905405034, 45.52307006634], [-73.5738908407931, 45.5232862680984]]]}",112598,212,1000,Logement,0,2,50,9942-05-1890-6-000-0000,rue Saint-André  (MTL),4064,1016721,Régulier,0,1880,0142.00
4511,REM21,1807,2091,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5722984054514, 45.5319736430763], [-73.5720937067547, 45.5321920043381], [-73.572354704467, 45.5323124293122], [-73.5725588752622, 45.5320946078777], [-73.5722984054514, 45.5319736430763]]]}",112627,43,1000,Logement,0,2,50,9943-15-5183-9-001-0016,rue Marie-Anne Est  (MTL),1807,5075048,Condominium,    104,2001,0148.00
4517,REM21,4412,341,4,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5780851074131, 45.527406310845], [-73.5781592818293, 45.5274397373679], [-73.5783757506155, 45.5272099279172], [-73.5783015762487, 45.5271764115409], [-73.5780851074131, 45.527406310845]]]}",113437,209,1000,Logement,0,3,50,9843-60-8946-4-000-0000,avenue Christophe-Colomb  (MTL),4418,1017482,Régulier,0,1928,0140.00
4520,REM21,976,0,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5746222996179, 45.5250024925679], [-73.5745727426165, 45.5250557103972], [-73.5749043926847, 45.5252059614293], [-73.5749536328194, 45.5251524732636], [-73.5746222996179, 45.5250024925679]]]}",114799,65,1000,Logement,0,3,50,9842-98-6002-0-001-0003,rue Rachel Est  (MTL),976,5190437,Condominium,0,1928,0142.00
4523,REM21,4684,155,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5805121211154, 45.531109980442], [-73.5805764755368, 45.5311397226], [-73.5807337967849, 45.5309734852767], [-73.580671978594, 45.5309449113185], [-73.5805121211154, 45.531109980442]]]}",115213,131,1000,Logement,0,2,50,9843-54-0362-5-000-0000,rue Chambord  (MTL),4684,1027117,Régulier,0,1900,0158.00
4524,REM21,4704,188,2,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5786134024281, 45.5333948633372], [-73.5784654558256, 45.5335529019119], [-73.5785469314533, 45.5335906427723], [-73.5786948778008, 45.5334325141008], [-73.5786134024281, 45.5333948633372]]]}",115338,160,1000,Logement,0,2,50,9843-67-6234-2-000-0000,rue Marquette  (MTL),4706,1030164,Régulier,0,1910,0157.00
4525,REM21,4380,348,4,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5750965359408, 45.5301011627481], [-73.5751785325745, 45.5301390856764], [-73.5753764642941, 45.5299288226038], [-73.5752947846337, 45.5298908996074], [-73.5750965359408, 45.5301011627481]]]}",115400,211,1000,Logement,0,3,50,9843-93-2347-2-000-0000,rue Garnier  (MTL),4386,1029118,Régulier,0,1925,0147.00
4528,REM21,1049,575,6,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.577357420467, 45.5270780629428], [-73.57741098405, 45.5270207013635], [-73.5770825928561, 45.5268726156008], [-73.5770291345513, 45.526929886964], [-73.577357420467, 45.5270780629428]]]}",117026,224,1000,Logement,0,0,50,9843-70-6808-7-000-0000,rue Marie-Anne Est  (MTL),1051,1018264,Régulier,0,1928,0140.00
4529,REM21,4396,162,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.580963204414, 45.5235666612151], [-73.5808163515479, 45.5237285720177], [-73.5808910513313, 45.5237624463799], [-73.581037904071, 45.5236005354823], [-73.580963204414, 45.5235666612151]]]}",117271,75,1000,Logement,0,1,50,9842-46-7841-9-001-0002,rue Rivard  (MTL),4396,5010895,Condominium,0,1885,0140.00
4533,REM21,4298,0,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5712158709977, 45.5312315246573], [-73.5713788058557, 45.5313069267092], [-73.5716331754544, 45.5310354399539], [-73.5714703465295, 45.5309599482025], [-73.5712158709977, 45.5312315246573]]]}",118455,51,1000,Logement,0,1,50,9943-24-2172-7-001-0004,avenue Papineau  (MTL),4298,5170008,Condominium,0,1885,0147.00
4534,REM21,1157,485,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5737630847462, 45.5262797761187], [-73.5736777794988, 45.5263716236467], [-73.5736890220041, 45.5264095932817], [-73.5739827495747, 45.5265445723445], [-73.5740884034637, 45.5264293133141], [-73.5737630847462, 45.5262797761187]]]}",118499,57,1000,Logement,0,1,50,9942-09-2747-9-001-0006,rue Rachel Est  (MTL),1157,5005397,Condominium,0,1996,0146.00
4536,REM21,4237,151,2,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5765503571227, 45.5246641043378], [-73.5763482299418, 45.5248783321202], [-73.5764235628463, 45.5249127489297], [-73.5766257954546, 45.5246985209446], [-73.5765503571227, 45.5246641043378]]]}",120340,201,1000,Logement,0,2,50,9842-87-2565-3-000-0000,rue Saint-André  (MTL),4239,1016956,Régulier,0,1885,0141.00
4542,REM21,4544,0,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5813181279239, 45.5271860930341], [-73.5811178084489, 45.5274027576747], [-73.5811868071053, 45.5274338460992], [-73.5813870208302, 45.5272171814143], [-73.5813181279239, 45.5271860930341]]]}",122718,92,1000,Logement,0,1,50,9843-40-5346-2-001-0002,rue de Mentana  (MTL),4544,1123973,Condominium,0,1900,0159.00
4545,REM21,4539,368,3,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5804282740068, 45.528073060171], [-73.5806427291288, 45.5278428878972], [-73.5805587259665, 45.5278050602836], [-73.5803445875634, 45.528035322171], [-73.5804282740068, 45.528073060171]]]}",124023,232,1000,Logement,0,3,50,9843-51-1216-8-000-0000,rue Boyer  (MTL),4543,1026411,Régulier,0,1900,0159.00
4547,REM21,4288,224,2,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5762958419771, 45.5262733429669], [-73.5760853871522, 45.5265031445085], [-73.5761673781258, 45.526540256821], [-73.5763778329983, 45.526310635115], [-73.5762958419771, 45.5262733429669]]]}",124883,232,1000,Logement,0,2,50,9842-89-4543-4-000-0000,avenue Christophe-Colomb  (MTL),4290,1017456,Régulier,0,1900,0141.00
4548,REM21,4671,158,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5837572575426, 45.526625200906], [-73.5836039696716, 45.5267899414951], [-73.5836830022997, 45.5268252509091], [-73.5838348392094, 45.5266602611245], [-73.5837572575426, 45.526625200906]]]}",125285,161,1000,Logement,0,2,50,9842-29-6082-7-000-0000,rue Resther  (MTL),4671,1025360,Régulier,0,1910,0160.00
4549,REM21,1255,0,6,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5781418177973, 45.5296982033129], [-73.5782552747167, 45.5295766356743], [-73.5779961792478, 45.5294572127433], [-73.577881876592, 45.5295783307408], [-73.5781418177973, 45.5296982033129]]]}",125365,394,1000,Logement,0,2,50,9843-72-0298-3-000-0000,avenue du Mont-Royal Est  (MTL),1265,1112823,Régulier,0,9999,0158.00
4552,REM21,807,456,2,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5813766289462, 45.5263081733928], [-73.5814281849441, 45.526253241153], [-73.5811329646185, 45.5261195421844], [-73.5810814085843, 45.526174564285], [-73.5813766289462, 45.5263081733928]]]}",125592,201,1000,Logement,0,3,50,9842-49-5225-1-000-0000,avenue du Mont-Royal Est  (MTL),813,1027683,Régulier,0,1900,0159.00
4557,REM21,812,0,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5759187064658, 45.5236370796154], [-73.5762225662319, 45.5237756460571], [-73.5763118684992, 45.5236788442115], [-73.5760080089144, 45.5235401880208], [-73.5759187064658, 45.5236370796154]]]}",127223,145,1000,Logement,0,1,50,9842-86-5441-6-001-0001,rue Rachel Est  (MTL),812,5183313,Condominium,      A,1900,0142.00
