,borough_id,building_number,built_area,dwelling_number,firstletter_apt,geom,index,land_area,landuse_code,landuse_text,lastletter_apt,max_floors,municipality_code,nad83_registration,street_name,street_number,uid,unit_category,unit_number,year_built,Tract
23,REM05,325,188,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.6031774738135, 45.5186820411321], [-73.6033688149768, 45.5184685853362], [-73.6032831209872, 45.5184305959155], [-73.6030916740492, 45.5186440516648], [-73.6031774738135, 45.5186820411321]]]}",401,222,1000,Logement,0,2,50,9642-70-3576-9-000-0000,avenue Bloomfield  (OUT),325,3030337,Régulier,0,1912,0363.00
81,REM05,1490,0,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.6110850772401, 45.517195234137], [-73.6113047280183, 45.5169536597128], [-73.6109759905085, 45.5168059414386], [-73.6107567603175, 45.5170470648653], [-73.6110850772401, 45.517195234137]]]}",1781,56,1000,Logement,0,1,50,9641-19-2505-8-001-0006,avenue Bernard  (OUT),1490,5143496,Condominium,      2,1924,0362.00
90,REM05,5506,152,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.6029251720377, 45.5204951723137], [-73.6029905804836, 45.5205240910158], [-73.6032075314156, 45.5202812748401], [-73.6031421229758, 45.5202522662683], [-73.6029251720377, 45.5204951723137]]]}",2103,193,1000,Logement,0,2,50,9642-72-4981-6-000-0000,avenue Durocher  (OUT),5506,3032970,Régulier,0,1908,0363.00
112,REM05,1120,122,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.6072441938799, 45.5215807408836], [-73.6076174817367, 45.5211617437656], [-73.6072880971975, 45.5210147355384], [-73.6069149134483, 45.5214337314934], [-73.6072441938799, 45.5215807408836]]]}",2314,35,1000,Logement,0,1,50,9642-43-2081-8-001-0030,avenue Bernard  (OUT),1120,3030176,Condominium,     23,1925,0363.00
162,REM05,460,245,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.608600192469, 45.5169570728597], [-73.6085862443368, 45.5169507866252], [-73.6084797313506, 45.5169027416902], [-73.6081994661662, 45.517198543761], [-73.6083168723189, 45.5172562078526], [-73.608600192469, 45.5169570728597]]]}",3127,432,1000,Logement,0,2,50,9641-39-3112-0-000-0000,avenue Wiseman  (OUT),460,3037645,Régulier,0,1913,0362.00
216,REM05,261,168,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.6012185860107, 45.5191112591795], [-73.6011178882201, 45.5190666219697], [-73.6009330704243, 45.5192733187536], [-73.6009885441601, 45.5192979277345], [-73.6010337684381, 45.5193179561245], [-73.6012185860107, 45.5191112591795]]]}",4236,248,1000,Logement,0,2,50,9642-91-0447-2-000-0000,avenue Querbes  (OUT),261,3033824,Régulier,0,1911,0363.00
224,REM05,5640,232,2,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.6044740054965, 45.5217723826729], [-73.6043915813715, 45.5217357410056], [-73.6041830565171, 45.5219675725747], [-73.6042654808459, 45.5220042143909], [-73.6044740054965, 45.5217723826729]]]}",4436,232,1000,Logement,0,2,50,9642-64-5044-9-000-0000,rue Hutchison  (MTL+OUT),5642,3033462,Régulier,0,1911,0363.00
315,REM05,433,0,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5964078215733, 45.5169440729828], [-73.5962040033553, 45.5171779388785], [-73.5966323354515, 45.5173609909923], [-73.5966477948399, 45.5173675980424], [-73.5968315507654, 45.5171642754703], [-73.5968555010016, 45.5171377746503], [-73.5964078215733, 45.5169440729828]]]}",8396,67,1000,Logement,0,1,50,9741-29-5921-1-000-0042,boulevard Saint-Joseph Ouest  (MTL+OUT),433,5266242,Condominium,     14,1939,0363.00
347,REM05,417,316,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5958653743823, 45.5175664719119], [-73.5960352641516, 45.5176379634505], [-73.5960779484282, 45.5176561960884], [-73.5962938071005, 45.5177523965779], [-73.5964061311716, 45.5176226222684], [-73.5962506072809, 45.5175557088085], [-73.5961884818293, 45.5175286733159], [-73.595978121989, 45.5174370576347], [-73.5958653743823, 45.5175664719119]]]}",11119,44,1000,Logement,0,1,50,9741-29-8968-9-001-0013,boulevard Saint-Joseph Ouest  (MTL+OUT),417,3106276,Condominium,     14,1909,0363.00
355,REM05,1060,344,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.599095252942, 45.5185031500653], [-73.5989975169574, 45.5184601282817], [-73.5988087963976, 45.5186722245976], [-73.5989047363408, 45.5187144381614], [-73.599095252942, 45.5185031500653]]]}",11716,34,1000,Logement,0,1,50,9742-00-6978-9-001-0007,avenue Fairmount Ouest  (MTL+OUT),1060,5065716,Condominium,      6,1911,0363.00
361,REM05,285,194,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.6028163789789, 45.5176310713583], [-73.6028567422456, 45.5176490335741], [-73.603076951991, 45.5174042347482], [-73.6029549117374, 45.5173499891747], [-73.6027347016735, 45.5175947877678], [-73.6028163789789, 45.5176310713583]]]}",12203,365,1000,Logement,0,2,50,9641-79-6058-8-000-0000,avenue McDougall  (OUT),285,3033721,Régulier,0,1940,0362.00
368,REM05,283,277,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.6014577559072, 45.5159560806901], [-73.6012556016464, 45.515967419165], [-73.6013535015094, 45.5161619867429], [-73.6015731031119, 45.5161068960886], [-73.6014577559072, 45.5159560806901]]]}",13057,343,1000,Logement,0,2,50,9641-87-7797-3-000-0000,chemin de la Côte-Sainte-Catherine  (MTL+OUT),283,3036816,Régulier,0,1937,0362.00
408,REM05,18,181,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5972887092177, 45.516920650361], [-73.5971389708388, 45.517086364492], [-73.597207859178, 45.5171169034331], [-73.597359076119, 45.5169515479236], [-73.5973766742341, 45.5169323644629], [-73.5973334605007, 45.5169131428385], [-73.5973063067267, 45.5169011069405], [-73.5973063068818, 45.5169011969332], [-73.5972887092177, 45.516920650361]]]}",17662,53,1000,Logement,0,1,50,9741-29-0204-7-001-0002,avenue Querbes  (OUT),18,3116112,Condominium,0,1908,0363.00
1170,REM05,205,237,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5982788829532, 45.5166038381265], [-73.5984909770369, 45.5163577951796], [-73.5982243145127, 45.5161871284889], [-73.5980076892795, 45.5161951439245], [-73.5978211939939, 45.516409756582], [-73.5978578557785, 45.516425473918], [-73.5981001315633, 45.5165360472262], [-73.598105399686, 45.5165299231928], [-73.5982788829532, 45.5166038381265]]]}",23980,28,1000,Logement,0,1,50,9741-18-3133-8-001-0029,chemin de la Côte-Sainte-Catherine  (MTL+OUT),205,3039264,Condominium,    304,1978,0363.00
1194,REM05,410,193,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.607627316572, 45.5165180189423], [-73.607622561577, 45.5165158635955], [-73.6076044405725, 45.516535769071], [-73.6076091953969, 45.5165378344259], [-73.607513955329, 45.5166428556849], [-73.6073765726842, 45.5167941727707], [-73.6074555116365, 45.5168329754209], [-73.6077082569454, 45.5165545697145], [-73.607627316572, 45.5165180189423]]]}",24736,284,1000,Logement,0,2,50,9641-38-9867-5-000-0000,avenue Wiseman  (OUT),410,3037615,Régulier,0,1910,0362.00
1200,REM05,500,232,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.6070022410787, 45.5194890870796], [-73.6069195013995, 45.5194521775391], [-73.6067034103625, 45.5196929301645], [-73.6068124622469, 45.5197416043075], [-73.6070285530044, 45.519500851478], [-73.6070022410787, 45.5194890870796]]]}",24839,321,1000,Logement,0,2,50,9642-41-5193-2-000-0000,avenue Bloomfield  (OUT),500,3030385,Régulier,0,1912,0362.00
1299,REM05,5623,206,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.6041820207393, 45.5215779951343], [-73.6043908594161, 45.52134535333], [-73.6043084361353, 45.5213088015919], [-73.6040995970875, 45.5215413532547], [-73.6041820207393, 45.5215779951343]]]}",28271,232,1000,Logement,0,2,50,9642-63-5797-4-000-0000,avenue Durocher  (OUT),5623,3032984,Régulier,0,1912,0363.00
1301,REM05,624,253,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.6153840717923, 45.5124543812495], [-73.6152901352464, 45.5124118194864], [-73.6151379286056, 45.5125778298139], [-73.6149851941468, 45.5127442904293], [-73.6151739131244, 45.5128296835001], [-73.6154787483726, 45.5124973921512], [-73.6153840717923, 45.5124543812495]]]}",28516,768,1000,Logement,0,2,50,9541-74-9718-7-000-0000,avenue Dunlop  (OUT),624,3035179,Régulier,0,1911,0362.00
1306,REM05,329,257,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.6034810309687, 45.5185183397196], [-73.6033688149768, 45.5184685853362], [-73.6031774738135, 45.5186820411321], [-73.6032895844826, 45.5187317957969], [-73.6034810309687, 45.5185183397196]]]}",29268,291,1000,Logement,0,2,50,9642-70-2781-6-000-0000,avenue Bloomfield  (OUT),329,3030339,Régulier,0,1913,0363.00
1322,REM05,522,151,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.6100720226194, 45.5148962691124], [-73.61001514946, 45.5149118026629], [-73.6100443908309, 45.5149648702523], [-73.6097210886209, 45.5150531042151], [-73.6098075227346, 45.515092078038], [-73.6101345249751, 45.5150063600625], [-73.6100720226194, 45.5148962691124]]]}",31060,224,1000,Logement,0,2,50,9641-26-1184-8-000-0000,avenue McEachran  (OUT),522,3035826,Régulier,0,1924,0362.00
1353,REM05,1360,1885,20,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.6099158959982, 45.5182117534535], [-73.6097059336351, 45.5184461164293], [-73.6095729990006, 45.5183861288621], [-73.6095043101608, 45.5184626885663], [-73.609435726888, 45.5185393381198], [-73.6098100163863, 45.5187082552903], [-73.6099477105582, 45.5185552251667], [-73.6098227006442, 45.5184987399806], [-73.6100336137993, 45.5182648258402], [-73.6099158959982, 45.5182117534535]]]}",37192,1037,1000,Logement,0,4,50,9642-20-2568-2-000-0000,avenue Bernard  (OUT),1360,3034355,Régulier,0,1940,0362.00
1359,REM05,40,290,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5974497518431, 45.5171268665171], [-73.5973889555968, 45.5171972027184], [-73.5976528881841, 45.5173142379738], [-73.5977136843829, 45.5172439916264], [-73.5974497518431, 45.5171268665171]]]}",38435,22,1000,Logement,0,1,50,9741-19-7827-9-001-0001,avenue Querbes  (OUT),40,3038901,Condominium,      2,1980,0363.00
1364,REM05,357,187,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.6034089151852, 45.5196105569148], [-73.603448962984, 45.5196283392153], [-73.6035008454416, 45.5196513303578], [-73.6036674284644, 45.519465794275], [-73.6035756039708, 45.519425020869], [-73.6034089151852, 45.5196105569148]]]}",40012,208,1000,Logement,0,2,50,9642-71-1285-7-000-0000,avenue de l' Épée  (OUT),357,3030894,Régulier,0,1910,0363.00
1369,REM05,624,205,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.6157598112102, 45.5122086806011], [-73.6159034106517, 45.5122737798054], [-73.6160688860401, 45.5120933561115], [-73.6160235566653, 45.5120733337552], [-73.6159244445514, 45.5120293378819], [-73.6157598112102, 45.5122086806011]]]}",40801,320,1000,Logement,0,2,50,9541-73-4466-0-000-0000,avenue Saint-Germain  (OUT),624,3036953,Régulier,0,1937,0362.00
1381,REM05,518,146,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.6075052335651, 45.5191593313951], [-73.6075850142109, 45.5191948034163], [-73.6078020485958, 45.5189534182625], [-73.6077223737349, 45.5189179462916], [-73.6075052335651, 45.5191593313951]]]}",13779,234,1000,Logement,0,2,50,9642-31-8933-9-000-0000,avenue Champagneur  (OUT),518,3034472,Régulier,0,1922,0362.00
1389,REM05,419,192,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.596245802796, 45.5174623903603], [-73.5960347063693, 45.5173721252943], [-73.595978121989, 45.5174370576347], [-73.5961884818293, 45.5175286733159], [-73.5962506072809, 45.5175557088085], [-73.5964061311716, 45.5176226222684], [-73.5964640842099, 45.5175556187288], [-73.596245802796, 45.5174623903603]]]}",15181,331,1000,Logement,0,2,50,9741-29-8458-1-000-0000,boulevard Saint-Joseph Ouest  (MTL+OUT),419,3039533,Régulier,0,1907,0363.00
1392,REM05,115,290,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5944698661786, 45.515995910696], [-73.5942946227033, 45.5161914298271], [-73.5950368391684, 45.516520908267], [-73.5953934364501, 45.5161247327833], [-73.5951852008597, 45.5160994385295], [-73.5949733825908, 45.5160781065571], [-73.5947689415363, 45.5160489386995], [-73.5944698661786, 45.515995910696]]]}",15752,28,1000,Logement,0,1,50,9741-38-8916-9-001-0030,chemin de la Côte-Sainte-Catherine  (MTL+OUT),115,3038991,Condominium,    204,1986,0363.00
1396,REM05,1250,1964,15,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.6085594024853, 45.5196278265387], [-73.6088660616297, 45.5197641436612], [-73.6090201924404, 45.5195908506538], [-73.6087134282861, 45.5194545340409], [-73.6085594024853, 45.5196278265387]]]}",16398,643,1000,Logement,0,4,50,9642-31-0192-0-000-0000,avenue Bernard  (OUT),1270,3034339,Régulier,0,1939,0362.00
1569,REM05,382,152,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.6037663873632, 45.5197691599146], [-73.603697069589, 45.5197384453471], [-73.6035304858608, 45.5199239814648], [-73.603599698191, 45.5199546962279], [-73.6037663873632, 45.5197691599146]]]}",21129,156,1000,Logement,0,2,50,9642-72-0319-3-000-0000,avenue Querbes  (OUT),382,3033910,Régulier,0,1925,0363.00
1602,REM05,271,277,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.6023901364923, 45.51744165947], [-73.6026103472917, 45.5171967715411], [-73.6024439301482, 45.5171228568564], [-73.6022237187512, 45.5173676544755], [-73.6023200824728, 45.5174104947506], [-73.6023901364923, 45.51744165947]]]}",49531,492,1000,Logement,0,2,50,9641-89-0034-4-000-0000,avenue McDougall  (OUT),271,3033715,Régulier,0,1925,0362.00
1603,REM05,257,190,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.6007921923168, 45.5181899304949], [-73.6006254981766, 45.5183755525168], [-73.6006878389621, 45.5184032153518], [-73.6007246093808, 45.5184194716231], [-73.6008913034851, 45.5182339394507], [-73.6007921923168, 45.5181899304949]]]}",50025,223,1000,Logement,0,2,50,9642-90-2848-1-000-0000,avenue de l' Épée  (OUT),257,3030803,Régulier,0,1922,0363.00
1610,REM05,575,286,2,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.6088578839811, 45.5190822765063], [-73.6086414929904, 45.5193267228019], [-73.6087371253361, 45.5193692883666], [-73.6089535159015, 45.5191247518993], [-73.6088578839811, 45.5190822765063]]]}",53756,283,1000,Logement,0,2,50,9642-31-0051-8-000-0000,avenue Outremont  (OUT),577,3036183,Régulier,0,1925,0362.00
1617,REM05,54,212,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5945335597253, 45.5168348607035], [-73.5944645674481, 45.5168042302414], [-73.594434561688, 45.5167909361201], [-73.5942255897388, 45.5170214901841], [-73.5943245880183, 45.5170654149466], [-73.5945335597253, 45.5168348607035]]]}",56578,279,1000,Logement,0,2,50,9741-48-2694-7-000-0000,avenue Nelson  (OUT),54,3038751,Régulier,0,1919,0363.00
1629,REM05,416,179,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.6077025796177, 45.5169544129734], [-73.6079617507514, 45.5166688912239], [-73.6078710888715, 45.5166280301592], [-73.6076142353307, 45.5169110297241], [-73.6077025796177, 45.5169544129734]]]}",59421,314,1000,Logement,0,2,50,9641-38-7980-8-000-0000,avenue Wiseman  (OUT),416,3037622,Régulier,0,1911,0362.00
1631,REM05,5372,342,3,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.6008848584658, 45.5201809380159], [-73.6006771700714, 45.5204130324878], [-73.6007514532635, 45.52044590433], [-73.6009592470549, 45.5202138096312], [-73.6008848584658, 45.5201809380159]]]}",60861,208,1000,Logement,0,3,50,9642-92-2372-8-000-0000,rue Hutchison  (MTL+OUT),5376,3033395,Régulier,0,1925,0363.00
1633,REM05,406,617,2,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.6058895460314, 45.5182619929683], [-73.6057759737098, 45.5183907878244], [-73.6061078737348, 45.5185382481062], [-73.6062208116151, 45.5184091835352], [-73.6058895460314, 45.5182619929683]]]}",62063,513,1000,Logement,A,2,50,9642-50-1859-3-000-0000,avenue Champagneur  (OUT),410,3034439,Régulier,0,1913,0362.00
1634,REM05,5150,0,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5984200318887, 45.5182080973188], [-73.5983385927167, 45.5181703300564], [-73.5981498468922, 45.5183824606455], [-73.5982325382022, 45.518418822313], [-73.5984200318887, 45.5182080973188]]]}",62218,127,1000,Logement,0,2,50,9742-10-2148-2-001-0001,avenue Durocher  (OUT),5150,5265845,Condominium,0,1906,0363.00
1637,REM05,16,0,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.6087089249288, 45.5184273818805], [-73.6087774865989, 45.5183508751523], [-73.6086288996641, 45.5182850672272], [-73.6086293640123, 45.5182847158478], [-73.6084444989044, 45.5182028440258], [-73.6083755810973, 45.5182797378256], [-73.6085189046198, 45.5183432204932], [-73.6086146406306, 45.5183856199798], [-73.6087089249288, 45.5184273818805]]]}",63631,189,1000,Logement,0,2,50,9642-30-1752-2-001-0002,avenue Laviolette  (OUT),16,5223216,Condominium,0,1925,0362.00
1642,REM05,550,159,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.6078504572539, 45.5193128035676], [-73.6080674911279, 45.5190715079077], [-73.6079685840647, 45.5190275049915], [-73.6077515499364, 45.5192688004656], [-73.6078504572539, 45.5193128035676]]]}",64908,291,1000,Logement,0,1,50,9642-31-7045-3-000-0000,avenue Champagneur  (OUT),550,3034478,Régulier,0,1919,0362.00
1643,REM05,74,161,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.595743224969, 45.5165101492122], [-73.5956594407987, 45.5164729623938], [-73.5954507937342, 45.5167046883463], [-73.5955365857214, 45.5167428635574], [-73.5956418570242, 45.5166255148781], [-73.5956401665998, 45.5166247963512], [-73.595743224969, 45.5165101492122]]]}",64923,234,1000,Logement,0,2,50,9741-38-3157-5-000-0000,avenue McNider  (OUT),74,3038549,Régulier,0,1922,0363.00
1645,REM05,1470,1957,18,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.6110850772401, 45.517195234137], [-73.6107567603175, 45.5170470648653], [-73.6105361587559, 45.517289719065], [-73.6108644765131, 45.5174378889637], [-73.6110850772401, 45.517195234137]]]}",66004,976,1000,Logement,0,4,50,9641-19-4330-9-000-0000,avenue Bernard  (OUT),1470,3034375,Régulier,0,1923,0362.00
1651,REM05,553,201,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.6117752081254, 45.5152639457175], [-73.6116927878914, 45.5152268593088], [-73.6114783070106, 45.5154625799758], [-73.6115607272705, 45.5154995765449], [-73.6117752081254, 45.5152639457175]]]}",68226,237,1000,Logement,0,2,50,9641-07-7822-7-000-0000,avenue Davaar  (OUT),553,3034617,Régulier,0,1965,0362.00
1652,REM05,340,163,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.6035531221442, 45.5191985295351], [-73.6037445692128, 45.5189850730332], [-73.6036588741862, 45.5189470838988], [-73.603467426922, 45.5191605402587], [-73.6035531221442, 45.5191985295351]]]}",68320,222,1000,Logement,0,2,50,9642-71-0633-9-000-0000,avenue de l' Épée  (OUT),340,3030886,Régulier,0,1943,0363.00
1658,REM05,5789,169,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.6061343310401, 45.5224463372615], [-73.6063402021973, 45.5222103649563], [-73.6062576706376, 45.5221737247382], [-73.6060519048545, 45.5224096967984], [-73.6061343310401, 45.5224463372615]]]}",70285,232,1000,Logement,0,2,50,9642-54-0393-6-000-0000,avenue Durocher  (OUT),5789,3033044,Régulier,0,1911,0363.00
1667,REM05,507,203,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.6097564658997, 45.5145697188611], [-73.6099285045107, 45.5148729191915], [-73.6099630083198, 45.5148635267305], [-73.6099937297292, 45.5149176728223], [-73.61001514946, 45.5149118026629], [-73.6100720226194, 45.5148962691124], [-73.6098690503563, 45.514538653105], [-73.6097564658997, 45.5145697188611]]]}",73277,384,1000,Logement,0,2,50,9641-26-1251-5-000-0000,chemin de la Côte-Sainte-Catherine  (MTL+OUT),507,3036850,Régulier,0,1922,0362.00
1682,REM05,633,213,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.6156672563181, 45.5125828746167], [-73.6157778886376, 45.5126329785467], [-73.615941785662, 45.512454356505], [-73.6158105485359, 45.5123948243749], [-73.6156466514528, 45.5125735362231], [-73.6156672563181, 45.5125828746167]]]}",73969,287,1000,Logement,0,2,50,9541-74-5307-3-000-0000,avenue Saint-Germain  (OUT),633,3036963,Régulier,0,1937,0362.00
1683,REM05,641,227,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.6159090207155, 45.5126925108184], [-73.6160729173121, 45.512513798598], [-73.615941785662, 45.512454356505], [-73.6157778886376, 45.5126329785467], [-73.6158558704018, 45.5126683566624], [-73.6159090207155, 45.5126925108184]]]}",73970,288,1000,Logement,0,2,50,9541-74-4314-0-000-0000,avenue Saint-Germain  (OUT),641,3036964,Régulier,0,1937,0362.00
1685,REM05,475,438,2,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.6070787446789, 45.5186317445514], [-73.607170993235, 45.5186727847275], [-73.6073867539402, 45.518427981811], [-73.6071954947878, 45.5183429383138], [-73.6069797335769, 45.5185877408732], [-73.6070787446789, 45.5186317445514]]]}",73984,566,1000,Logement,0,2,50,9642-40-2871-8-000-0000,avenue Outremont  (OUT),477,3036139,Régulier,0,1941,0362.00
1695,REM05,1063,305,2,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.603992776324, 45.5208703749421], [-73.604122270016, 45.5207249187522], [-73.6041274327902, 45.5207190645199], [-73.6038147548762, 45.5205790504682], [-73.6036785174659, 45.5207321618147], [-73.603992776324, 45.5208703749421]]]}",74484,583,1000,Logement,0,2,50,9642-63-8318-6-000-0000,avenue Saint-Viateur  (OUT),1067,3034173,Régulier,0,1954,0363.00
1701,REM05,438,223,2,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.596179691526, 45.5178844221013], [-73.5962368021687, 45.5178184093096], [-73.5960199951344, 45.5177233794166], [-73.5959617252763, 45.5177907429662], [-73.596179691526, 45.5178844221013]]]}",74933,168,1000,Logement,0,2,50,9741-29-9392-1-000-0000,avenue Édouard-Charles  (OUT),440,3038112,Régulier,0,1909,0363.00
1703,REM05,440,208,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.6083615950288, 45.5168493981084], [-73.6083489148939, 45.5168436505985], [-73.6082532860868, 45.5168005447301], [-73.6079777582389, 45.5170895923149], [-73.6080843851699, 45.5171420472543], [-73.6083615950288, 45.5168493981084]]]}",74937,388,1000,Logement,0,2,50,9641-39-4901-5-000-0000,avenue Wiseman  (OUT),440,3037636,Régulier,0,1920,0362.00
