,borough_id,building_number,built_area,dwelling_number,firstletter_apt,geom,index,land_area,landuse_code,landuse_text,lastletter_apt,max_floors,municipality_code,nad83_registration,street_name,street_number,uid,unit_category,unit_number,year_built,Tract
0,REM19,1250,253,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5836369225826, 45.5024755440854], [-73.5839221888831, 45.5020983541694], [-73.5835395143121, 45.5019136990355], [-73.5834603029607, 45.5020224684924], [-73.5832896156448, 45.5019400694843], [-73.5830143418271, 45.502224197803], [-73.5830932422293, 45.5022620274921], [-73.5834149711089, 45.5024163109957], [-73.5834240189306, 45.5023964159348], [-73.5836369225826, 45.5024755440854]]]}",0,34,1000,Logement,0,0,50,9840-22-7858-8-001-0103,avenue des Pins Ouest  (MTL),1250,1038640,Condominium,   1040,1979,0129.01
4,REM19,2212,354,6,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5844595637594, 45.4907511784624], [-73.5844009654894, 45.4908012579855], [-73.5846389258426, 45.4909398514074], [-73.5846979456146, 45.4908894114781], [-73.5844595637594, 45.4907511784624]]]}",8,178,1000,Logement,0,3,50,9838-19-9094-8-000-0000,boulevard De Maisonneuve Ouest  (MTL+WMT),2214,1037770,Régulier,0,1900,0065.02
5,REM19,2208,198,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5843433155169, 45.4908504368461], [-73.5845813813289, 45.4909889403156], [-73.5846389258426, 45.4909398514074], [-73.5844009654894, 45.4908012579855], [-73.5843433155169, 45.4908504368461]]]}",9,173,1000,Logement,0,2,50,9838-19-9599-6-000-0000,boulevard De Maisonneuve Ouest  (MTL+WMT),2208,1037771,Régulier,0,1900,0065.02
6,REM19,2204,189,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5842890381551, 45.4908968233999], [-73.5845272095574, 45.4910353269032], [-73.5845813813289, 45.4909889403156], [-73.5843433155169, 45.4908504368461], [-73.5842890381551, 45.4908968233999]]]}",10,166,1000,Logement,0,2,50,9839-10-9905-2-000-0000,boulevard De Maisonneuve Ouest  (MTL+WMT),2206,1037773,Régulier,0,1900,0065.02
8,REM19,3480,407,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5840493638705, 45.4984733411763], [-73.5841601046247, 45.4983502391203], [-73.5842672624106, 45.4982310992925], [-73.5843554538563, 45.4981330317476], [-73.5844435394555, 45.4980349642112], [-73.5845897832055, 45.4978701686852], [-73.5841254317949, 45.4976752266276], [-73.5840571411459, 45.4977419617699], [-73.5838505790013, 45.4976573401046], [-73.5836979978991, 45.4978198895071], [-73.5833750242919, 45.4981637192468], [-73.5840493638705, 45.4984733411763]]]}",16,17,1000,Logement,0,1,50,9839-27-3597-7-001-0314,rue Simpson  (MTL),3480,1039817,Condominium,    808,1972,0129.01
16,REM19,1947,0,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5827629944739, 45.493338103931], [-73.5828494223646, 45.4932642468988], [-73.5828604579253, 45.4932333712448], [-73.5828295751476, 45.4931873171507], [-73.5825181000541, 45.4930077362671], [-73.5823856116097, 45.493120503322], [-73.5827629944739, 45.493338103931]]]}",39,65,1000,Logement,0,1,50,9839-32-4151-2-001-0010,boulevard De Maisonneuve Ouest  (MTL+WMT),1947,1037737,Condominium,      7,1910,0065.01
18,REM19,1824,1868,16,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5795296201583, 45.493426254301], [-73.5796622203011, 45.4933133105006], [-73.5796262044147, 45.4932923672088], [-73.579274813191, 45.4930879671931], [-73.5791430578103, 45.4932014499218], [-73.5795296201583, 45.493426254301]]]}",50,633,1000,Logement,0,3,50,9839-52-9361-0-000-0000,rue Sainte-Catherine Ouest  (MTL+WMT),1824,1002629,Régulier,0,1934,0066.01
42,REM19,1535,2780,23,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5841878360584, 45.4975537799901], [-73.5836863105306, 45.4973397849945], [-73.5835327316319, 45.4975410319407], [-73.5838505790013, 45.4976573401046], [-73.5840571411459, 45.4977419617699], [-73.5841254317949, 45.4976752266276], [-73.5841034656931, 45.4976659735155], [-73.5841878360584, 45.4975537799901]]]}",120,1122,1000,Logement,0,4,50,9839-27-4438-3-000-0000,avenue Summerhill  (MTL),1535,1039490,Régulier,0,1940,0129.01
52,REM19,1321,29113,136,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5800030000017, 45.5001822450384], [-73.5803625016059, 45.4998227404739], [-73.5801619374066, 45.499726858819], [-73.5800379447513, 45.4996674603613], [-73.5801586202246, 45.4995461551102], [-73.5800587080419, 45.4994981688898], [-73.5799813978275, 45.4994611459105], [-73.5793842531708, 45.4991747546011], [-73.5789071334673, 45.4996563680068], [-73.5800030000017, 45.5001822450384]]]}",141,6275,1000,Logement,0,14,50,9839-59-7475-5-000-0000,rue Sherbrooke Ouest  (MTL+MTO+WMT),1321,1003047,Régulier,0,1925,0129.02
53,REM19,1235,404,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5819311523454, 45.4897445562015], [-73.5817900684822, 45.489892696123], [-73.5818692666293, 45.4899299865667], [-73.5820092943423, 45.4897813073473], [-73.5819311523454, 45.4897445562015]]]}",143,36,1000,Logement,0,1,50,9838-38-9882-6-001-0003,rue du Sussex  (MTL),1235,1002503,Condominium,0,1900,0066.02
54,REM19,1225,7317,111,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5816958716353, 45.4899915760633], [-73.5817900684822, 45.489892696123], [-73.5819311523454, 45.4897445562015], [-73.5816527983064, 45.4896133654337], [-73.5814237517359, 45.4898664998221], [-73.5816958716353, 45.4899915760633]]]}",144,856,1000,Logement,0,17,50,9838-48-1578-7-000-0000,rue du Sussex  (MTL),1225,1002508,Régulier,0,1964,0066.02
56,REM19,1050,0,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5710948245047, 45.4961244348731], [-73.5708693910412, 45.4960153977665], [-73.5702008455082, 45.4965747217505], [-73.5707661616625, 45.496847220044], [-73.5709966569636, 45.4966066188959], [-73.5709752492862, 45.4965962731944], [-73.5710287220271, 45.4965551530777], [-73.5707866522725, 45.4964380725548], [-73.5710948245047, 45.4961244348731]]]}",154,5,1000,Logement,0,1,50,9939-26-7518-9-001-0067,rue Drummond  (MTL),1050,5256186,Condominium,   1705,2017,0063.00
58,REM19,3468,168,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5804926401409, 45.5004172328514], [-73.5805809571088, 45.5003261876268], [-73.5805019555474, 45.500288356261], [-73.5804136383832, 45.5003793114322], [-73.5804926401409, 45.5004172328514]]]}",159,91,1000,Logement,0,2,50,9840-50-0850-3-000-0000,rue de la Montagne  (MTL),3468,1036327,Régulier,0,1925,0129.02
59,REM19,3472,274,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5807405451389, 45.5004028389969], [-73.5806598533594, 45.5003641090052], [-73.5805715363313, 45.5004550642971], [-73.5806504327557, 45.5004929856809], [-73.5807405451389, 45.5004028389969]]]}",161,93,1000,Logement,0,3,50,9840-40-9559-2-000-0000,rue de la Montagne  (MTL),3472,1036331,Régulier,0,1925,0129.02
88,REM19,2300,348,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5817681792679, 45.4872356619117], [-73.5815329694828, 45.4873057547849], [-73.5817027298804, 45.4875823625291], [-73.5820620850206, 45.4874749229887], [-73.5817681792679, 45.4872356619117]]]}",263,57,1000,Logement,0,1,50,9838-46-0712-7-001-0005,rue du Souvenir  (MTL),2300,1002285,Condominium,    103,1983,0066.02
89,REM19,1198,326,3,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5804989149697, 45.4902286579832], [-73.5806987976186, 45.4900182928417], [-73.5806242463249, 45.4899831581442], [-73.580424679844, 45.4901933429475], [-73.5804989149697, 45.4902286579832]]]}",267,197,1000,Logement,0,3,50,9838-59-0212-1-000-0000,avenue Seymour  (MTL),1198,1002539,Régulier,0,1900,0066.02
96,REM19,3445,29554,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5793753669984, 45.5017140042047], [-73.5793864329152, 45.5017022074301], [-73.5794139396822, 45.5016729405811], [-73.5794168970337, 45.5016743784133], [-73.5797240144432, 45.5013569391], [-73.5793802279024, 45.5011923113052], [-73.5790693069867, 45.5015077724899], [-73.5790733204217, 45.5015096595651], [-73.5792500186338, 45.5015935905906], [-73.5792066918387, 45.5016315077004], [-73.5793753669984, 45.5017140042047]]]}",301,16,1000,Logement,0,1,50,9840-51-9572-2-001-0045,rue Drummond  (MTL),3445,1037100,Condominium,    705,1958,0129.02
101,REM19,30,272,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5816929650541, 45.4990757543533], [-73.5817431276472, 45.4990234325029], [-73.5815876629866, 45.4989500193201], [-73.5815376058569, 45.4990023410276], [-73.5816929650541, 45.4990757543533]]]}",314,103,1000,Logement,0,2,50,9839-49-1902-5-000-0000,place Redpath  (MTL),30,1003546,Régulier,0,1923,0129.01
102,REM19,24,269,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5818433470124, 45.4989187888103], [-73.5818934037848, 45.4988664669682], [-73.5817380449034, 45.4987930539122], [-73.5816878825099, 45.4988453757624], [-73.5818433470124, 45.4989187888103]]]}",317,103,1000,Logement,0,2,50,9839-48-0885-5-000-0000,place Redpath  (MTL),24,1003551,Régulier,0,1923,0129.01
104,REM19,3437,294,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5818934037848, 45.4988664669682], [-73.5819596895254, 45.4987973047586], [-73.5818012674276, 45.4987220941243], [-73.5817347708876, 45.4987915263729], [-73.5817380449034, 45.4987930539122], [-73.5818934037848, 45.4988664669682]]]}",319,137,1000,Logement,0,2,50,9839-48-0378-1-000-0000,rue Redpath  (MTL),3437,1003553,Régulier,0,1923,0129.01
112,REM19,1515,13175,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5856646719974, 45.4984005067531], [-73.5856281289384, 45.4983835254624], [-73.5856537287953, 45.498352728641], [-73.5856650757967, 45.4983187927458], [-73.5858257335599, 45.4981261769766], [-73.585824340066, 45.4981120491115], [-73.585467704518, 45.497963917929], [-73.585057773259, 45.4984468567344], [-73.5854808698662, 45.49864344573], [-73.5856782965112, 45.4984068860425], [-73.5856646719974, 45.4984005067531]]]}",355,21,1000,Logement,0,1,50,9839-18-2224-8-001-0013,avenue du Docteur-Penfield  (MTL),1515,1004005,Condominium,    208,1982,0129.01
123,REM19,1550,14950,143,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5849476031157, 45.497053125952], [-73.584801068868, 45.4972332209999], [-73.5847497619149, 45.4972936444362], [-73.584649886446, 45.4974109794785], [-73.5853760411572, 45.4977185753604], [-73.5856795599149, 45.4973609855881], [-73.5852141523269, 45.4971652387932], [-73.5849476031157, 45.497053125952]]]}",384,3056,1000,Logement,0,20,50,9839-17-4321-2-000-0000,avenue du Docteur-Penfield  (MTL),1550,1036242,Régulier,0,1967,0129.01
137,REM19,2100,398,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5848869005982, 45.4921242475572], [-73.5850704030411, 45.4919749923684], [-73.5847766517934, 45.4917923446364], [-73.5845885200265, 45.4919510520687], [-73.5848869005982, 45.4921242475572]]]}",417,81,1000,Logement,0,1,50,9839-11-6918-6-001-0013,rue Chomedey  (MTL),2100,1037632,Condominium,    203,1927,0065.02
140,REM19,1816,131,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5786725803442, 45.4929616731942], [-73.5787224365111, 45.4929185321266], [-73.5784481518603, 45.4927598829061], [-73.5783993494336, 45.4928019432142], [-73.5786725803442, 45.4929616731942]]]}",431,169,1000,Logement,0,2,50,9839-62-5917-2-000-0000,rue Tupper  (MTL+WMT),1816,1037406,Régulier,0,1875,0066.01
143,REM19,1824,131,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5788219375549, 45.4928322500708], [-73.5785480755419, 45.4926738707757], [-73.5784981138016, 45.4927169218485], [-73.5787720815401, 45.4928753911824], [-73.5788219375549, 45.4928322500708]]]}",434,169,1000,Logement,0,2,50,9839-62-5108-8-000-0000,rue Tupper  (MTL+WMT),1824,1037410,Régulier,0,1875,0066.01
149,REM19,1235,361,2,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.576978438941, 45.4947850984555], [-73.5768927991152, 45.4947474490165], [-73.5765783636118, 45.4951013332061], [-73.5766587285924, 45.4951401563291], [-73.5766981414629, 45.4950979231006], [-73.5766930728453, 45.4950957666689], [-73.5768417568386, 45.4949294494561], [-73.5768445023348, 45.4949306175198], [-73.576978438941, 45.4947850984555]]]}",477,352,1000,Logement,0,3,50,9839-74-9849-8-000-0000,rue Guy  (MTL),1237,1037071,Régulier,0,1910,0063.00
152,REM19,1256,194,2,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5785763077583, 45.4933209021155], [-73.5786394668749, 45.4933575758558], [-73.5788900150715, 45.4931417795156], [-73.5788327709397, 45.4931087915497], [-73.5787752186699, 45.4931575175468], [-73.5787731062836, 45.4931562590995], [-73.5787108105087, 45.4932089480334], [-73.5787096486583, 45.4932082288888], [-73.5785763077583, 45.4933209021155]]]}",486,189,1000,Logement,0,3,50,9839-62-4559-3-000-0000,rue Saint-Mathieu  (MTL),1256,1037159,Régulier,0,1870,0066.01
157,REM19,3470,0,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5833345958645, 45.4988034194501], [-73.5830144488739, 45.4991368968474], [-73.5834830698305, 45.4993586581802], [-73.5838018355132, 45.4990199608987], [-73.5833345958645, 45.4988034194501]]]}",503,79,1000,Logement,0,1,50,9839-29-8109-2-001-0028,rue Redpath  (MTL),3470,1003378,Condominium,    206,1979,0129.01
158,REM19,2122,483,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5775316222953, 45.4998395458015], [-73.5774507221834, 45.4998006336945], [-73.5772716523594, 45.4999829908771], [-73.5773522358533, 45.5000218133311], [-73.5775316222953, 45.4998395458015]]]}",504,188,1000,Logement,0,3,50,9840-70-5101-4-000-0000,rue Drummond  (MTL),2124,1037384,Régulier,0,1900,0064.00
159,REM19,2214,313,1,B,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.580161962548, 45.4878429947985], [-73.5804576795367, 45.4880971079558], [-73.5805300079367, 45.4880548501895], [-73.5802304870816, 45.4877972300422], [-73.580161962548, 45.4878429947985]]]}",512,63,1000,Logement,B,1,50,9838-56-1972-5-001-0009,rue du Souvenir  (MTL),2214,1002342,Condominium,0,1900,0066.02
160,REM19,2204,365,4,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5803856677873, 45.488139185484], [-73.5804576795367, 45.4880971079558], [-73.580161962548, 45.4878429947985], [-73.5800938602051, 45.4878884892638], [-73.5803856677873, 45.488139185484]]]}",514,265,1000,Logement,0,3,50,9838-56-2476-6-000-0000,rue du Souvenir  (MTL),2208,1002344,Régulier,0,1900,0066.02
161,REM19,2198,365,3,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5800938602051, 45.4878884892638], [-73.5800258632964, 45.4879338936297], [-73.5803137616022, 45.4881812628924], [-73.5803856677873, 45.488139185484], [-73.5800938602051, 45.4878884892638]]]}",515,262,1000,Logement,0,3,50,9838-56-3081-3-000-0000,rue du Souvenir  (MTL),2202,1002346,Régulier,0,1900,0066.02
164,REM19,1823,272,5,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5782321595602, 45.4925524168237], [-73.578181775191, 45.492595198069], [-73.5784104323003, 45.492727421275], [-73.5784603941166, 45.4926843702406], [-73.5785103559819, 45.4926414091771], [-73.5782825437284, 45.4925095455629], [-73.5782321595602, 45.4925524168237]]]}",549,282,1000,Logement,0,2,50,9839-61-7591-5-000-0000,rue Baile  (MTL),1827,1037352,Régulier,0,1875,0066.01
168,REM19,2086,232,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5810719210647, 45.4907430137954], [-73.5809023290393, 45.4906623201509], [-73.5807704362478, 45.490599598241], [-73.5807198582422, 45.4906520100286], [-73.5810122614314, 45.490790932497], [-73.5810719210647, 45.4907430137954]]]}",571,199,1000,Logement,0,2,50,9838-49-7677-9-000-0000,rue Tupper  (MTL+WMT),2086,1037448,Régulier,0,1900,0066.02
170,REM19,1207,2097,34,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.58063706185, 45.4904597530595], [-73.5805628264627, 45.4904245281084], [-73.5803606195154, 45.490634354673], [-73.5804348550527, 45.490669579754], [-73.5805833264049, 45.4907400297706], [-73.5807854275043, 45.4905302928838], [-73.58063706185, 45.4904597530595]]]}",586,593,1000,Logement,0,5,50,9838-59-0165-1-000-0000,avenue Seymour  (MTL),1215,1002558,Régulier,0,1900,0066.02
171,REM19,1387,240,3,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5718198132926, 45.4947121441417], [-73.5715858892382, 45.4945818009459], [-73.5715262254798, 45.4946360141819], [-73.5717601496213, 45.4947663574986], [-73.5718198132926, 45.4947121441417]]]}",590,178,1000,Logement,0,3,50,9939-14-9718-9-000-0000,avenue Argyle  (MTL),1387,1036742,Régulier,0,1870,0063.00
174,REM19,1814,633,4,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5822979545574, 45.495176459633], [-73.5822354498247, 45.4952298705659], [-73.5823590308715, 45.4953015960379], [-73.5825634154978, 45.4954201494129], [-73.5826165177235, 45.4953600856126], [-73.5822979545574, 45.495176459633]]]}",620,253,1000,Logement,0,4,50,9839-34-5788-6-000-0000,rue Sherbrooke Ouest  (MTL+MTO+WMT),1814,1002795,Régulier,0,1930,0065.01
175,REM19,1822,507,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5822595786325, 45.495058236318], [-73.5823648862698, 45.4951193557557], [-73.5826718322629, 45.4952974103857], [-73.5827243021001, 45.4952380669366], [-73.5823221885566, 45.4950047353015], [-73.5822595786325, 45.495058236318]]]}",622,316,1000,Logement,0,3,50,9839-34-5172-3-000-0000,rue Sherbrooke Ouest  (MTL+MTO+WMT),1822,1002797,Régulier,0,1968,0065.01
179,REM19,1923,212,2,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5808811376458, 45.492592868702], [-73.5808313876584, 45.4926351107076], [-73.5810401957222, 45.4927564535209], [-73.5810861510762, 45.4927173638793], [-73.5810854039675, 45.4927115148545], [-73.5811275646751, 45.4926755776501], [-73.5811259650488, 45.4926639696689], [-73.5809307820284, 45.4925506267492], [-73.5808811376458, 45.492592868702]]]}",636,255,1000,Logement,0,2,50,9839-41-7095-9-000-0000,rue Sainte-Catherine Ouest  (MTL+WMT),1927,1002699,Régulier,0,9999,0065.01
180,REM19,1915,287,4,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5810401957222, 45.4927564535209], [-73.5808313876584, 45.4926351107076], [-73.5807791079502, 45.4926795143159], [-73.5809018369357, 45.4927509720196], [-73.580959927318, 45.4927847682894], [-73.580987916324, 45.4928010372098], [-73.5810401957222, 45.4927564535209]]]}",637,131,1000,Logement,0,3,50,9839-42-7502-2-000-0000,rue Sainte-Catherine Ouest  (MTL+WMT),1919,1002701,Régulier,0,1885,0065.01
181,REM19,1905,263,4,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5806691727709, 45.4927729149072], [-73.5808198909365, 45.4928607316823], [-73.5808670058218, 45.4928205613914], [-73.5808679415608, 45.4928107514751], [-73.5808442829529, 45.492796999269], [-73.5807235606943, 45.492726709997], [-73.5806691727709, 45.4927729149072]]]}",638,102,1000,Logement,0,3,50,9839-42-8611-0-000-0000,rue Sainte-Catherine Ouest  (MTL+WMT),1907,1002703,Régulier,0,1925,0065.01
182,REM19,1861,1345,18,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5804541526782, 45.4929575525159], [-73.5802836095797, 45.493102831457], [-73.5805739561042, 45.4932714541717], [-73.5807443934325, 45.4931261748762], [-73.5804541526782, 45.4929575525159]]]}",639,616,1000,Logement,0,3,50,9839-52-0645-5-000-0000,rue Sainte-Catherine Ouest  (MTL+WMT),1871,1002705,Régulier,0,1929,0065.01
183,REM19,3,158,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5805513640458, 45.4996316422102], [-73.5806046920546, 45.4995776087648], [-73.5802849861992, 45.4994189961813], [-73.5802313412763, 45.4994729397086], [-73.5805513640458, 45.4996316422102]]]}",640,224,1000,Logement,0,2,50,9839-59-1458-7-000-0000,place Ontario  (MTL),3,1036552,Régulier,0,1952,0129.02
184,REM19,4,158,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5804979303914, 45.4996856757047], [-73.5805513640458, 45.4996316422102], [-73.5802313412763, 45.4994729397086], [-73.5801776962509, 45.4995268832102], [-73.5802812017955, 45.4995781965436], [-73.5804979303914, 45.4996856757047]]]}",642,224,1000,Logement,0,2,50,9839-59-1864-6-000-0000,place Ontario  (MTL),4,1036554,Régulier,0,1952,0129.02
185,REM19,6,227,1,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5801619374066, 45.499726858819], [-73.5802541565137, 45.4996341012298], [-73.5802350395758, 45.4996245753961], [-73.5802812017955, 45.4995781965436], [-73.5801776962509, 45.4995268832102], [-73.5801586202246, 45.4995461551102], [-73.5800379447513, 45.4996674603613], [-73.5801619374066, 45.499726858819]]]}",644,208,1000,Logement,0,2,50,9839-59-3469-2-000-0000,place Ontario  (MTL),6,1036557,Régulier,0,1900,0129.02
186,REM19,1815,688,10,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5799366126783, 45.4937675841844], [-73.5799992320395, 45.4937202039559], [-73.579735399416, 45.4935699198904], [-73.5796745802677, 45.4936217083839], [-73.5797921336036, 45.4936894811591], [-73.5797958229194, 45.4936864188152], [-73.5799366126783, 45.4937675841844]]]}",645,192,1000,Logement,0,4,50,9839-53-6008-8-000-0000,rue Sainte-Catherine Ouest  (MTL+WMT),1817,1002711,Régulier,0,1880,0065.01
187,REM19,1801,872,5,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.579871050381, 45.4938235157842], [-73.5796126016725, 45.4936745775703], [-73.5794403676211, 45.4938212063095], [-73.5796971301771, 45.493971675969], [-73.5796983949231, 45.4939705051758], [-73.579871050381, 45.4938235157842]]]}",646,554,1000,Logement,0,2,50,9839-53-7325-5-000-0000,rue Sainte-Catherine Ouest  (MTL+WMT),1809,1002713,Régulier,0,1870,0065.01
188,REM19,1015,555,4,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.5812862606049, 45.4873047608111], [-73.5813104533584, 45.4873244520096], [-73.5817252877068, 45.4872007754498], [-73.5816155224008, 45.4871113102974], [-73.5812862606049, 45.4873047608111]]]}",653,269,1000,Logement,0,3,50,9838-45-2992-5-000-0000,avenue Atwater  (MTL+WMT),1019,1038502,Régulier,0,1900,0066.02
201,REM19,2216,308,3,0,"{'type': 'Polygon', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:EPSG::4326'}}, 'coordinates': [[[-73.580603917456, 45.4880117809506], [-73.5803000652708, 45.4877506546427], [-73.5802304870816, 45.4877972300422], [-73.5805300079367, 45.4880548501895], [-73.580603917456, 45.4880117809506]]]}",736,272,1000,Logement,0,3,50,9838-56-1366-0-000-0000,rue du Souvenir  (MTL),2220,1002333,Régulier,0,1900,0066.02
