index,ID_UEV,postal_code,tract,street_name,street_number
47,1040586,H2L 4S3,50.0,rue Sherbrooke Est  (MTE+MTL),1100
48,1040588,H2L 1L7,50.0,rue Sherbrooke Est  (MTE+MTL),1180
352,1034448,H2K 4G1,149.0,rue Cartier  (MTL),3585
564,1034485,H2K 4G1,149.0,rue Cartier  (MTL),3443
565,1034487,H2K 4G1,149.0,rue Cartier  (MTL),3437
573,1034720,H2K 4B6,149.0,rue Dorion  (MTL),3444
577,1034722,H2K 4B6,149.0,rue Dorion  (MTL),3450
624,1035305,H2K 1A4,149.0,rue Gauthier  (MTL),1891
752,1034758,H2K 4B6,149.0,rue Dorion  (MTL),3582
841,1034489,H2K 4G1,149.0,rue Cartier  (MTL),3431
1216,1112963,H2K 4J6,49.0,avenue Papineau  (MTL),2250
1277,1035378,H2K 1B3,48.0,rue Sherbrooke Est  (MTE+MTL),1850
1307,1035380,H2K 1B3,48.0,rue Sherbrooke Est  (MTE+MTL),1834
1308,1035381,H2K 1B3,48.0,rue Sherbrooke Est  (MTE+MTL),1816
1435,1034414,H2K 4G3,149.0,rue Cartier  (MTL),4103
1437,1035330,H2K 1A3,149.0,rue Gauthier  (MTL),1882
1528,1034369,H2K 4G2,149.0,rue Cartier  (MTL),3562
1529,1034371,H2K 4G2,149.0,rue Cartier  (MTL),3570
1561,1034766,H2K 4B9,149.0,rue Dorion  (MTL),4020
1567,1035333,H2K 1A2,149.0,rue Gauthier  (MTL),1836
1568,1035334,H2K 1A2,149.0,rue Gauthier  (MTL),1830
1946,1034467,H2K 4G1,149.0,rue Cartier  (MTL),3513
2063,1035396,H2L 1M4,49.0,rue Sherbrooke Est  (MTE+MTL),1360
2066,1034716,H2K 4B6,149.0,rue Dorion  (MTL),3430
2143,1035398,H2L 3A6,49.0,rue Sherbrooke Est  (MTE+MTL),1344
2186,1034840,H2K 4B7,149.0,rue Dorion  (MTL),3541
2257,1034738,H2K 4B6,149.0,rue Dorion  (MTL),3516
2238,1034842,H2K 4B7,149.0,rue Dorion  (MTL),3535
2258,1034740,H2K 4B6,149.0,rue Dorion  (MTL),3518
2581,1035382,H2K 1B3,48.0,rue Sherbrooke Est  (MTE+MTL),1814
2597,1034826,H2K 4B8,149.0,rue Dorion  (MTL),4019
2692,1034355,H2K 4G2,149.0,rue Cartier  (MTL),3512
2766,1034382,H2K 4G4,149.0,rue Cartier  (MTL),4018
2902,1034474,H2K 4G1,149.0,rue Cartier  (MTL),3485
2903,1034476,H2K 4G1,149.0,rue Cartier  (MTL),3479
3060,1034768,H2K 4B9,149.0,rue Dorion  (MTL),4026
3062,1034770,H2K 4B9,149.0,rue Dorion  (MTL),4032
3064,1035323,H2K 1A5,149.0,rue Gauthier  (MTL),1960
3372,1111060,H2K 4G2,149.0,avenue Papineau  (MTL),3535
3492,1034420,H2K 4G3,149.0,rue Cartier  (MTL),4085
3493,1034422,H2K 4G3,149.0,rue Cartier  (MTL),4077
3508,1040590,H2L 1M1,50.0,rue Sherbrooke Est  (MTE+MTL),1250
3509,1040592,H2L 1M1,50.0,rue Sherbrooke Est  (MTE+MTL),1264
3522,1034424,H2K 4G3,149.0,rue Cartier  (MTL),4069
3674,1035298,H2K 1A1,149.0,rue Gauthier  (MTL),1829
3848,1034333,H2K 4G2,149.0,rue Cartier  (MTL),3430
3984,1034410,H2K 4G3,149.0,rue Cartier  (MTL),4119
3985,1034412,H2K 4G3,149.0,rue Cartier  (MTL),4109
4118,1034440,H2K 4G3,149.0,rue Cartier  (MTL),4017
4159,1034789,H2K 4B9,149.0,rue Dorion  (MTL),4086
4189,1034478,H2K 4G1,149.0,rue Cartier  (MTL),3473
4190,1108920,H2L 2Y3,49.0,rue Plessis  (MTL),2214
4191,1034481,H2K 4G1,149.0,rue Cartier  (MTL),3459
4212,1034483,H2K 4G1,149.0,rue Cartier  (MTL),3449
4294,1035338,H2K 1B4,149.0,rue Sherbrooke Est  (MTE+MTL),1833
4295,1035339,H2K 1B4,149.0,rue Sherbrooke Est  (MTE+MTL),1841
4537,1034361,H2K 4G2,149.0,rue Cartier  (MTL),3530
4919,1027359,H2L 3M4,144.0,avenue du Parc-La Fontaine  (MTL),3700
5213,1034491,H2K 4G1,149.0,rue Cartier  (MTL),3423
5278,1035402,H2L 1M2,49.0,rue Sherbrooke Est  (MTE+MTL),1324
5279,1035407,H2L 1M2,49.0,rue Sherbrooke Est  (MTE+MTL),1302
5285,1035297,H2K 1A1,149.0,rue Gauthier  (MTL),1823
5300,1027132,H2L 1G6,144.0,rue Saint-André  (MTL),3673
5365,1034387,H2K 4G4,149.0,rue Cartier  (MTL),4032
5367,1034389,H2K 4G4,149.0,rue Cartier  (MTL),4046
5929,1034750,H2K 4B6,149.0,rue Dorion  (MTL),3544
6142,1034783,H2K 4B9,149.0,rue Dorion  (MTL),4070
6223,1034375,H2K 4G2,149.0,rue Cartier  (MTL),3586
6298,1034787,H2K 4B9,149.0,rue Dorion  (MTL),4080
6539,1043223,H2L 1M3,145.0,rue Sherbrooke Est  (MTE+MTL),1301
6642,1035301,H2K 1A1,149.0,rue Gauthier  (MTL),1847
7142,1034331,H2K 4G2,149.0,rue Cartier  (MTL),3418
7195,1034762,H2K 4B6,149.0,rue Dorion  (MTL),3592
7573,1034775,H2K 4B9,149.0,rue Dorion  (MTL),4042
7701,1027847,H2L 1L3,144.0,rue Sherbrooke Est  (MTE+MTL),1075
8147,1118973,H2L 3M7,144.0,avenue du Parc-La Fontaine  (MTL),4026
8464,1034760,H2K 4B6,149.0,rue Dorion  (MTL),3588
8672,1027588,H2L 1C7,144.0,rue Napoléon  (MTL),992
8716,1034728,H2K 4B6,149.0,rue Dorion  (MTL),3474
9629,5001191,H2K 4G2,149.0,rue Cartier  (MTL),3518
10928,1027264,H2L 3R9,144.0,rue de Mentana  (MTL),3973
11125,1125848,H2L 1M5,49.0,rue Sherbrooke Est  (MTE+MTL),1670
11591,1035327,H2K 1A3,149.0,rue Gauthier  (MTL),1900
12803,1027378,H2L 3M4,144.0,avenue du Parc-La Fontaine  (MTL),3738
15083,1017412,H2J 2J9,146.0,rue Rachel Est  (MTL),1287
15173,1027090,H2L 5A2,144.0,rue Saint-André  (MTL),3805
15292,1027172,H2L 3R3,144.0,rue de Mentana  (MTL),3754
15294,1027174,H2L 3R3,144.0,rue de Mentana  (MTL),3758
15850,1027067,H2L 3V9,144.0,rue Saint-André  (MTL),3833
15884,1032596,H2L 2T1,49.0,rue De Champlain  (MTL),2267
15980,1040536,H2L 3C7,50.0,rue de la Visitation  (MTL),2212
15981,1040537,H2L 3C7,50.0,rue de la Visitation  (MTL),2224
16303,1035394,H2L 1M4,49.0,rue Sherbrooke Est  (MTE+MTL),1372
16541,1027575,H2L 3R9,144.0,rue Napoléon  (MTL),959
16543,1027345,H2L 3R4,144.0,rue de Mentana  (MTL),3669
16544,1027349,H2L 1G8,144.0,avenue du Parc-La Fontaine  (MTL),3666
16583,1027712,H2L 1H7,144.0,rue Cherrier  (MTL),968
16622,1027110,H2L 3V6,144.0,rue Saint-André  (MTL),3737
16623,1027114,H2L 3V6,144.0,rue Saint-André  (MTL),3723
16924,1032319,H2L 1M2,49.0,rue Panet  (MTL),2286
17988,1040407,H2L 3G3,50.0,rue Beaudry  (MTL),2210
18022,1040410,H2L 3G4,50.0,rue Beaudry  (MTL),2223
18023,1040411,H2L 3G4,50.0,rue Beaudry  (MTL),2211
18319,1027200,H2L 3R8,144.0,rue de Mentana  (MTL),3914
18320,1027202,H2L 3R8,144.0,rue de Mentana  (MTL),3920
18424,1027393,H2L 1G1,144.0,avenue du Parc-La Fontaine  (MTL),3774
18425,1027395,H2L 1G1,144.0,avenue du Parc-La Fontaine  (MTL),3778
18558,1017420,H2J 2K1,146.0,rue Rachel Est  (MTL),1323
18767,1027361,H2L 3M4,144.0,avenue du Parc-La Fontaine  (MTL),3706
18793,1027413,H2L 3M6,144.0,avenue du Parc-La Fontaine  (MTL),3836
18794,1027468,H2L 3M7,144.0,avenue du Parc-La Fontaine  (MTL),3990
18798,1027180,H2L 3R3,144.0,rue de Mentana  (MTL),3778
18806,1027307,H2L 3R7,144.0,rue de Mentana  (MTL),3823
18837,1027214,H2L 3R8,144.0,rue de Mentana  (MTL),3950
18851,1027130,H2L 1G6,144.0,rue Saint-André  (MTL),3679
19028,1027253,H2L 3R9,144.0,rue de Mentana  (MTL),4011
19078,1034155,H2K 4K1,149.0,avenue Papineau  (MTL),3469
19224,1032889,H2K 4K2,149.0,avenue Papineau  (MTL),4065
19227,1032893,H2K 4K2,149.0,avenue Papineau  (MTL),99999
19566,1027476,H2L 3M7,144.0,avenue du Parc-La Fontaine  (MTL),4004
19641,1027289,H2L 3R7,144.0,rue de Mentana  (MTL),3879
19644,1027281,H2L 3R7,144.0,rue de Mentana  (MTL),3903
19665,1027279,H2L 3R7,144.0,rue de Mentana  (MTL),3909
19668,1027283,H2L 3R7,144.0,rue de Mentana  (MTL),3897
19689,1032234,H2L 3E1,49.0,rue de la Visitation  (MTL),2269
19690,1032236,H2L 3E1,49.0,rue de la Visitation  (MTL),2277
19719,1027321,H2L 3R4,144.0,rue de Mentana  (MTL),3737
19721,1027323,H2L 3R4,144.0,rue de Mentana  (MTL),3731
19790,1027309,H2L 1E9,144.0,rue de Mentana  (MTL),3819
19793,1027700,H2L 1J2,144.0,rue Cherrier  (MTL),985
19803,1027698,H2L 1J2,144.0,rue Cherrier  (MTL),981
19814,5240439,H2L 3R8,144.0,rue de Mentana  (MTL),3928
19831,1027343,H2L 3R4,144.0,rue de Mentana  (MTL),3683
19838,1027357,H2L 3M4,144.0,avenue du Parc-La Fontaine  (MTL),3694
19975,1027337,H2L 3R4,144.0,rue de Mentana  (MTL),3703
20081,1034162,H2K 4J7,149.0,avenue Papineau  (MTL),3419
20083,1034165,H2K 4J5,48.0,avenue Papineau  (MTL),2265
20128,1027184,H2L 3R6,144.0,rue de Mentana  (MTL),3846
20179,1033721,H2J 2K2,147.0,rue Rachel Est  (MTL),1353
20180,1033723,H2J 2K2,147.0,rue Rachel Est  (MTL),1359
20384,1027190,H2L 3R6,144.0,rue de Mentana  (MTL),3862
20449,1027329,H2L 3R4,144.0,rue de Mentana  (MTL),3721
20451,1027333,H2L 3R4,144.0,rue de Mentana  (MTL),3717
20478,1028859,H2J 2E9,147.0,rue De Lanaudière  (MTL),4231
20524,1017422,H2J 2K1,146.0,rue Rachel Est  (MTL),1329
20618,1032604,H2L 2T1,49.0,rue De Champlain  (MTL),99999
20690,1032913,H2K 1A2,149.0,avenue Papineau  (MTL),3585
20727,1027041,H2L 1C4,144.0,rue Saint-André  (MTL),3875
20782,1032878,H2K 4K2,149.0,avenue Papineau  (MTL),4125
20783,1032879,H2K 4K2,149.0,avenue Papineau  (MTL),4115
20810,1027632,H2L 1E8,144.0,rue Roy Est  (MTL),958
21044,1027682,H2L 1J1,144.0,rue Cherrier  (MTL),939
21060,1027436,H2L 3M6,144.0,avenue du Parc-La Fontaine  (MTL),3910
21070,1027148,H2L 3R3,144.0,rue de Mentana  (MTL),3674
21074,1029521,H2J 3T4,147.0,rue Fabre  (MTL),4214
21109,1029515,H2J 3R7,147.0,rue Garnier  (MTL),4231
21139,1027716,H2L 1H7,144.0,rue Cherrier  (MTL),956
21250,1027170,H2L 3R3,144.0,rue de Mentana  (MTL),3748
21289,1027454,H2L 3M6,144.0,avenue du Parc-La Fontaine  (MTL),3936
21290,1027456,H2L 1C7,144.0,avenue du Parc-La Fontaine  (MTL),3954
21291,1027458,H2L 3M7,144.0,avenue du Parc-La Fontaine  (MTL),3960
21292,1027460,H2L 3M7,144.0,avenue du Parc-La Fontaine  (MTL),3966
21403,1027227,H2L 3R8,144.0,rue de Mentana  (MTL),3964
21408,1029072,H2J 2E9,147.0,rue Garnier  (MTL),4214
21464,1034469,H2K 4G1,149.0,rue Cartier  (MTL),3505
21526,1032885,H2K 4K2,149.0,avenue Papineau  (MTL),4085
21549,1027692,H2L 1J2,144.0,rue Cherrier  (MTL),965
21550,1027693,H2L 1J2,144.0,rue Cherrier  (MTL),973
21565,1027464,H2L 3M7,144.0,avenue du Parc-La Fontaine  (MTL),3978
21568,1027704,H2L 1J2,144.0,rue Cherrier  (MTL),993
21576,1032309,H2L 3A6,49.0,rue Panet  (MTL),2224
21577,1032311,H2L 3A6,49.0,rue Panet  (MTL),2230
21604,1027402,H2L 1E9,144.0,avenue du Parc-La Fontaine  (MTL),3810
21605,1027404,H2L 1E9,144.0,avenue du Parc-La Fontaine  (MTL),3816
21606,1027406,H2L 3M6,144.0,avenue du Parc-La Fontaine  (MTL),3820
21631,1027705,H2L 1J2,144.0,rue Cherrier  (MTL),999
21688,1027559,H2L 1B8,144.0,avenue Duluth Est  (MTL),968
21689,1027561,H2L 1C1,144.0,avenue Duluth Est  (MTL),976
21691,1027574,H2L 1C4,144.0,rue Napoléon  (MTL),929
21713,1027043,H2L 3V9,144.0,rue Saint-André  (MTL),3869
21759,1027491,H2L 3M7,144.0,avenue du Parc-La Fontaine  (MTL),4014
21785,1027493,H2L 3M7,144.0,avenue du Parc-La Fontaine  (MTL),4020
21823,1027118,H2L 3V6,144.0,rue Saint-André  (MTL),3711
21824,1027120,H2L 3V6,144.0,rue Saint-André  (MTL),3707
21826,1027124,H2L 3V6,144.0,rue Saint-André  (MTL),3695
21860,1027420,H2L 3M6,144.0,avenue du Parc-La Fontaine  (MTL),3866
22216,1029529,H2J 3T6,147.0,rue Fabre  (MTL),4236
22344,1030736,H2H 1P5,148.0,rue Rachel Est  (MTL),1855
22368,1027160,H2L 3R3,144.0,rue de Mentana  (MTL),3710
22369,1027162,H2L 3R3,144.0,rue de Mentana  (MTL),3716
22372,1027098,H2L 1E6,144.0,rue Saint-André  (MTL),3775
22471,1032905,H2K 1A1,149.0,avenue Papineau  (MTL),4007
22472,1032910,H2K 1A2,149.0,avenue Papineau  (MTL),3593
22517,1032439,H2L 2Y3,49.0,rue Plessis  (MTL),2234
22534,1033727,H2J 2K2,147.0,rue Rachel Est  (MTL),1373
22535,1033729,H2J 2K2,147.0,rue Rachel Est  (MTL),1385
22560,1033731,H2J 2K2,147.0,rue Rachel Est  (MTL),1397
22636,1029523,H2J 3T4,147.0,rue Fabre  (MTL),4220
22643,1027176,H2L 1E7,144.0,rue de Mentana  (MTL),3760
22708,1027305,H2L 3R7,144.0,rue de Mentana  (MTL),3825
22725,1027365,H2L 3M4,144.0,avenue du Parc-La Fontaine  (MTL),3718
22860,1027410,H2L 3M6,144.0,avenue du Parc-La Fontaine  (MTL),3832
22861,1027325,H2L 3R4,144.0,rue de Mentana  (MTL),3725
22960,1030019,H2J 2G3,147.0,rue Marquette  (MTL),4224
22961,1030020,H2J 3X1,147.0,rue Marquette  (MTL),4226
22963,1030022,H2J 3X1,147.0,rue Marquette  (MTL),4236
23049,1032323,H2L 1M2,49.0,rue Panet  (MTL),2298
23051,1032325,H2L 1M2,49.0,rue Panet  (MTL),2302
23068,1027368,H2L 3M4,144.0,avenue du Parc-La Fontaine  (MTL),3720
23252,1114306,H2L 1H7,144.0,rue Cherrier  (MTL),962
23437,1119553,H2L 3R3,144.0,rue de Mentana  (MTL),3696
23452,1033760,H2J 2G1,147.0,rue Rachel Est  (MTL),1485
23584,1032448,H2L 2Y3,49.0,rue Plessis  (MTL),2268
23597,1084726,H2J 2K3,147.0,avenue Bureau  (MTL),1470
23674,1033787,H2J 2K6,147.0,rue Rachel Est  (MTL),1699
23690,1032329,H2L 1M4,49.0,rue Panet  (MTL),2275
23724,1033768,H2J 2K5,147.0,rue Rachel Est  (MTL),1565
23741,1033770,H2J 2K4,147.0,rue Rachel Est  (MTL),1571
23742,1033773,H2J 2K4,147.0,rue Rachel Est  (MTL),1581
23781,1033777,H2J 2K6,147.0,rue Rachel Est  (MTL),1653
23833,1116965,H2L 3R8,144.0,rue de Mentana  (MTL),3926
23872,1119028,H2J 2K4,147.0,rue Rachel Est  (MTL),1577
24230,1097269,H2L 3M6,144.0,avenue du Parc-La Fontaine  (MTL),3870
24340,1116676,H2L 3R7,144.0,rue de Mentana  (MTL),3847
24398,1101371,H2L 2T1,49.0,rue De Champlain  (MTL),2249
24402,1112306,H2J 3T5,147.0,rue Fabre  (MTL),4235
24556,1097431,H2K 1A3,149.0,rue Cartier  (MTL),3569
24609,1120478,H2L 3M6,144.0,avenue du Parc-La Fontaine  (MTL),3918
24665,1118335,H2J 2G6,147.0,avenue Bureau  (MTL),1683
24901,1119883,H2L 3R9,144.0,rue de Mentana  (MTL),4021
24915,1118720,H2J 2K3,147.0,rue Rachel Est  (MTL),1467
24953,1108393,H2K 4G2,149.0,rue Cartier  (MTL),3478
24980,1126425,H2L 3R6,144.0,rue de Mentana  (MTL),3800
24991,1108919,H2L 3A4,49.0,rue Panet  (MTL),2227
25064,1125280,H2L 3M8,142.0,avenue du Parc-La Fontaine  (MTL),4056
25115,1105580,H2J 2K1,146.0,rue Rachel Est  (MTL),1315
25161,1101163,H2K 1A1,149.0,avenue Papineau  (MTL),99999
25174,1123637,H2K 1B6,149.0,rue Sherbrooke Est  (MTE+MTL),1879
25178,1102353,H2J 2K5,147.0,rue Rachel Est  (MTL),1551
25596,1101384,H2L 1M4,49.0,rue Sherbrooke Est  (MTE+MTL),1386
25630,1108322,H2K 1A3,149.0,rue Gauthier  (MTL),1874
25748,1101162,H2K 4K2,149.0,avenue Papineau  (MTL),99999
25771,1106450,H2L 3R7,144.0,rue de Mentana  (MTL),3933
25783,1102035,H2L 3M6,144.0,avenue du Parc-La Fontaine  (MTL),3892
25784,1102037,H2L 3M6,144.0,avenue du Parc-La Fontaine  (MTL),3898
25919,1112828,H2L 3V6,144.0,rue Saint-André  (MTL),3699
26028,1128479,H2J 2K1,146.0,rue Rachel Est  (MTL),1335
26125,1107113,H2L 3A4,49.0,rue Plessis  (MTL),2222
26185,1105693,H2L 1C6,144.0,rue Napoléon  (MTL),981
26399,1109877,H2L 3M6,144.0,avenue du Parc-La Fontaine  (MTL),3906
26519,1105239,H2K 4K2,149.0,avenue Papineau  (MTL),4035
26545,1107061,H2L 2Y3,49.0,rue Plessis  (MTL),2228
26926,1129776,H2L 1M2,49.0,rue Sherbrooke Est  (MTE+MTL),1310
27032,1129808,H2L 1M2,49.0,rue Panet  (MTL),2278
27105,1111799,H2K 4B6,149.0,rue Dorion  (MTL),3434
28062,1125459,H2L 1E6,144.0,rue Saint-André  (MTL),3785
28071,1131631,H2K 4G4,149.0,rue Cartier  (MTL),4074
28112,1112296,H2L 3M4,144.0,avenue du Parc-La Fontaine  (MTL),3744
28123,1131735,H2L 3R7,144.0,rue de Mentana  (MTL),3861
29514,1034459,H2K 4G1,149.0,rue Cartier  (MTL),3541
29812,1131647,H2L 3M6,144.0,avenue du Parc-La Fontaine  (MTL),3854
30348,1109529,H2L 1E8,144.0,rue Roy Est  (MTL),962
36283,1113069,H2L 3M6,144.0,avenue du Parc-La Fontaine  (MTL),3848
47265,5087613,H2L 3R8,144.0,rue de Mentana  (MTL),3952
53852,1035385,H2L 1M5,49.0,rue Sherbrooke Est  (MTE+MTL),1700
54168,1034434,H2K 4G3,149.0,rue Cartier  (MTL),4037
60585,1034754,H2K 4B6,149.0,rue Dorion  (MTL),3564
68303,1027709,H2L 1H7,144.0,rue Cherrier  (MTL),980
69033,5211002,H2L 3E1,49.0,rue de la Visitation  (MTL),2253
75465,5013564,H2L 3R7,144.0,rue de Mentana  (MTL),3855
82696,1027311,H2L 1E9,144.0,rue de Mentana  (MTL),3811
85186,5162333,H2L 1M2,49.0,rue Sherbrooke Est  (MTE+MTL),1328
85942,1097223,H2L 3R7,144.0,rue de Mentana  (MTL),3867
86032,1032883,H2K 4K2,149.0,avenue Papineau  (MTL),4095
87102,2167291,H2J 2K2,147.0,rue Rachel Est  (MTL),1361
87449,1035335,H2K 4J7,149.0,rue Sherbrooke Est  (MTE+MTL),1809
96293,5067391,H2K 4G2,149.0,rue Cartier  (MTL),3446
97708,1040412,H2L 3G4,50.0,rue Beaudry  (MTL),2201
104102,2168565,H2J 3T6,147.0,rue Fabre  (MTL),4226
104449,1034457,H2K 4G1,149.0,rue Cartier  (MTL),3549
107763,1034436,H2K 4G3,149.0,rue Cartier  (MTL),4031
113180,1027341,H2L 3R4,144.0,rue de Mentana  (MTL),3689
116138,1027196,H2L 1C4,144.0,rue de Mentana  (MTL),3906
121067,5008459,H2L 3M6,144.0,avenue du Parc-La Fontaine  (MTL),3890
123763,5246019,H2K 1A4,149.0,rue Dorion  (MTL),4010
131998,1027150,H2L 3R3,144.0,rue de Mentana  (MTL),3684
136954,5018381,H2L 1G1,144.0,avenue du Parc-La Fontaine  (MTL),3782
137440,5010905,H2L 3M6,144.0,avenue du Parc-La Fontaine  (MTL),3920
140545,5079030,H2L 3C7,50.0,rue de la Visitation  (MTL),99999
143034,5187634,H2K 4B6,149.0,rue Dorion  (MTL),3496
151225,5260477,H2K 4G4,149.0,rue Cartier  (MTL),4084
154484,5011185,H2L 3M7,144.0,avenue du Parc-La Fontaine  (MTL),3968
159924,1034444,H2K 4G1,149.0,rue Cartier  (MTL),3595
163071,1027146,H2L 3R3,144.0,rue de Mentana  (MTL),3668
169834,5003010,H2L 3R5,144.0,rue Barrière  (MTL),970
170020,5167260,H2L 3V6,144.0,rue Saint-André  (MTL),3725
171233,5005815,H2L 3A6,49.0,rue Panet  (MTL),2243
171322,1040594,H2L 1M1,50.0,rue Sherbrooke Est  (MTE+MTL),1276
172270,1027268,H2L 1C7,144.0,rue de Mentana  (MTL),3923
176751,5035303,H2L 3R7,144.0,rue de Mentana  (MTL),3885
177025,1033762,H2J 2K3,147.0,rue Rachel Est  (MTL),1495
181000,5038018,H2J 2G6,147.0,rue Marquette  (MTL),4221
184124,1027116,H2L 3V6,144.0,rue Saint-André  (MTL),3717
184839,1034381,H2K 4G2,149.0,rue Cartier  (MTL),3604
185868,5003397,H2J 3W7,147.0,rue Rachel Est  (MTL),1657
186730,1035377,H2K 1B3,48.0,rue Sherbrooke Est  (MTE+MTL),1854
187713,5083789,H2L 2T1,49.0,rue De Champlain  (MTL),2287
190600,5002739,H2L 1M1,50.0,rue Sherbrooke Est  (MTE+MTL),1280
190653,1034465,H2K 4G1,149.0,rue Cartier  (MTL),3519
190847,5002836,H2L 3M6,144.0,avenue du Parc-La Fontaine  (MTL),3880
192284,1027567,H2L 1C4,144.0,rue Napoléon  (MTL),909
192655,5107224,H2K 1A4,149.0,rue Gauthier  (MTL),1885
193510,5023951,H2L 3A6,49.0,rue Panet  (MTL),2202
194596,1027103,H2L 3V6,144.0,rue Saint-André  (MTL),3763
196011,5191024,H2L 1E9,144.0,avenue du Parc-La Fontaine  (MTL),3804
196036,5156206,H2L 2T1,49.0,rue De Champlain  (MTL),2253
196256,5110188,H2K 4B6,149.0,rue Dorion  (MTL),3478
196640,5095019,H2L 3R9,144.0,rue de Mentana  (MTL),3985
198452,5068445,H2L 3A6,49.0,rue Panet  (MTL),99999
198672,5249430,H2L 1G2,144.0,avenue du Parc-La Fontaine  (MTL),3760
198936,1040534,H2L 3C7,50.0,rue de la Visitation  (MTL),2188
199708,5035211,H2L 1E6,144.0,rue Saint-André  (MTL),3781
200137,5000519,H2L 3R8,144.0,rue de Mentana  (MTL),3938
200362,1032594,H2L 2T1,49.0,rue De Champlain  (MTL),2273
201248,5127634,H2L 1G8,144.0,avenue du Parc-La Fontaine  (MTL),3670
201293,1034353,H2K 4G2,149.0,rue Cartier  (MTL),3502
201834,1034351,H2K 4G2,149.0,rue Cartier  (MTL),3496
202853,1034742,H2K 4B6,149.0,rue Dorion  (MTL),3532
203516,1034379,H2K 4G2,149.0,rue Cartier  (MTL),3598
203582,5155328,H2K 4G3,149.0,rue Cartier  (MTL),4125
203595,1034836,H2K 4B7,149.0,rue Dorion  (MTL),3555
203622,5124932,H2K 1B4,149.0,rue Sherbrooke Est  (MTE+MTL),1825
203890,5064192,H2L 2T1,49.0,rue De Champlain  (MTL),2275
204092,1035296,H2H 1P4,149.0,rue Rachel Est  (MTL),1822
204193,5068366,H2L 3K1,50.0,rue Montcalm  (MTL),99999
204461,5152462,H2J 2K6,147.0,rue Rachel Est  (MTL),1665
204999,1027317,H2L 3R4,144.0,rue de Mentana  (MTL),3749
205889,5122138,H2L 3C7,50.0,rue Beaudry  (MTL),2171
206708,5142642,H2K 1A3,149.0,rue Gauthier  (MTL),1886
206866,5132147,H2L 3R7,144.0,rue de Mentana  (MTL),3829
207046,5107885,H2K 4G2,149.0,rue Cartier  (MTL),3458
207528,1035379,H2K 1B3,48.0,rue Sherbrooke Est  (MTE+MTL),1844
209886,1027495,H2L 3M7,144.0,avenue du Parc-La Fontaine  (MTL),4022
209955,5068437,H2L 1L9,50.0,rue Sherbrooke Est  (MTE+MTL),1212
209985,1032333,H2L 3A6,49.0,rue Panet  (MTL),2257
210329,5019171,H2L 3M7,144.0,avenue du Parc-La Fontaine  (MTL),4032
210741,1034345,H2K 4G2,149.0,rue Cartier  (MTL),3470
211755,5158451,H2L 1E9,144.0,rue Roy Est  (MTL),957
212080,1035343,H2K 1B6,149.0,rue Sherbrooke Est  (MTE+MTL),1889
212272,1098434,H2L 3C7,50.0,rue de la Visitation  (MTL),2248
212543,5070903,H2J 2G6,147.0,avenue Bureau  (MTL),1669
214720,5219848,H2L 1M1,50.0,rue Sherbrooke Est  (MTE+MTL),1284
214775,5218442,H2K 1A4,149.0,rue Cartier  (MTL),4009
214942,1034834,H2K 4B7,149.0,rue Dorion  (MTL),3563
215045,1035324,H2K 1A5,149.0,rue Gauthier  (MTL),1952
215431,1101350,H2K 1A1,149.0,rue Gauthier  (MTL),1841
215534,1034349,H2K 4G2,149.0,rue Cartier  (MTL),3486
216150,1034455,H2K 4G1,149.0,rue Cartier  (MTL),3565
216655,1034463,H2K 4G1,149.0,rue Cartier  (MTL),3525
216916,5250480,H2L 1E7,144.0,rue Roy Est  (MTL),936
217221,1027100,H2L 3V6,144.0,rue Saint-André  (MTL),3769
217811,5189856,H2L 1M2,49.0,rue Sherbrooke Est  (MTE+MTL),1320
219284,1035340,H2K 4L5,149.0,rue Sherbrooke Est  (MTE+MTL),1851
220209,5154971,H2K 4G2,149.0,rue Cartier  (MTL),3434
220584,1115240,H2L 3A4,49.0,rue Panet  (MTL),2241
220939,1131632,H2K 4G4,149.0,rue Cartier  (MTL),4080
222293,5023952,H2L 5B4,49.0,avenue Lartigue  (MTL),2203
222826,1035293,H2H 1P4,149.0,rue Rachel Est  (MTL),1852
222833,1027212,H2L 3R8,144.0,rue de Mentana  (MTL),3946
222921,1035325,H2K 1A3,149.0,rue Gauthier  (MTL),1910
223028,1027092,H2L 1E6,144.0,rue Saint-André  (MTL),3795
224088,1034430,H2K 4G3,149.0,rue Cartier  (MTL),4049
224865,1027472,H2L 3M7,144.0,avenue du Parc-La Fontaine  (MTL),4002
228523,1027702,H2L 1J2,144.0,rue Cherrier  (MTL),989
228716,1034385,H2K 4G4,149.0,rue Cartier  (MTL),4026
229782,1034764,H2K 4B6,149.0,rue Dorion  (MTL),3598
229957,5217889,H2L 1M2,49.0,rue Sherbrooke Est  (MTE+MTL),1338
230263,1034844,H2K 4B7,149.0,rue Dorion  (MTL),3529
230451,1027707,H2L 1H9,144.0,rue Cherrier  (MTL),1030
230512,1118569,H2J 3R6,147.0,rue Garnier  (MTL),4217
231560,1027126,H2L 1G6,144.0,rue Saint-André  (MTL),3693
231590,1027569,H2L 1C4,144.0,rue Napoléon  (MTL),915
231947,1027208,H2L 3R8,144.0,rue de Mentana  (MTL),3936
233061,1027408,H2L 3M6,144.0,avenue du Parc-La Fontaine  (MTL),3826
233298,1096942,H2J 2K3,147.0,rue Rachel Est  (MTL),1497
