index,ID_UEV,postal_code,tract,street_name,street_number
239540,5151137,H1R 0A3,604.05,rue J.-B.-Martineau  (SLN),5191
239935,2072620,H1H 3M4,616.0,avenue Balzac  (MTN),11358
239982,2084532,H1G 2Y2,611.02,rue d' Amos  (MTN),5522
240086,2078135,H1G 4W6,617.01,avenue Ovila-Boucher  (MTN),11531
240608,5078033,H1R 3Z1,604.05,rue Léo-Ouellet  (SLN),5040
240948,2084248,H1G 3A7,611.01,rue de Charleroi  (MTN),5562
241035,5034289,H1H 3L3,612.0,avenue Armand-Lavergne  (MTN),10229
241390,2071405,H1H 1X9,612.0,avenue de l' Hôtel-de-Ville  (MTN),10823
241428,5110193,H1R 3Z4,604.05,rue Paul-Émile-Petit  (SLN),5319
241447,5166657,H1R 0A5,604.05,rue J.-B.-Martineau  (SLN),5333
241448,2082176,H1G 2T2,611.02,boulevard Henri-Bourassa Est  (ANJ+MTE+MTL+MTN),5600
241531,2082148,H1G 2S9,611.02,boulevard Henri-Bourassa Est  (ANJ+MTE+MTL+MTN),5454
241565,2071872,H1H 3R6,612.0,avenue Pelletier  (MTN),10774
241812,2084426,H1H 1P9,616.0,rue d' Amos  (MTN),4455
241958,5089796,H1H 5W3,616.0,avenue Armand-Lavergne  (MTN),11151
242189,2078459,H1G 4S4,611.01,avenue Jean-Meunier  (MTN),10772
242207,5004704,H1H 0A5,604.04,rue J.-B.-Martineau  (SLN),99999
242407,2076678,H1G 5G2,617.02,avenue Brunet  (MTN),11567
243109,2078477,H1G 4S8,611.02,avenue Jean-Meunier  (MTN),11168
243239,2076315,H1G 5J4,617.02,avenue Racette  (MTN),11607
243462,2096917,H1R 3B5,604.04,rue J.-B.-Martineau  (SLN),99999
243559,2083588,H1H 2H3,612.0,rue d' Amiens  (MTN),4472
243877,2071548,H1H 3S8,612.0,avenue Garon  (MTN),10387
244274,5143514,H1R 0A1,604.05,rue J.-B.-Martineau  (SLN),5097
244586,2078425,H1G 3B4,611.01,avenue Jean-Meunier  (MTN),99999
244603,2078431,H1G 4S4,611.01,avenue Jean-Meunier  (MTN),99999
244923,2071809,H1H 3R5,612.0,avenue Pelletier  (MTN),10524
245131,2084213,H1G 4S6,611.01,rue de Charleroi  (MTN),5406
245734,2071584,H1H 3T1,612.0,avenue Garon  (MTN),10596
246866,2071643,H1H 3T4,612.0,avenue Garon  (MTN),10842
246951,5151130,H1R 0A3,604.05,rue J.-B.-Martineau  (SLN),5171
247178,5129371,H1R 3Z3,604.05,rue Raymond-Renaud  (SLN),5098
247184,2078421,H1G 2X9,611.02,avenue Jean-Meunier  (MTN),99999
247353,2077065,H1G 5C2,617.02,avenue Alfred  (MTN),11842
248505,2078437,H1G 4S4,611.01,avenue Jean-Meunier  (MTN),99999
248514,2081370,H1G 3H5,611.01,boulevard Industriel  (MTN),5331
248525,2083388,H1H 2P1,612.0,rue Forest  (MTN),4529
248693,5077870,H1H 5W3,616.0,avenue Armand-Lavergne  (MTN),11313
248830,2085105,H1G 3B4,611.01,rue Louis-Francoeur  (MTN),5356
248916,2078258,H1G 2Y4,611.02,avenue Omer-Héroux  (MTN),5374
248973,2084381,H1H 1R8,616.0,rue Joubert  (MTN),4346
249117,2071651,H1H 3T5,616.0,avenue Garon  (MTN),11139
249682,2078435,H1G 4S4,611.01,avenue Jean-Meunier  (MTN),99999
250012,2071862,H1H 3R6,612.0,avenue Pelletier  (MTN),10750
250014,2071906,H1H 1Y3,616.0,avenue Pelletier  (MTN),10911
250115,2071811,H1H 3R4,612.0,avenue Pelletier  (MTN),10531
250164,2083725,H1H 1X9,612.0,rue de Castille  (MTN),4232
250165,2083727,H1H 1X9,612.0,rue de Castille  (MTN),4240
250172,5172325,H1R 0A7,604.05,rue J.-B.-Martineau  (SLN),5347
250239,2078485,H1G 4S9,611.02,avenue Jean-Meunier  (MTN),11211
250482,2082137,H1G 2S9,611.02,boulevard Henri-Bourassa Est  (ANJ+MTE+MTL+MTN),5420
250711,2071359,H1H 3V6,612.0,avenue de l' Hôtel-de-Ville  (MTN),10545
250972,2085121,H1G 3B4,611.01,rue Louis-Francoeur  (MTN),5377
251256,5166660,H1R 0A5,604.05,rue J.-B.-Martineau  (SLN),5339
251726,2071945,H1H 3S1,616.0,avenue Pelletier  (MTN),11133
251871,2084520,H1G 2X9,611.02,rue d' Amos  (MTN),5383
252304,2085307,H1G 2B9,617.02,rue de la Gare  (MTN),5127
252284,5078216,H1R 3Z6,604.05,rue Philias-Gagnon  (SLN),5184
252302,2076344,H1G 5J4,617.02,avenue Racette  (MTN),11711
252308,2081375,H1G 3H6,611.01,boulevard Industriel  (MTN),5369
252616,2083348,H1H 2N6,612.0,rue Forest  (MTN),4240
253285,2084004,H1H 1T5,616.0,rue de Charleroi  (MTN),4470
253765,2073297,H1H 3H2,616.0,avenue Éthier  (MTN),11427
254424,5099984,H1H 5W4,616.0,avenue Armand-Lavergne  (MTN),11232
254455,2075350,H1G 5P9,617.02,boulevard Sainte-Gertrude  (MTN),11764
254594,2085299,H1G 2C1,617.02,rue de la Gare  (MTN),5104
254621,2073308,H1H 3H2,616.0,avenue Éthier  (MTN),11459
254629,5172339,H1R 0A7,604.05,rue J.-B.-Martineau  (SLN),5365
255021,5153255,H1R 0A4,604.05,rue J.-B.-Martineau  (SLN),5239
255134,2071876,H1H 3R6,612.0,avenue Pelletier  (MTN),10790
255269,2084360,H1H 1S3,616.0,rue Viger  (MTN),4336
255888,2082068,H1H 1M4,618.0,boulevard Henri-Bourassa Est  (ANJ+MTE+MTL+MTN),4761
255942,2071854,H1H 3R6,612.0,avenue Pelletier  (MTN),10714
256085,2083570,H1H 2G8,612.0,rue d' Amiens  (MTN),4353
256266,5190982,H1R 0B3,604.05,rue J.-B.-Martineau  (SLN),5467
256655,2072062,H1H 3N4,612.0,avenue Armand-Lavergne  (MTN),10250
256736,2159040,H1H 0A5,604.04,boulevard des Grandes-Prairies  (MTL+SLN),4753
256844,2078429,H1G 4S4,611.01,avenue Jean-Meunier  (MTN),99999
257097,2077061,H1G 2C3,617.02,avenue Alfred  (MTN),11822
257326,5037773,H1H 3N8,612.0,avenue Armand-Lavergne  (MTN),10301
257352,5151136,H1R 0A3,604.05,rue J.-B.-Martineau  (SLN),5189
257377,5127501,H1R 3Y9,604.05,rue Léo-Ouellet  (SLN),5033
257923,2071923,H1H 3R9,616.0,avenue Pelletier  (MTN),10985
259086,2078423,H1G 4S8,611.02,avenue Jean-Meunier  (MTN),99999
259229,2072590,H1H 3M3,616.0,avenue Balzac  (MTN),11226
259353,5143488,H1R 0A1,604.05,rue J.-B.-Martineau  (SLN),5077
259431,5027989,H1R 3W9,604.04,rue J.-B.-Martineau  (SLN),99999
259563,2078270,H1G 2Y4,611.02,avenue Omer-Héroux  (MTN),11226
259643,2071975,H1H 1P8,616.0,avenue Pelletier  (MTN),11263
259713,2084430,H1H 1R1,616.0,rue d' Amos  (MTN),4677
260882,2078603,H1G 4P6,611.02,avenue Ubald-Paquin  (MTN),11243
261247,2076737,H1G 5G4,617.02,avenue Brunet  (MTN),11848
261287,5143547,H1R 0A2,604.05,rue J.-B.-Martineau  (SLN),5129
262083,2071566,H1H 3T1,612.0,avenue Garon  (MTN),10536
262194,2078345,H1G 4T8,617.01,boulevard Sainte-Colette  (MTN),11555
262639,2071952,H1H 3S1,616.0,avenue Pelletier  (MTN),11169
262848,2084370,H1H 1S3,616.0,rue Viger  (MTN),4348
262962,2150733,H1R 1A6,604.04,boulevard des Grandes-Prairies  (MTL+SLN),4765
263334,5191522,H1H 4A3,612.0,boulevard Pie-IX  (MTL+MTN+SLN),10711
263625,5086796,H1H 5W3,616.0,avenue Armand-Lavergne  (MTN),11291
263758,2085303,H1G 2C1,617.02,rue de la Gare  (MTN),5110
263866,2073270,H1H 3H1,616.0,avenue Éthier  (MTN),11358
263882,2078547,H1G 4T3,611.02,avenue Jean-Meunier  (MTN),11339
264058,2078313,H1G 2X9,611.02,avenue Omer-Héroux  (MTN),11284
264370,2073293,H1H 3H2,616.0,avenue Éthier  (MTN),11413
264539,2076005,H1G 2B8,617.02,avenue Georges-Pichet  (MTN),11849
264959,2085333,H1G 2C5,617.02,rue de la Gare  (MTN),5283
265251,5151138,H1R 0A3,604.05,rue J.-B.-Martineau  (SLN),5193
265316,5078347,H1R 3Z8,604.05,rue du Saguenay  (SLN),9404
265531,2078283,H1G 4V9,611.02,avenue Omer-Héroux  (MTN),11238
265610,2076332,H1G 5J4,617.02,avenue Racette  (MTN),11665
265625,5089789,H1H 5W3,616.0,avenue Armand-Lavergne  (MTN),11253
265838,2077050,H1G 5C1,617.02,avenue Alfred  (MTN),11688
265907,2071395,H1H 3V8,612.0,avenue de l' Hôtel-de-Ville  (MTN),10797
265918,2144482,H1H 3R3,612.0,avenue Pelletier  (MTN),10310
265939,2077385,H1G 5A4,617.02,avenue Edger  (MTN),11840
266145,2078334,H1G 4T8,617.01,boulevard Sainte-Colette  (MTN),11545
266231,2074044,H1G 2H1,618.0,avenue L'Archevêque  (MTN),11711
266271,2078027,H1G 4X6,617.01,avenue Joseph-Boyer  (MTN),11545
266317,2072095,H1H 3N4,612.0,avenue Armand-Lavergne  (MTN),10442
266556,2083574,H1H 2H3,612.0,rue d' Amiens  (MTN),4420
266616,2078331,H1G 4T7,617.01,boulevard Sainte-Colette  (MTN),11542
266901,5089795,H1H 5W3,616.0,avenue Armand-Lavergne  (MTN),11153
267004,2083983,H1H 1T4,616.0,rue de Charleroi  (MTN),4319
267028,2071856,H1H 3R7,612.0,avenue Pelletier  (MTN),10727
267189,2082076,H1H 1M5,618.0,boulevard Henri-Bourassa Est  (ANJ+MTE+MTL+MTN),4815
267385,2071590,H1H 3T1,612.0,avenue Garon  (MTN),10630
267525,2071870,H1H 3R6,612.0,avenue Pelletier  (MTN),10768
267645,2072107,H1H 3P1,612.0,avenue Armand-Lavergne  (MTN),10542
268174,5153264,H1R 0A4,604.05,rue J.-B.-Martineau  (SLN),5275
268291,5190980,H1R 0B3,604.05,rue J.-B.-Martineau  (SLN),5463
268305,5151147,H1R 0A3,604.05,rue J.-B.-Martineau  (SLN),5201
268464,2078611,H1G 4P7,611.02,avenue Ubald-Paquin  (MTN),11264
268745,5129374,H1R 3Z3,604.05,rue Raymond-Renaud  (SLN),5104
268825,5172359,H1R 0A7,604.05,rue J.-B.-Martineau  (SLN),5391
269268,2071825,H1H 3R5,612.0,avenue Pelletier  (MTN),10576
269259,2074493,H1G 5V9,611.02,avenue Pigeon  (MTN),11535
269318,2084638,H1G 2H4,617.02,rue des Ardennes  (MTN),4986
269342,2072644,H1H 0A6,616.0,avenue Balzac  (MTN),11522
269753,2071654,H1H 3T5,616.0,avenue Garon  (MTN),11151
269760,2084204,H1G 4S6,611.01,rue de Charleroi  (MTN),5396
269844,2077553,H1G 4Y1,611.01,avenue Salk  (MTN),10740
270072,5185716,H1R 0A7,604.05,rue J.-B.-Martineau  (SLN),5403
270192,2082162,H1G 4T3,611.02,boulevard Henri-Bourassa Est  (ANJ+MTE+MTL+MTN),5500
270897,5085279,H1G 3E3,611.01,rue de Castille  (MTN),5343
270984,2073295,H1H 3H2,616.0,avenue Éthier  (MTN),11417
271270,2071413,H1H 1X9,612.0,avenue de l' Hôtel-de-Ville  (MTN),10840
271274,2084187,H1G 3A6,611.01,rue de Charleroi  (MTN),5366
271334,2072596,H1H 3M2,616.0,avenue Balzac  (MTN),11257
271381,5151134,H1R 0A3,604.05,rue J.-B.-Martineau  (SLN),5185
271663,5143558,H1R 0A2,604.05,rue J.-B.-Martineau  (SLN),5161
271847,2076707,H1G 5G2,617.02,avenue Brunet  (MTN),11651
272690,2072085,H1H 3N8,612.0,avenue Armand-Lavergne  (MTN),10395
272807,2071783,H1H 3R3,612.0,avenue Pelletier  (MTN),10320
272961,2072638,H1H 1N7,616.0,avenue Balzac  (MTN),11400
273045,2071578,H1H 3T2,612.0,avenue Garon  (MTN),10585
273200,2072105,H1H 3P1,612.0,avenue Armand-Lavergne  (MTN),10540
273340,2078051,H1G 4X5,617.01,avenue Joseph-Boyer  (MTN),11578
273459,2078162,H1G 4W6,617.01,avenue Ovila-Boucher  (MTN),11565
273499,2078595,H1G 4P6,611.02,avenue Ubald-Paquin  (MTN),11233
273529,5104095,H1H 5W3,616.0,avenue Armand-Lavergne  (MTN),11221
274364,2082174,H1G 6H4,617.01,boulevard Henri-Bourassa Est  (ANJ+MTE+MTL+MTN),5575
274605,2071638,H1H 3T4,612.0,avenue Garon  (MTN),10834
275334,2083339,H1H 2N7,612.0,rue Forest  (MTN),4229
275491,2077660,H1G 4Y7,617.01,avenue Salk  (MTN),11591
275543,2071556,H1H 3T2,612.0,avenue Garon  (MTN),10515
275668,2083729,H1H 1X9,612.0,rue de Castille  (MTN),4256
275820,5153252,H1R 0A4,604.05,rue J.-B.-Martineau  (SLN),5233
275833,2074028,H1H 3B4,618.0,avenue L'Archevêque  (MTN),11638
276062,2085325,H1G 2C4,617.02,rue de la Gare  (MTN),5237
276336,5172337,H1R 0A7,604.05,rue J.-B.-Martineau  (SLN),5361
276460,5172360,H1R 0A7,604.05,rue J.-B.-Martineau  (SLN),5393
276614,5143483,H1R 0A1,604.05,rue J.-B.-Martineau  (SLN),5063
276647,2077073,H1G 5C3,617.02,avenue Alfred  (MTN),11851
276729,2085123,H1G 3B4,611.01,rue Louis-Francoeur  (MTN),5382
277300,5153266,H1R 0A4,604.05,rue J.-B.-Martineau  (SLN),5279
277391,2073291,H1H 3H2,616.0,avenue Éthier  (MTN),11405
277705,2084197,H1G 3A6,611.01,rue de Charleroi  (MTN),5386
277710,5143486,H1R 0A1,604.05,rue J.-B.-Martineau  (SLN),5073
277748,2078279,H1G 4W9,611.02,avenue Omer-Héroux  (MTN),11234
277777,2071882,H1H 3R7,612.0,avenue Pelletier  (MTN),10801
277960,2083745,H1H 1Y1,612.0,rue de Castille  (MTN),4324
278167,2085204,H1G 2W7,611.02,rue Jules-Fournier  (MTN),5396
278360,2076327,H1G 5J4,617.02,avenue Racette  (MTN),11651
278635,5089824,H1H 5W4,616.0,avenue Armand-Lavergne  (MTN),11172
278673,2083548,H1H 2G6,612.0,rue d' Amiens  (MTN),4305
278770,2074512,H1G 5W3,618.0,avenue Pigeon  (MTN),11638
279607,2072055,H1H 3N7,612.0,avenue Armand-Lavergne  (MTN),10223
280235,2072642,H1H 0A6,616.0,avenue Balzac  (MTN),11510
281572,2078536,H1G 4T3,611.02,avenue Jean-Meunier  (MTN),11319
281874,2084371,H1H 1S2,616.0,rue Viger  (MTN),4351
281913,2084626,H1G 2H2,617.02,rue des Ardennes  (MTN),4948
282027,2085133,H1G 3B3,611.01,rue Louis-Francoeur  (MTN),5395
282574,5007740,H1G 4T2,611.02,avenue Jean-Meunier  (MTN),11282
283054,2078499,H1G 4T2,611.02,avenue Jean-Meunier  (MTN),11234
283057,2083910,H1G 3E3,611.01,rue de Castille  (MTN),5391
283165,2078293,H1G 4V8,611.02,avenue Omer-Héroux  (MTN),11253
283283,5078022,H1R 3Z2,604.05,rue J.-B.-Martineau  (SLN),99999
283363,2071390,H1H 3V9,612.0,avenue de l' Hôtel-de-Ville  (MTN),10784
283423,2085178,H1G 2W7,611.02,rue Jules-Fournier  (MTN),5336
283521,2084244,H1G 3A7,611.01,rue de Charleroi  (MTN),5554
283773,2074543,H1G 5W4,618.0,avenue Pigeon  (MTN),11762
283814,2078017,H1G 4X5,617.01,avenue Joseph-Boyer  (MTN),11534
283864,2078619,H1G 4P6,611.02,avenue Ubald-Paquin  (MTN),11283
283990,5172336,H1R 0A7,604.05,rue J.-B.-Martineau  (SLN),5353
284049,2083913,H1G 3E3,611.01,rue de Castille  (MTN),5405
284124,2078299,H1G 4V8,611.02,avenue Omer-Héroux  (MTN),11263
284883,2085317,H1G 2C3,617.02,rue de la Gare  (MTN),5161
284945,2085335,H1G 2C5,617.02,rue de la Gare  (MTN),5301
285333,2083382,H1H 2P1,612.0,rue Forest  (MTN),4463
285337,5086843,H1H 5W3,616.0,avenue Armand-Lavergne  (MTN),11281
285425,2083341,H1H 2N6,612.0,rue Forest  (MTN),4230
285445,2071805,H1H 3R3,612.0,avenue Pelletier  (MTN),10392
285806,2085735,H1G 2M6,617.01,rue des Perce-Neige  (MTN),5590
285897,2078493,H1G 4S8,611.02,avenue Jean-Meunier  (MTN),11222
286340,2084526,H1G 2X9,611.02,rue d' Amos  (MTN),5397
286356,2071531,H1H 3S9,612.0,avenue Garon  (MTN),10358
286378,2145550,H1G 5C1,617.02,avenue Alfred  (MTN),11600
286384,5100660,H1G 5W1,616.0,avenue L'Archevêque  (MTN),11509
286419,2085765,H1G 2L5,617.01,rue des Marguerites  (MTN),5582
286448,2139735,H1G 2T4,617.01,boulevard Henri-Bourassa Est  (ANJ+MTE+MTL+MTN),5501
286936,2076347,H1G 5J4,617.02,avenue Racette  (MTN),11719
287516,2084615,H1G 5W2,617.02,rue des Ardennes  (MTN),4912
287742,5143467,H1R 0A1,604.05,rue J.-B.-Martineau  (SLN),5041
287927,2077063,H1G 5C2,617.02,avenue Alfred  (MTN),11828
288096,2071821,H1H 3R5,612.0,avenue Pelletier  (MTN),10564
288097,2071908,H1H 1Y3,616.0,avenue Pelletier  (MTN),10935
288098,2071954,H1H 3S1,616.0,avenue Pelletier  (MTN),11199
288237,2078169,H1G 4W6,617.01,avenue Ovila-Boucher  (MTN),11581
288255,2072932,H1H 3K4,616.0,avenue Drapeau  (MTN),11332
288258,2075721,H1G 5M6,617.02,avenue Lamoureux  (MTN),11621
288343,2075972,H1G 5L1,617.02,avenue Georges-Pichet  (MTN),11605
288504,2084436,H1H 1R1,616.0,rue d' Amos  (MTN),4687
288708,2078480,H1G 4S9,611.02,avenue Jean-Meunier  (MTN),11167
288925,2072610,H1H 3M5,616.0,avenue Balzac  (MTN),11331
289023,5153260,H1R 0A4,604.05,rue J.-B.-Martineau  (SLN),5261
289399,2073277,H1H 3H2,616.0,avenue Éthier  (MTN),11368
289561,2071607,H1H 3T4,612.0,avenue Garon  (MTN),10758
289573,2074962,H1G 5T3,617.02,avenue Hénault  (MTN),11811
289657,2075326,H1G 5P7,617.02,boulevard Sainte-Gertrude  (MTN),11604
289664,2084628,H1G 2H4,617.02,rue des Ardennes  (MTN),4950
289683,2084256,H1G 3A7,611.01,rue de Charleroi  (MTN),5572
289809,2078013,H1G 4X5,617.01,avenue Joseph-Boyer  (MTN),11530
289810,2078446,H1G 4T4,611.02,avenue Jean-Meunier  (MTN),99999
290001,2078558,H1G 2Y5,611.02,avenue Ubald-Paquin  (MTN),5523
290017,2082146,H1G 2S9,611.02,boulevard Henri-Bourassa Est  (ANJ+MTE+MTL+MTN),5442
290294,2072612,H1H 3M4,616.0,avenue Balzac  (MTN),11342
290546,2078511,H1G 4T2,611.02,avenue Jean-Meunier  (MTN),11248
290610,2071832,H1H 3R5,612.0,avenue Pelletier  (MTN),10596
290813,2146569,H1G 5C1,617.02,avenue Alfred  (MTN),11618
291007,5185743,H1R 0A7,604.05,rue J.-B.-Martineau  (SLN),5437
291268,2096906,H1R 1A5,604.04,boulevard des Grandes-Prairies  (MTL+SLN),4625
291864,2075343,H1G 5P7,617.02,boulevard Sainte-Gertrude  (MTN),11652
291872,2083384,H1H 2P1,612.0,rue Forest  (MTN),4485
291943,2076701,H1G 5G3,617.02,avenue Brunet  (MTN),11644
291944,2085180,H1G 2W7,611.02,rue Jules-Fournier  (MTN),5342
291979,2084232,H1G 3A8,611.02,rue de Charleroi  (MTN),5529
292077,2083760,H1H 1Y2,612.0,rue de Castille  (MTN),4422
292316,2072580,H1H 3M3,616.0,avenue Balzac  (MTN),11204
292397,2078579,H1G 2Y6,611.02,avenue Ubald-Paquin  (MTN),5554
292539,2077649,H1G 4Y7,617.01,avenue Salk  (MTN),11557
292615,2151815,H1G 3H6,611.01,boulevard Industriel  (MTN),5367
292699,2074017,H1H 3B3,616.0,avenue L'Archevêque  (MTN),11560
292876,2074040,H1G 2H1,618.0,avenue L'Archevêque  (MTN),11703
292903,2074516,H1G 5W2,617.02,avenue Pigeon  (MTN),11651
293055,2084176,H1G 3A6,611.02,rue de Charleroi  (MTN),5345
293220,5089722,H1H 5W3,616.0,avenue Armand-Lavergne  (MTN),11261
293260,2084250,H1G 3A8,611.02,rue de Charleroi  (MTN),5563
293456,2074933,H1G 5S9,617.02,avenue Hénault  (MTN),11652
293595,2074495,H1G 5W1,616.0,avenue Pigeon  (MTN),11542
295031,5151148,H1R 0A3,604.05,rue J.-B.-Martineau  (SLN),5203
295070,2081371,H1G 3H5,611.01,boulevard Industriel  (MTN),5335
295115,5107262,H1R 3Z7,604.05,rue du Saguenay  (SLN),9415
295152,5030256,H1G 2H5,617.02,avenue Hénault  (MTN),11769
295212,2083901,H1G 3E4,611.01,rue de Castille  (MTN),5348
295213,2083998,H1H 1T6,616.0,rue de Charleroi  (MTN),4409
295271,2084524,H1G 2X9,611.02,rue d' Amos  (MTN),5393
295317,2071968,H1H 3S2,616.0,avenue Pelletier  (MTN),11255
295514,5185748,H1R 0A7,604.05,rue J.-B.-Martineau  (SLN),5451
295570,2078281,H1G 4V8,611.02,avenue Omer-Héroux  (MTN),11237
295849,2077236,H1G 4Z7,611.01,avenue Edger  (MTN),10741
296631,2085176,H1G 2W7,611.02,rue Jules-Fournier  (MTN),5332
296828,2075731,H1G 5M5,617.02,avenue Lamoureux  (MTN),11644
296837,2078317,H1G 4T5,617.01,boulevard Sainte-Colette  (MTN),11519
297243,2150735,H1R 1A5,604.04,boulevard des Grandes-Prairies  (MTL+SLN),4665
297464,2071550,H1H 3S9,612.0,avenue Garon  (MTN),10388
297687,2072622,H1H 3M5,616.0,avenue Balzac  (MTN),11359
297877,5190992,H1R 0B3,604.05,rue J.-B.-Martineau  (SLN),5483
298392,5037974,H1R 3B5,604.04,rue J.-B.-Martineau  (SLN),99999
298466,2150441,H1H 2Z7,604.04,boulevard des Grandes-Prairies  (MTL+SLN),4767
298609,2071367,H1H 3V6,612.0,avenue de l' Hôtel-de-Ville  (MTN),10615
299009,2074057,H1H 3B7,618.0,avenue L'Archevêque  (MTN),11743
299436,5002082,H1R 3W9,604.04,boulevard des Grandes-Prairies  (MTL+SLN),99999
299904,2071956,H1H 3S1,616.0,avenue Pelletier  (MTN),11203
299991,5153251,H1R 0A4,604.05,rue J.-B.-Martineau  (SLN),5231
300032,2084649,H1G 2H6,617.02,rue des Ardennes  (MTN),5016
300034,2085129,H1G 3B4,611.01,rue Louis-Francoeur  (MTN),5387
300337,2084215,H1G 3A3,611.01,rue de Charleroi  (MTN),5412
300382,5086666,H1H 5W4,616.0,avenue Armand-Lavergne  (MTN),11120
300418,5166659,H1R 0A5,604.05,rue J.-B.-Martineau  (SLN),5337
300549,2078448,H1G 4S2,611.01,avenue Jean-Meunier  (MTN),99999
300626,2071910,H1H 3R9,616.0,avenue Pelletier  (MTN),10945
300762,2071539,H1H 3S9,612.0,avenue Garon  (MTN),10370
301346,2071813,H1H 3R4,612.0,avenue Pelletier  (MTN),10537
301347,2071819,H1H 3R4,612.0,avenue Pelletier  (MTN),10555
301352,2074522,H1G 5W4,618.0,avenue Pigeon  (MTN),11702
301454,2084202,H1G 3A6,611.02,rue de Charleroi  (MTN),5393
301538,2082140,H1G 2S9,611.02,boulevard Henri-Bourassa Est  (ANJ+MTE+MTL+MTN),5430
301727,2071384,H1H 3V8,612.0,avenue de l' Hôtel-de-Ville  (MTN),10764
302169,5185718,H1R 0A7,604.05,rue J.-B.-Martineau  (SLN),5407
302199,2085131,H1G 3B4,611.01,rue Louis-Francoeur  (MTN),5392
302432,2071616,H1H 3T4,612.0,avenue Garon  (MTN),10784
302622,5099998,H1H 5W4,616.0,avenue Armand-Lavergne  (MTN),11222
302634,2072212,H1H 3P5,616.0,avenue Armand-Lavergne  (MTN),11054
303297,2083564,H1H 2G7,612.0,rue d' Amiens  (MTN),4344
303862,2071958,H1H 3S1,616.0,avenue Pelletier  (MTN),11217
304151,2072101,H1H 3N9,612.0,avenue Armand-Lavergne  (MTN),10525
304356,2084188,H1G 3A3,611.01,rue de Charleroi  (MTN),5372
304536,5089794,H1H 5W3,616.0,avenue Armand-Lavergne  (MTN),11243
304949,2085753,H1G 2M6,617.01,rue des Perce-Neige  (MTN),5604
305049,2076722,H1G 5G3,617.02,avenue Brunet  (MTN),11720
305057,2084632,H1G 2H5,617.02,rue des Ardennes  (MTN),4967
305328,2071588,H1H 3T1,612.0,avenue Garon  (MTN),10620
305889,5005668,H1G 3E6,611.01,rue de Castille  (MTN),5639
306170,5078338,H1R 3Z8,604.05,rue du Saguenay  (SLN),9412
306511,2071931,H1H 3R9,616.0,avenue Pelletier  (MTN),11021
306759,2075362,H1G 5P8,617.02,avenue Lamoureux  (MTN),11856
306776,5264586,H1R 3W9,604.04,rue J.-B.-Martineau  (SLN),4537
306795,2078011,H1G 2N4,617.01,avenue Joseph-Boyer  (MTN),5575
306833,2075740,H1G 2H9,617.02,avenue Lamoureux  (MTN),11755
306836,2078582,H1G 2Y6,611.02,avenue Ubald-Paquin  (MTN),5564
306884,2074023,H1H 3B4,618.0,avenue L'Archevêque  (MTN),11626
307116,2071194,H1H 3X1,612.0,avenue Hébert  (MTN),10831
307255,2072111,H1H 3P1,612.0,avenue Armand-Lavergne  (MTN),10564
307823,2083739,H1H 1X8,616.0,rue de Castille  (MTN),4317
308110,2081365,H1H 2Z7,612.0,boulevard Industriel  (MTN),4755
308128,2071815,H1H 3R5,612.0,avenue Pelletier  (MTN),10540
308137,2078255,H1G 2Y4,611.02,avenue Omer-Héroux  (MTN),5370
308193,2071564,H1H 3T2,612.0,avenue Garon  (MTN),10535
308399,2081376,H1G 3H6,611.01,boulevard Industriel  (MTN),5371
308467,2083753,H1H 1Y1,612.0,rue de Castille  (MTN),4354
308549,5153257,H1R 0A4,604.05,rue J.-B.-Martineau  (SLN),5249
308632,2084647,H1G 2H7,617.02,rue des Ardennes  (MTN),5009
308773,2083372,H1H 2N9,612.0,rue Forest  (MTN),4367
309015,2075983,H1G 5L1,617.02,avenue Georges-Pichet  (MTN),11639
309101,2083764,H1H 1Y3,616.0,rue de Castille  (MTN),4457
309176,2078023,H1G 4X6,617.01,avenue Joseph-Boyer  (MTN),11541
309195,2083572,H1H 2G9,612.0,rue d' Amiens  (MTN),4421
309226,2071817,H1H 3R5,612.0,avenue Pelletier  (MTN),10550
309642,2073999,H1H 3B2,616.0,avenue L'Archevêque  (MTN),11519
309805,2083941,H1G 3E6,611.01,rue de Castille  (MTN),5645
309807,2084227,H1G 3A7,611.01,rue de Charleroi  (MTN),5522
309894,2085741,H1G 2M7,617.01,rue des Perce-Neige  (MTN),5595
309977,2075330,H1G 5P7,617.02,boulevard Sainte-Gertrude  (MTN),11620
309987,5151135,H1R 0A3,604.05,rue J.-B.-Martineau  (SLN),5187
310082,5172341,H1R 0A7,604.05,rue J.-B.-Martineau  (SLN),5375
310781,2076713,H1G 5G2,617.02,avenue Brunet  (MTN),11675
310905,2083554,H1H 2G6,612.0,rue d' Amiens  (MTN),4317
311173,2078336,H1G 4T7,617.01,boulevard Sainte-Colette  (MTN),11546
311574,2085773,H1G 2L4,617.01,rue des Marguerites  (MTN),5591
311690,2084209,H1G 3A6,611.02,rue de Charleroi  (MTN),5399
311835,2082051,H1H 3S3,616.0,boulevard Henri-Bourassa Est  (ANJ+MTE+MTL+MTN),4444
311840,2083986,H1H 1T4,616.0,rue de Charleroi  (MTN),4339
312117,2078841,H1G 4N9,611.02,avenue Jules-Paul-Tardivel  (MTN),11272
312378,2084653,H1G 2H8,617.02,rue des Ardennes  (MTN),5054
312431,2078034,H1G 4X5,617.01,avenue Joseph-Boyer  (MTN),11554
